index,question,options,correct_option,old_path,new_path,condition
78,"A 55-year-old woman presents with a noticeable goiter and symptoms of hyperthyroidism. After physical examination, TSH and FT4 levels indicate hyperthyroidism. What is the next appropriate step in management?","['Start T4 replacement therapy.', 'Prescribe antithyroid medications.', 'Recommend a thyroid scan to determine if there is a functional nodule.', 'Schedule a thyroidectomy.', 'Monitor TSH levels every six months.']",C,"Patient with GOITER -> Physical examination -> Measure TSH and FT4 -> Hyperthyroid -> Recommend thyroid scan -> If functional (""hot"") nodule, consider 131I therapy","Patient with goiter -> Physical examination -> Measure TSH and FT4 levels -> Hyperthyroidism confirmed -> Recommend thyroid scan -> Functional thyroid nodule identified -> Consider radioiodine therapy
",goiter
79,"A 34-year-old woman presents with persistent nipple discharge. After taking a thorough medical history, including medications, which of the following is the MOST appropriate next step in evaluating the cause of the discharge?","['Perform a fat stain test on the discharge.', 'Obtain a mammogram.', 'Order a breast ultrasound.', 'Prescribe a trial of antibiotics.', 'Measure serum prolactin levels.']",E,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Galactorrhea -> Measure serum prolactin,"Nipple discharge -> Medication history review -> Perform fat stain test on discharge -> Galactorrhea confirmed -> Measure serum prolactin level
",nipple discharge
80,"A 34-year-old woman presents to her physician complaining of persistent, spontaneous nipple discharge. She denies recent pregnancy but admits to taking tricyclic antidepressants for chronic pain. After performing a fat stain test, galactorrhea is confirmed. Serum prolactin and TSH levels are normal. What is the MOST appropriate next step in the management of this patient?","['Initiate treatment with bromocriptine to suppress prolactin secretion', 'Order a mammogram to rule out malignancy', 'Perform galactography to visualize intraductal papillomas', 'Follow by yearly measurements of prolactin. Consider GH level if indicated', 'Schedule a surgical consultation for possible duct excision']",D,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Galactorrhea -> Measure thyroid-stimulating hormone (TSH) -> Normal prolactin and TSH levels -> Follow by yearly measurements of prolactin. Consider GH level if indicated,"Nipple Discharge -> Medication History Review -> Perform Fat Stain Test on Nipple Discharge -> Galactorrhea Confirmed -> Measure Thyroid-Stimulating Hormone (TSH) -> Normal Prolactin and TSH Levels -> Annual Prolactin Level Monitoring; Consider Growth Hormone (GH) Level Testing if Clinically Indicated
",nipple discharge
81,"A 30-year-old woman presents to her primary care physician complaining of persistent nipple discharge. She reports no recent pregnancies and denies any breast manipulation. Physical examination reveals bilateral, milky discharge. After initial history taking, a fat stain test confirms the presence of milk. What is the most appropriate next step in the evaluation of this patient?","['Perform a mammography.', 'Obtain a breast ultrasound.', 'Measure thyroid-stimulating hormone (TSH).', 'Prescribe a dopamine agonist.', 'Schedule a surgical consultation for possible duct excision.']",C,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Galactorrhea -> Measure thyroid-stimulating hormone (TSH) -> Normal prolactin and abnormal TSH -> Treat as indicated,"Nipple discharge -> Medication history review -> Perform fat stain test on discharge -> Galactorrhea diagnosis -> Measure TSH level -> Normal prolactin, abnormal TSH -> Initiate treatment based on TSH abnormality
",nipple discharge
82,"A 35-year-old woman presents with persistent, spontaneous nipple discharge. After a thorough history and examination, a fat stain test confirms galactorrhea. Initial lab results show normal TSH but elevated prolactin levels. What is the MOST appropriate next step in evaluating this patient?","['Repeat prolactin level.', 'Initiate treatment with bromocriptine.', 'Perform a breast ultrasound.', 'Obtain an MRI of the brain.', 'Refer for surgical consultation.']",D,"Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Galactorrhea -> Measure thyroid-stimulating hormone (TSH) -> Normal TSH and elevated prolactin -> Obtain an MRI -> Macroadenoma (prolactin usually >200 ng/ml; associated with sexual dysfunction in men, menstrual abnormalities in women)","Nipple Discharge -> Medication History Review -> Perform Fat Stain Test on Nipple Discharge -> Galactorrhea Confirmed -> Measure Thyroid-Stimulating Hormone (TSH) -> Normal TSH, Elevated Prolactin -> Obtain Pituitary MRI -> Macroadenoma (Prolactin typically >200 ng/mL, may present with sexual dysfunction in men or menstrual abnormalities in women)
",nipple discharge
83,"A 30-year-old woman presents with persistent, spontaneous nipple discharge. She denies recent pregnancy but reports taking an antidepressant medication. A fat stain test confirms the presence of milk fat. TSH levels are normal, but prolactin is elevated. What is the next appropriate step in management?","['Repeat prolactin levels', 'Discontinue the antidepressant medication', 'Perform a breast ultrasound', 'Obtain an MRI of the brain', 'Refer for surgical duct excision']",D,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Galactorrhea -> Measure thyroid-stimulating hormone (TSH) -> Normal TSH and elevated prolactin -> Obtain an MRI -> Microadenoma or Nonsecretory pituitary adenoma (prolactin usually <100 ng/ml),"Nipple discharge -> Medication history review -> Perform fat stain test -> Galactorrhea confirmed -> Measure TSH -> Normal TSH and elevated prolactin levels -> Pituitary MRI -> Microadenoma or nonsecretory pituitary adenoma (prolactin typically <100 ng/mL)
",nipple discharge
84,"A 35-year-old woman presents with persistent, spontaneous nipple discharge. After taking a detailed history, you determine the discharge is nonlactational. What is the next appropriate step in management?","['Measure serum prolactin and TSH levels', 'Perform a fat stain test', 'Obtain an MRI of the pituitary gland', 'Consider cytology', 'Prescribe a dopamine agonist']",D,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> Consider cytology,"Nipple Discharge -> Medication History Review -> Perform Fat Stain Test -> Nongalactorrheal Discharge Identified -> Cytologic Examination Considered
",nipple discharge
85,"A 45-year-old woman presents to her physician complaining of persistent, spontaneous, nonlactational nipple discharge from her right breast. She denies any palpable mass on self-examination. Her medical history is unremarkable, and she is not currently taking any medications. After initial evaluation, the discharge is confirmed to be non-galactorrheal and a mammogram shows no abnormalities. What is the MOST appropriate next step in management?","['Reassurance and observation', 'Initiate hormonal therapy', 'Perform a breast ultrasound', 'Order a serum prolactin level', 'Consider surgical evaluation if high likelihood of malignancy']",E,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> No mass palpable -> Perform mammography -> Negative findings on mammography -> Consider surgical evaluation if high likelihood of malignancy,"Nipple Discharge -> Medication History Review -> Fat Stain Analysis of Discharge -> Nongalactorrheal Discharge Confirmed -> Absence of Palpable Breast Mass -> Mammography Performed -> Mammography Negative -> Surgical Evaluation Considered if High Suspicion for Malignancy Persists
",nipple discharge
86,"A 45-year-old woman presents with persistent, spontaneous, nonlactational nipple discharge from her right breast. She denies any palpable mass during self-examination. Her medical history is unremarkable, and she is not currently taking any medications. After initial evaluation, the discharge is confirmed to be non-galactorrheal. What is the MOST appropriate next step in the evaluation of this patient?","['Obtain a sample for cytology', 'Reassure the patient and schedule a follow-up in 6 months', 'Perform mammography', 'Order serum prolactin and TSH levels', 'Proceed directly to surgical evaluation and biopsy']",C,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> No mass palpable -> Perform mammography -> Positive findings on mammography -> Surgical Evaluation and Biopsy,"Patient presents with nipple discharge -> Obtain patient history, including medication review -> Perform fat stain test on nipple discharge -> Rule out galactorrhea -> Palpation reveals no palpable mass -> Perform mammography -> Mammography reveals positive findings -> Surgical evaluation and biopsy indicated
",nipple discharge
87,"A 45-year-old woman presents to her physician complaining of persistent, spontaneous, nonlactational nipple discharge from her right breast. She denies any recent pregnancy or breastfeeding. She reports taking an antidepressant medication for the past year. After a thorough history and breast examination, the physician suspects a non-galactorrheal discharge and identifies a mass during the examination. What is the next appropriate step in managing this patient?","['Measure serum prolactin and TSH levels', 'Perform a fat stain test', 'Order a galactography', 'Prescribe antibiotics', 'Perform tissue diagnosis. Consider mammogram before biopsy']",E,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> Mass present -> Perform tissue diagnosis. Consider mammogram before biopsy,"Nipple discharge -> Medication history review -> Fat stain test performance -> Nongalactorrheal discharge diagnosis -> Palpable mass detected -> Tissue biopsy performance, consider mammogram before biopsy
",nipple discharge
88,"A 34-year-old man presents to the emergency department after being bitten by a stray dog while jogging in a park. The bite is on his forearm, causing a puncture wound with some surrounding tissue damage. The patient reports that he was not able to catch the dog. He is concerned about infection and asks about the necessary steps to take. What is the most appropriate next step in the management of this patient's bite wound?","['Irrigate the wound with sterile saline solution.', 'Immediately administer prophylactic antibiotics.', 'Suture the wound closed to prevent infection.', 'Evaluate the rabies risk based on the animal and local health department guidelines.', 'Administer a tetanus toxoid vaccine.']",D,"Initial assessment of a patient with a mammal bite -> History, including circumstance: Provocation, Wild or domestic animal, Wound care: copious irrigation with soap and water, Determine tetanus immunization -> Evaluate rabies risk -> Examine wound -> Puncture","Initial assessment of patient with mammal bite -> Obtain history, including circumstances of the bite: provocation, wild or domestic animal -> Wound care: copious irrigation with soap and water -> Determine tetanus immunization status -> Evaluate rabies risk -> Examine wound -> Puncture wound assessment
",mammal bites
89,"A 34-year-old man presents to the emergency department after being bitten by a stray dog while jogging in a park. The bite is on his forearm, causing a laceration with some crush injury to the tissue. The patient reports that he was not able to catch the dog. What is the most appropriate next step in managing this patient's bite?","['Initiate immediate rabies prophylaxis without wound cleansing.', 'Administer tetanus toxoid and immunoglobulin only.', 'Suture the laceration primarily to promote healing.', 'Prescribe prophylactic antibiotics and discharge the patient.', 'Initial treatment of bite injury requires aggressive wound cleansing with soap and water and copious irrigation.']",E,"Initial assessment of a patient with a mammal bite -> History, including circumstance: Provocation, Wild or domestic animal, Wound care: copious irrigation with soap and water, Determine tetanus immunization -> Evaluate rabies risk -> Examine wound -> Laceration: bite","Initial assessment of patient with mammal bite -> Obtain history, including circumstances of the bite: provocation, wild or domestic animal, vaccination status of biting animal if known, and patient's tetanus immunization status -> Copious irrigation of the wound with soap and water -> Evaluate rabies risk based on animal type and geographic location -> Examine the wound for signs of infection or structural damage -> Diagnosis: Laceration due to mammal bite
",mammal bites
90,"A 34-year-old man presents to the emergency department after being bitten by a stray dog while jogging in a park. The bite is on his right forearm, causing a visible laceration with some surrounding tissue damage. The patient reports that the dog appeared unprovoked and ran away immediately after the incident. He is unsure of his tetanus immunization status. What is the most appropriate next step in managing this patient's bite?","['Irrigate the wound copiously with sterile saline solution.', 'Administer a tetanus toxoid booster and start prophylactic antibiotics.', 'Suture the laceration immediately to prevent infection.', 'Evaluate the rabies risk based on the type of animal, circumstances of the bite, and local health department recommendations.', 'Prescribe a broad-spectrum antibiotic and discharge the patient with follow-up instructions.']",D,"Initial assessment of a patient with a mammal bite -> History, including circumstance: Provocation, Wild or domestic animal, Wound care: copious irrigation with soap and water, Determine tetanus immunization -> Evaluate rabies risk -> Examine wound -> Prophylactic antibiotics","Initial assessment of patient with mammal bite -> Obtain history, including circumstances of the bite: provocation, wild or domestic animal -> Perform wound care: copious irrigation with soap and water -> Determine tetanus immunization status -> Evaluate rabies risk -> Examine wound -> Consider prophylactic antibiotics
",mammal bites
91,A 45-year-old male presents with localized soft-tissue pain that worsens with movement but denies any history of trauma or systemic symptoms. Physical examination reveals point tenderness but no visible inflammation. What are the most likely diagnoses to consider initially?,"['Osteoarthritis', 'Rheumatoid arthritis', 'Tendonitis, Bursitis, Sprain/strain', 'Fibromyalgia', 'Gout']",C,"History and physical examination -> Tendonitis, Bursitis, Sprain/strain","History and physical examination -> Differential diagnosis: Tendonitis, Bursitis, Sprain/strain -> Soft-tissue pain
",soft-tissue pain
92,"A 54-year-old female presents with generalized soft-tissue pain. After history and physical examination, which of the following laboratory tests should be considered to assess potential underlying conditions?","['ESR and CRP', 'CBC, BUN, Creatinine, Electrolytes, and Liver function tests', 'ANA', 'TSH, CK, Calcium, 25-OH vitamin D, and Hepatitis C antibodies', 'Uric acid levels']",D,"History and physical examination -> Consider: Calcium, ESR, CRP, TSH, CK, 25-OH vitamin D, Hepatitis C screening, ANA, CBC, Renal, Electrolytes, Liver function tests -> Consider: Systemic lupus, Hypothyroidism, Hyperthyroidism, Metabolic myopathy, Hyperparathyroidism, Vitamin D deficiency, Chronic hepatitis C infection, Multiple sclerosis","History and physical examination -> Laboratory evaluation including calcium, ESR, CRP, TSH, CK, 25-OH vitamin D, Hepatitis C screening, ANA, CBC, renal function panel, electrolytes, and liver function tests -> Differential diagnosis including systemic lupus erythematosus, hypothyroidism, hyperthyroidism, metabolic myopathy, hyperparathyroidism, vitamin D deficiency, chronic hepatitis C infection, and multiple sclerosis.
",soft-tissue pain
93,"A 35-year-old female presents to your office complaining of widespread musculoskeletal pain, fatigue, and sleep disturbances. Physical examination reveals tenderness in multiple areas, including the trapezii, lateral epicondyles, and medial knees. Considering the possible underlying conditions and the need for a comprehensive evaluation, which of the following is the MOST appropriate initial step in the evaluation of this patient's condition?","['Prescribe a trial of NSAIDs and physical therapy', 'Immediately refer the patient to a rheumatologist', 'Order an MRI of the entire spine to rule out structural abnormalities', 'Initiate a comprehensive review of systems and physical examination, along with laboratory tests including TSH, CK, calcium, 25-OH vitamin D, HCV antibodies, CBC, BUN, creatinine, electrolytes, and liver function tests.', 'Diagnose the patient with fibromyalgia based on the widespread pain and tenderness alone']",D,"History and physical examination -> Consider: Calcium, ESR, CRP, TSH, CK, 25-OH vitamin D, Hepatitis C screening, ANA, CBC, Renal, Electrolytes, Liver function tests -> Working diagnosis: Fibromyalgia","History and physical examination -> Order laboratory tests including: Calcium, ESR, CRP, TSH, CK, 25-OH vitamin D, Hepatitis C screening, ANA, CBC, Renal function panel, Electrolytes, Liver function tests -> Diagnosis: Fibromyalgia
",soft-tissue pain
94,"A 45-year-old woman presents with chronic widespread pain, fatigue, and sleep disturbances. Physical examination reveals tenderness in multiple soft-tissue locations, including the trapezii and lateral elbows. Considering the evaluation of soft-tissue pain, which of the following is the MOST appropriate initial step in her management?","['Prescribe a course of NSAIDs and muscle relaxants to alleviate pain and muscle spasms.', 'Immediately refer the patient to a rheumatologist for specialized evaluation and management.', 'Order an MRI of the affected areas to rule out structural abnormalities.', 'Initiate a trial of opioid analgesics to manage the chronic pain.', 'Obtain a thorough history and physical examination, considering relevant laboratory tests such as RF, aCCP, ANA, ESR, CRP, and TSH, as well as radiography if indicated.']",E,"History and physical examination -> Consider: RF, aCCP, ANA, ESR, CRP, TSH, Radiography (see Arthritis chapters)","History and physical examination -> Differential diagnosis of soft tissue pain considered -> Laboratory evaluation including RF, anti-CCP, ANA, ESR, CRP, and TSH considered -> Radiographic imaging considered for further evaluation.
",soft-tissue pain
95,"A 70-year-old male presents with fever, elevated heart rate, rapid breathing, and an elevated white blood cell count. Given his presentation, which of the following is the MOST appropriate next step in managing this patient?","['Obtain a detailed travel history to rule out any exotic infections.', 'Administer a broad-spectrum antibiotic and closely monitor the patient.', 'Immediately administer vasopressors to maintain blood pressure.', 'Initiate aggressive fluid resuscitation and insert a central venous catheter to normalize blood pressure, aiming for a CVP between 8 and 12 mm Hg and a MAP between 40 and 90 mm Hg.', 'Order a CT scan of the abdomen to rule out any intra-abdominal abscesses.']",D,Determine severity of patient's condition and treatment -> Determine severity of patient's condition based on SIRS -> Infection and SIRS,"Assess patient condition and determine treatment strategy -> Evaluate patient condition based on Systemic Inflammatory Response Syndrome (SIRS) criteria -> Confirm presence of infection and SIRS indicative of sepsis.
",sepsis
96,"A 70-year-old male presents with fever, confusion, rapid heart rate, and elevated white blood cell count. Physical examination reveals an infected wound on his leg. Which of the following is the MOST appropriate next step in managing this patient?","['Administer broad-spectrum antibiotics immediately.', 'Obtain blood cultures from two separate sites.', 'Initiate aggressive fluid resuscitation with crystalloids.', 'Assess the patient for organ dysfunction to determine the severity of sepsis.', 'Order a chest X-ray to rule out pneumonia.']",D,Determine severity of patient's condition and treatment -> Determine severity of patient's condition based on SIRS -> Sepsis and evidence of organ dysfunction,"Assess patient condition and determine treatment strategy -> Evaluate patient for Systemic Inflammatory Response Syndrome (SIRS) criteria -> Diagnose sepsis based on SIRS criteria and evidence of organ dysfunction.
",sepsis
97,"A 70-year-old male presents with fever, tachycardia, tachypnea and altered mental status. His blood pressure is 80/50 mmHg despite initial fluid resuscitation. Which of the following stages of sepsis is the most likely diagnosis?","['SIRS', 'Sepsis', 'Severe sepsis', 'Septic shock', 'Localized infection']",D,Determine severity of patient's condition and treatment -> Determine severity of patient's condition based on SIRS -> Sepsis and refractory hypotension,"Assess patient condition and treatment needs -> Evaluate patient for Systemic Inflammatory Response Syndrome (SIRS) criteria -> Diagnose sepsis with refractory hypotension.
",sepsis
98,"A 72-year-old male presents to the emergency department with fever, confusion, and rapid breathing. His blood pressure is low, and he appears unwell. Initial assessment reveals a possible urinary tract infection. What is the most appropriate next step in managing this patient?","['Administer broad-spectrum antibiotics after obtaining blood cultures.', 'Obtain a detailed medical history and physical examination to identify the source of infection.', 'Initiate early, aggressive resuscitation with intravenous fluids and continuous monitoring of vital signs, including central venous pressure and arterial blood pressure.', 'Order a chest X-ray and urinalysis to confirm the source of infection.', 'Administer vasopressors to maintain blood pressure above 65 mmHg.']",C,"Determine severity of patient's condition and treatment -> Early, aggressive resuscitation with fluids and monitoring","Sepsis assessment and severity stratification -> Rapid fluid resuscitation and hemodynamic monitoring
",sepsis
99,"A 70-year-old male presents to the emergency department with fever, confusion, and rapid breathing. He has a history of diabetes and a recent urinary tract infection. His blood pressure is low despite initial fluid resuscitation. What is the MOST appropriate next step in managing this patient?","['Administer broad-spectrum antibiotics immediately without further investigation.', 'Continue aggressive fluid resuscitation and vasopressors to maintain blood pressure.', 'Obtain a CT scan of the abdomen to rule out intra-abdominal abscess.', 'Check cortisol levels and administer corticosteroids.', 'Identify the source of infection through history, physical examination, and appropriate laboratory tests, including cultures, to guide targeted antibiotic therapy.']",E,Determine severity of patient's condition and treatment -> Assess possible source of infection,"Assess severity of sepsis -> Identify source of infection
",sepsis
100,"A 72-year-old male presents to the emergency department with fever, confusion, and rapid breathing. His blood pressure is low despite initial fluid resuscitation. He has a history of diabetes and a recent urinary tract infection. After initial assessment, sepsis is suspected. What is the most appropriate next step in management?","['Obtain a detailed travel history.', 'Administer a bolus of intravenous fluids.', 'Order a CT scan of the abdomen.', 'Initiate empiric broad-spectrum antibiotics within 60 minutes of identifying possible sepsis.', 'Consult infectious disease specialist for specific antibiotic recommendations.']",D,Determine severity of patient's condition and treatment -> Empiric broad-spectrum antibiotics,"Assess sepsis severity and initiate treatment -> Administer empiric broad-spectrum antibiotics.
",sepsis
101,"A 70-year-old male with a history of diabetes and hypertension is admitted to the ICU with suspected sepsis. Initial resuscitation efforts, including fluid boluses and vasopressors, have stabilized his blood pressure, but he remains tachycardic and has elevated lactate levels. What is the next appropriate step in the management of this patient?","['Repeat fluid boluses', 'Administer broad-spectrum antibiotics', 'Obtain blood cultures', 'Further management of sepsis after initial resuscitation includes intensive monitoring.', 'Discharge the patient']",D,Determine severity of patient's condition and treatment -> Continued management in a monitored setting,"Assess sepsis severity and determine treatment plan -> Initiate continuous monitoring and management
",sepsis
102,"A 70-year-old male presents to the emergency department with altered mental status, fever, and hypotension. Physical examination reveals an infected wound on his left leg. After initial resuscitation, what is the next most appropriate step in managing this patient's sepsis?","['Administer broad-spectrum antibiotics immediately without obtaining cultures.', 'Immediately intubate the patient for airway protection.', 'Order a CT scan of the abdomen to rule out intra-abdominal source of infection.', 'Administer a bolus of intravenous fluids and reassess blood pressure.', 'Identify and treat the source of infection, such as obtaining cultures from the wound and initiating appropriate antibiotic therapy.']",E,Determine severity of patient's condition and treatment -> Treat Obvious Sources of Infection,"Assess severity of sepsis -> Initiate treatment for sepsis
",sepsis
103,"A 70-year-old male presents to the emergency department with fever, cough, and altered mental status. His vital signs are: T 39.5°C, HR 110 bpm, RR 28 breaths/min, BP 90/60 mmHg. The patient is diagnosed with sepsis. After initial resuscitation and empiric antibiotics, what is the next step in the management of this patient?","['Obtain a CT scan of the abdomen to rule out intra-abdominal source of infection.', 'Administer activated protein C to improve survival.', 'Check cortisol levels and administer replacement corticosteroids if indicated.', 'Continue current empiric antibiotic therapy.', 'Revise antibiotic therapy based on culture results and patient history.']",E,Determine severity of patient's condition and treatment -> Revise antimicrobial coverage when culture results are available,"Assess severity of sepsis and initiate treatment -> Revise antimicrobial therapy based on culture and sensitivity results.
",sepsis
104,A 70-year-old male presents to the emergency department with complaints of anuria for the past 24 hours. Initial assessment reveals no recent history of urinary problems or catheterization. What is the most appropriate next step in evaluating the cause of his anuria?,"['Insert a Foley catheter to rule out urinary retention.', 'Order a CT scan of the abdomen and pelvis to visualize the urinary tract.', 'Administer a fluid bolus to assess for prerenal azotemia.', 'Perform a renal ultrasound with Doppler study and Technetium perfusion scan to assess for obstruction.', 'Immediately consult a urologist for possible surgical intervention.']",D,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Positive scan -> Obstruction,"Start of diagnosis -> Anuria -> Renal ultrasound with Doppler study and Technetium perfusion scan performed -> Positive scan indicative of renal perfusion -> Obstruction identified as cause of acute renal failure.
",acute renal failure
105,"A 70-year-old male presents to the emergency department with anuria for the past 24 hours. Initial urinalysis reveals bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, and FeNa <1%. Serologic tests are negative. What is the most appropriate next step in the evaluation of this patient's acute renal failure?","['Administer a fluid bolus to assess for prerenal azotemia.', 'Order a renal biopsy to evaluate for acute tubular necrosis.', 'Start empiric antibiotics for possible pyelonephritis.', 'Check serum creatine kinase levels to rule out rhabdomyolysis.', 'Perform a renal ultrasound to evaluate for obstruction.']",E,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Negative results -> Renal US -> Obstruction","Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, Urine Osmolality >500 mOsm/kg, Urine Sodium <20 mEq/L, Fractional Excretion of Sodium <1% -> Negative urine analysis results -> Renal Ultrasound -> Obstruction
",acute renal failure
106,A 70-year-old male with a history of hypertension presents with sudden onset anuria. Initial assessment reveals no signs of obstruction. What is the most appropriate next step in the evaluation of this patient?,"['Administer a fluid bolus to assess for pre-renal causes.', 'Insert a Foley catheter to rule out urinary retention.', 'Order a CT scan of the abdomen and pelvis to evaluate for nephrolithiasis.', 'Perform renal US with Doppler study and Technetium perfusion scan to evaluate for arterial occlusion.', 'Immediately initiate hemodialysis.']",D,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Positive scan -> Arterial occlusion,"Start of diagnosis -> Anuria -> Renal ultrasound with Doppler study and Technetium perfusion scan -> Positive scan indicative of perfusion defect -> Arterial occlusion -> Acute renal failure.
",acute renal failure
107,"A 58-year-old male with a history of hypertension presents to the emergency department complaining of anuria for the past 24 hours. Initial assessment reveals no signs of bladder outflow obstruction. After catheterization, urine output remains minimal. What is the MOST appropriate next step in the evaluation of this patient?","['Immediately initiate intravenous fluids to improve renal perfusion.', 'Order a CT scan of the abdomen and pelvis to rule out kidney stones.', 'Perform a renal ultrasound with Doppler study and Technetium perfusion scan, and if negative, proceed with serology and renal biopsy.', 'Start empiric antibiotics for possible pyelonephritis.', 'Administer a loop diuretic to stimulate urine output.']",C,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Negative scan -> Serology Renal biopsy,"Start of diagnosis -> Anuria -> Renal ultrasound with Doppler study and Technetium perfusion scan -> Negative scan -> Serologic testing and renal biopsy
",acute renal failure
108,"A 70-year-old male with a history of hypertension and diabetes presents to the emergency department with complaints of anuria for the past 24 hours. Initial assessment reveals no signs of obstruction. After initial assessment, what is the MOST appropriate next step in the evaluation of this patient's acute renal failure?","['Administer a fluid bolus to assess for pre-renal azotemia.', 'Order a CT scan of the abdomen and pelvis to rule out obstruction.', 'Perform a renal ultrasound with Doppler study and Technetium perfusion scan.', 'Immediately initiate hemodialysis due to the anuria.', 'Obtain a urine sample for urinalysis and culture.']",C,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Negative scan -> Severe ATN,"Start of diagnosis -> Anuria -> Renal ultrasound with Doppler study and Technetium perfusion scan -> Negative scan -> Severe acute tubular necrosis
",acute renal failure
109,A 70-year-old patient presents with anuria and suspected acute renal failure. Initial renal ultrasound with Doppler study and a subsequent Technetium perfusion scan are negative. What is the most likely next step in the evaluation?,"['Administer a loop diuretic to stimulate urine output.', 'Repeat the renal ultrasound with Doppler study to rule out technical error.', 'Order a CT scan of the abdomen and pelvis to evaluate for obstruction.', 'Proceed with renal biopsy to evaluate for severe rapidly progressive glomerulonephritis (RPGN).', 'Start empiric antibiotic therapy for possible pyelonephritis.']",D,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Negative scan -> Severe RPGN,"Start of diagnosis -> Anuria -> Renal ultrasound with Doppler study and Technetium perfusion scan -> Negative scan -> Severe rapidly progressive glomerulonephritis (RPGN)
",acute renal failure
110,"A 72-year-old male presents to the emergency department with anuria for the past 24 hours. Urinalysis reveals bland or hyaline casts, urine osmolality >500 mOsm/kg, urine sodium <20 mEq/L, and fractional excretion of sodium <1%. What is the most likely cause of his acute renal failure?","['Acute tubular necrosis', 'Glomerulonephritis', 'Postrenal obstruction', 'Acute interstitial nephritis', 'Prerenal azotemia']",E,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Positive results -> Prerenal","Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, Urine Osmolality >500 mOsm/kg, Urine Sodium <20 mEq/L, Fractional Excretion of Sodium <1% -> Prerenal acute renal failure
",acute renal failure
111,"A 55-year-old male presents to the emergency department with anuria. Urinalysis reveals white blood cell casts. A urine culture is performed, which comes back positive. Based on this information, what is the most likely cause of the patient's acute renal failure?","['Acute tubular necrosis', 'Glomerulonephritis', 'Postrenal obstruction', 'Drug-induced interstitial nephritis', 'Prerenal']",E,"Start of diagnosis -> Anuria -> Urinalysis -> WBCC, WBC casts -> Urine culture -> Positive results -> Prerenal","Start of diagnosis -> Anuria -> Urinalysis -> Leukocyturia, White blood cell casts -> Urine culture -> Positive urine culture -> Prerenal acute renal failure.
",acute renal failure
112,"A 70-year-old male presents with anuria. Urinalysis reveals isolated proteinuria and Bence Jones protein. Subsequent serum and urinary protein electrophoresis, serum albumin, serum calcium, and urine protein:creatinine ratio are performed, revealing paraproteinemia. What is the most likely underlying condition?","['Acute tubular necrosis', 'Glomerulonephritis', 'Prerenal azotemia', 'Acute interstitial nephritis', 'Multiple myeloma']",E,"Start of diagnosis -> Anuria -> Urinalysis -> Proteinuria (isolated), Bence Jones protein, serum and urinary protein electrophoresis, serum albumin, serum calcium, urine protein:creatinine -> Paraproteinemia","Start of diagnosis -> Anuria -> Urinalysis -> Isolated proteinuria, Bence Jones protein present, serum and urine protein electrophoresis, serum albumin level, serum calcium level, urine protein-to-creatinine ratio -> Paraproteinemia -> Acute renal failure.
",acute renal failure
113,"A 70-year-old male presents with anuria. Initial urinalysis reveals isolated proteinuria and Bence Jones protein. Further investigations include serum and urinary protein electrophoresis, serum albumin, serum calcium, and urine protein:creatinine ratio. What is the MOST appropriate next step in the diagnostic workup?","['Initiate empiric antibiotic therapy', 'Administer intravenous fluids for volume expansion', 'Order a CT scan of the abdomen and pelvis', 'Perform cystoscopy to rule out bladder obstruction', 'Renal US with Doppler study followed by renal biopsy']",E,"Start of diagnosis -> Anuria -> Urinalysis -> Proteinuria (isolated), Bence Jones protein, serum and urinary protein electrophoresis, serum albumin, serum calcium, urine protein:creatinine -> Renal US with Doppler study Renal biopsy","Start of diagnosis -> Anuria -> Urinalysis -> Isolated proteinuria, Bence Jones protein assay, serum and urine protein electrophoresis, serum albumin level, serum calcium level, urine protein:creatinine ratio -> Renal ultrasound with Doppler study -> Renal biopsy
",acute renal failure
