question,answer,options,correct_option,path,condition
"A 72-year-old male with a mechanical heart valve has been on warfarin for 5 years. His target INR is 2.5-3.5. He comes to the clinic for a routine check-up. His INR is 3.3. According to standard guidelines, what is the most appropriate adjustment to his warfarin dosage?",Decrease the current dose by 10-20%,"['Add aspirin to the current regimen', 'Decrease the current dose by 10-20%', 'Maintain the current dose; no adjustment needed', 'Increase the current dose by 10-20%', 'Switch to a different anticoagulant medication']",B,Patient for LONG-TERM ANTICOAGULATION -> Evaluate for contraindications -> No contraindications -> Initiate Warfarin Therapy -> Evaluate patient and PT 2-5 days after discharge/initiation of therapy -> Goal INR 2.5-3.5 -> INR 3.0–3.5 -> Decrease Dose by 10%–20%,long-term anticoagulation
A 72-year-old male with a history of recurrent deep vein thrombosis (DVT) is on long-term warfarin therapy. He presents to the emergency department with a nosebleed and multiple bruises. His INR is 7.0. What is the most appropriate immediate step in managing this patient?,Hold the warfarin dose until the bleeding stops.,"['Hold the warfarin dose until the bleeding stops.', 'Continue the current warfarin dose and monitor closely.', 'Increase the warfarin dose to achieve a higher INR.', 'Administer fresh frozen plasma.', 'Administer vitamin K 5 mg IV.']",A,Patient for LONG-TERM ANTICOAGULATION -> Evaluate for contraindications -> No contraindications -> Initiate Warfarin Therapy -> Evaluate patient and PT 2-5 days after discharge/initiation of therapy -> Bleeding complication -> INR excessive -> Hold dose until bleeding stops,long-term anticoagulation
"A 54-year-old male presents with facial edema, venous distention in the neck, and dyspnea. A chest X-ray and subsequent CT scan of the chest reveal no obvious mass or obstruction. What would be the most appropriate next step in managing this patient?",Observation,"['Administer thrombolytic therapy', 'Observation', 'Perform a contrast venography', 'Initiate chemotherapy', 'Start empirical radiation therapy']",B,SUPERIOR VENA CAVAL SYNDROME Suspected -> History and physical examination leading to clinical diagnosis -> Confirm Diagnosis with Contrast or Nuclear Venography if indicated -> Chest film -> CT of chest -> No mass -> Observation,superior vena caval syndrome
"A 54-year-old woman with a history of breast cancer presents to the emergency department with severe back pain, progressive lower extremity weakness, and urinary retention. Physical examination reveals bilateral lower extremity weakness, sensory loss in the saddle area, and hyperreflexia in the lower extremities. Plain radiographs of the spine are unremarkable. What is the MOST appropriate next step in management?","Perform myelography to evaluate for spinal cord compression, especially if MRI is negative or contraindicated.","['Administer high-dose corticosteroids and observe for improvement.', 'Obtain an MRI of the spine to evaluate for spinal cord compression.', 'Consult neurosurgery for urgent surgical decompression.', 'Perform myelography to evaluate for spinal cord compression, especially if MRI is negative or contraindicated.', 'Prescribe pain medications and schedule follow-up in one week.']",D,"Evaluate patient history and perform physical examination -> Physical examination: Pain, Tenderness, Weakness, Sensory, Abnormal deep tendon reflexes -> Obtain plain radiographs of the spine -> MRI/Myelography -> Negative, Pain present -> Perform Myelography -> Monitor patient's condition and response to treatment",spinal cord compression
"A 35-year-old woman reports experiencing episodic, unilateral throbbing headaches preceded by visual auras approximately 4 times a month. After a careful history, the physician diagnoses classic migraines. Which of the following is the MOST appropriate next step in managing this patient's headaches?",Initiate prophylactic medications such as beta blockers or tricyclic antidepressants.,"['Order a CT scan of the head to rule out secondary causes.', 'Prescribe abortive medications like triptans for acute attacks.', 'Advise over-the-counter analgesics for symptomatic relief.', 'Recommend lifestyle modifications to identify and avoid potential triggers.', 'Initiate prophylactic medications such as beta blockers or tricyclic antidepressants.']",E,"Careful headache history -> Course -> Episodic -> Unilateral throbbing -> Aura -> Classic migraine -> Assess frequency -> >3/mo -> Beta blockers, Calcium Channel Blockers, Tricyclic Antidepressants, Methysergide, Valproic Acid",chronic headache
"A 65-year-old male presents with multiple bone lesions confirmed as adenocarcinoma, but the primary site remains unidentified after initial imaging. Pathology reveals the tumor is positive for cytokeratin 7 and 20. Which of the following is the MOST appropriate next step in management?",Consider patient participation in clinical trials.,"['Initiate palliative chemotherapy with a platinum-based regimen.', 'Perform a bone marrow biopsy to rule out hematologic malignancies.', 'Analyze antibodies to cytokeratins 7 and 20 to differentiate', 'Administer hormonal therapy based on the adenocarcinoma histology.', 'Consider patient participation in clinical trials.']",E,"How to diagnose and treat patients with Carcinoma of Unknown Primary Site -> Evaluate patient's medical history and perform a physical examination -> Conduct pathology tests, including laboratory studies and serum marker analysis -> Analyze antibodies to cytokeratins 7 and 20 to differentiate -> Positive for cytokeratin 7 and 20 -> Possible primary sites include stomach, biliary, or pancreas (mucinous) -> Further analysis with IHC markers to clarify differential diagnosis -> If unfavorable factors are present, such as Multiple bone disease (adenocarcinoma) consider clinical trials -> Consider patient participation in clinical trials",carcinoma of unknown primary site (cups)
"A 65-year-old female presents with multiple bone metastases and adenocarcinoma found on biopsy, but the primary tumor site is unknown. Immunohistochemistry shows the tumor is positive for cytokeratin 7 and negative for cytokeratin 20. Considering the unfavorable prognostic factors, what is the MOST appropriate next step in management?",Consider patient participation in clinical trials.,"['Perform a high-resolution CT scan of the chest, abdomen, and pelvis to locate the primary tumor.', 'Prescribe hormonal therapy based on the cytokeratin profile.', 'Initiate palliative chemotherapy with a platinum-based regimen.', 'Consider patient participation in clinical trials.', 'Refer the patient for palliative radiation therapy to the bone metastases.']",D,"How to diagnose and treat patients with Carcinoma of Unknown Primary Site -> Evaluate patient's medical history and perform a physical examination -> Conduct pathology tests, including laboratory studies and serum marker analysis -> Analyze antibodies to cytokeratins 7 and 20 to differentiate -> Positive for cytokeratin 7, negative for 20 -> Possible primary sites include biliary, pancreas, lung, ovary (nonmucinous), or endometrium -> Further analysis with IHC markers to clarify differential diagnosis -> If unfavorable factors are present, such as Multiple bone disease (adenocarcinoma) consider clinical trials -> Consider patient participation in clinical trials",carcinoma of unknown primary site (cups)
"A 58-year-old woman presents with generalized edema, normal JVP, decreased serum albumin, and normal urinalysis and thyroid function tests. Which of the following is the MOST likely cause of her edema?",Drug-induced edema,"['Drug-induced edema', 'Nephrotic syndrome', 'Malnutrition', 'Congestive heart failure', 'Liver pathology']",A,Patient with EDEMA -> Generalized edema -> JVP normal -> Check serum albumin -> Decreased serum albumin -> Normal urinalysis -> Check TFTs -> Normal TFTs -> Drug-induced edema,edema
"A 54-year-old woman presents with generalized edema and normal jugular venous pressure (JVP). Initial serum albumin levels are decreased, and urinalysis shows no abnormal findings. What is the next appropriate step in evaluating the cause of her edema?",Check thyroid function tests (TFTs).,"['Check thyroid function tests (TFTs).', 'Prescribe a low-sodium diet and diuretics.', 'Order liver function tests (LFTs).', 'Order a renal biopsy.', 'Perform echocardiography to assess cardiac function.']",A,Patient with EDEMA -> Generalized edema -> JVP normal -> Check serum albumin -> Decreased serum albumin -> Normal urinalysis -> Check TFTs -> Decreased TFTs -> Idiopathic edema,edema
"A 58-year-old woman presents with generalized edema and elevated jugular venous pressure (JVP). A chest radiograph reveals normal heart size. According to the provided guidelines, what is the MOST appropriate next step in evaluating this patient?",Evaluate the lung fields for pulmonary hypertension.,"['Order an echocardiogram to look for pericardial effusion.', 'Determine serum albumin and urinary protein levels.', 'Perform thyroid function tests (TFTs).', 'Order a Doppler study of the lower extremities.', 'Evaluate the lung fields for pulmonary hypertension.']",E,Patient with EDEMA -> Generalized edema -> JVP elevated -> Chest radiography -> Normal heart size -> Evaluate lung fields -> Pulmonary hypertension pattern -> Evaluate for cor pulmonale,edema
A 58-year-old male presents with generalized edema and elevated jugular venous pressure (JVP). A chest radiograph reveals normal heart size and clear lung fields. What is the most appropriate next step in evaluating this patient?,Echocardiography to assess for pericardial constriction.,"['Liver function tests.', 'Doppler study of lower extremities.', 'Thyroid function tests.', 'Serum albumin and urinary protein assessment.', 'Echocardiography to assess for pericardial constriction.']",E,Patient with EDEMA -> Generalized edema -> JVP elevated -> Chest radiography -> Normal heart size -> Evaluate lung fields -> Clear lung fields -> Evaluate for pericardial constriction,edema
"A 54-year-old woman presents with edema in her right arm. Her jugular venous pressure (JVP) is normal. After noninvasive vascular studies, the results are negative. What is the most likely cause of her edema?",Musculoskeletal edema,"['Lymphedema', 'Congestive heart failure', 'Musculoskeletal edema', 'Chronic venous insufficiency', 'Deep venous thrombosis']",C,Patient with EDEMA -> Regional edema -> Upper extremity -> JVP normal -> Noninvasive Vascular Studies or Venography -> Negative study -> Musculoskeletal edema,edema
"A 35-year-old male presents with gynecomastia. Initial lab results show elevated levels of hCG. A testicular ultrasound is performed and comes back normal. Considering the possible etiologies, what is the most likely next step in the diagnostic workup?",Assess for secondary hypogonadism,"['Reassure the patient that spontaneous regression occurs in most cases', 'Assess for secondary hypogonadism', 'Initiate treatment with tamoxifen', 'Prescribe prophylactic radiation to the breasts', 'Order a CT scan of the abdomen and pelvis']",B,"Male Patient with GYNECOMASTIA -> Etiology -> Measure serum hCG, LH, T, E2 -> Increased hCG -> Testicular ultrasonography -> Normal -> Secondary hypogonadism",gynecomastia
"A 30-year-old male presents with gynecomastia. Initial lab results show elevated serum hCG levels, but luteinizing hormone, testosterone and estradiol are within normal ranges. Testicular ultrasonography is unremarkable. What is the most likely underlying cause of the gynecomastia in this patient?",Androgen resistance,"['Androgen resistance', 'Testicular tumor', 'Cirrhosis', 'Drug use', 'Hyperthyroidism']",A,"Male Patient with GYNECOMASTIA -> Etiology -> Measure serum hCG, LH, T, E2 -> Increased hCG -> Testicular ultrasonography -> Normal -> Androgen resistance",gynecomastia
A 35-year-old male presents with gynecomastia. Initial workup reveals elevated serum hCG levels. Testicular ultrasonography is normal. What is the next appropriate step in the evaluation?,Perform adrenal CT or MRI.,"['Order a liver function test.', 'Repeat serum hCG level.', 'Initiate treatment with tamoxifen.', 'Perform adrenal CT or MRI.', 'Start the patient on spironolactone.']",D,"Male Patient with GYNECOMASTIA -> Etiology -> Measure serum hCG, LH, T, E2 -> Increased hCG -> Testicular ultrasonography -> Normal -> Adrenal CT or MRI -> Mass found -> Leydig or Sertoli cell tumor",gynecomastia
"A 30-year-old male presents with gynecomastia. Initial workup reveals elevated serum hCG, LH, T, and E2 levels. Testicular ultrasonography is normal. What is the most likely underlying cause of his gynecomastia?",Increased extraglandular aromatase activity,"['Germ cell tumor', 'Cirrhosis', 'Hyperthyroidism', 'Increased extraglandular aromatase activity', 'Medication side effect']",D,"Male Patient with GYNECOMASTIA -> Etiology -> Measure serum hCG, LH, T, E2 -> Increased hCG -> Testicular ultrasonography -> Normal -> Increased extraglandular aromatase activity",gynecomastia
"A 30-year-old male presents with gynecomastia. Initial lab results show elevated hCG levels, but testicular ultrasonography is normal. What is the most likely next step in managing this patient?",Diagnose idiopathic gynecomastia.,"['Prescribe tamoxifen to manage the gynecomastia.', 'Order a CT scan of the chest, abdomen, and pelvis.', 'Diagnose idiopathic gynecomastia.', 'Monitor the patient and repeat testicular ultrasonography in 3-6 months.', 'Initiate treatment with an aromatase inhibitor like testolactone.']",C,"Male Patient with GYNECOMASTIA -> Etiology -> Measure serum hCG, LH, T, E2 -> Increased hCG -> Testicular ultrasonography -> Normal -> Idiopathic gynecomastia",gynecomastia
"A 32-year-old male presents with new-onset gynecomastia. Initial workup reveals decreased testosterone, normal estradiol, and normal LH levels. Serum prolactin is also normal. What is the most likely diagnosis?",Idiopathic gynecomastia,"['Testicular tumor', 'Hyperthyroidism', 'Klinefelter syndrome', 'Medication-induced gynecomastia', 'Idiopathic gynecomastia']",E,"Male Patient with GYNECOMASTIA -> Etiology -> Measure serum hCG, LH, T, E2 -> Decreased or normal LH, decreased T -> Measure serum prolactin -> Normal -> Idiopathic gynecomastia",gynecomastia
"A 28-year-old male presents with gynecomastia. After excluding drug use and systemic illnesses, what is the most likely underlying etiology to consider next?",Endocrine disorders such as hypogonadism or hyperthyroidism.,"['Endocrine disorders such as hypogonadism or hyperthyroidism.', 'Idiopathic causes.', 'Systemic illnesses.', 'Drug use.', 'Testicular cancer.']",A,Male Patient with GYNECOMASTIA -> Etiology -> Endocrine causes,gynecomastia
"A 50-year-old male presents to the emergency department complaining of acute onset of dizziness. He describes the sensation as light-headedness, almost like he was about to faint. He denies any spinning sensation or hearing loss. Which of the following is the most likely underlying cause of his dizziness?",Unilateral loss of vestibular function,"['Benign paroxysmal positional vertigo', 'Unilateral loss of vestibular function', 'Vasovagal syncope', 'Migraine', 'Meniere’s disease']",B,Patient with Dizziness -> Light-headedness (near-syncope) -> Acute -> Unilateral loss of vestibular function,dizziness
"A 23-year-old male with multiple sexual partners seeks contraception advice, but reports allergy to nonoxynol-9. Which of the following contraceptive methods is most appropriate for his partner?",Injectable progestin,"['Diaphragm with spermicide', 'Copper IUD', 'Cervical cap', 'Injectable progestin', 'Combination oral contraceptives']",D,"Decision tree for contraceptive choice -> Reversible contraceptive methods -> Contraceptive methods used before intercourse -> Hormonal contraceptive methods -> Combination oral contraceptives -> Patient is male, allergic to nonoxynol-9, or with multiple partners -> Long-acting progestin-only methods -> Injectable progestin",contraceptive choices
A 28-year-old male with multiple sexual partners seeks contraception advice due to a nonoxynol-9 allergy. Which of the following contraceptive methods is the MOST suitable initial recommendation?,Injectable progestin,"['Injectable progestin', 'Combination oral contraceptives', 'Copper intrauterine device', 'Cervical cap', 'Diaphragm with spermicide']",A,"Decision tree for contraceptive choice -> Reversible contraceptive methods -> Contraceptive methods used before intercourse -> Hormonal contraceptive methods -> Progestin-only contraceptive methods -> Patient is male, allergic to nonoxynol-9, or with multiple partners -> Long-acting progestin-only methods -> Injectable progestin",contraceptive choices
"A 23-year-old male presents to your clinic seeking contraception advice. He reports having multiple sexual partners and a known allergy to nonoxynol-9. Considering his circumstances, which of the following contraceptive methods would be the MOST appropriate initial recommendation?",Implantable progestin,"['Implantable progestin', 'Copper IUD', 'Combination oral contraceptives', 'Diaphragm with spermicide', 'Vasectomy']",A,"Decision tree for contraceptive choice -> Reversible contraceptive methods -> Contraceptive methods used before intercourse -> Hormonal contraceptive methods -> Combination oral contraceptives -> Patient is male, allergic to nonoxynol-9, or with multiple partners -> Long-acting progestin-only methods -> Implantable progestin (rarely used in the United States)",contraceptive choices
A 28-year-old woman is seeking contraception and prefers a method that can be inserted before intercourse and doesn't require repeated spermicide applications for up to 72 hours. Which barrier method is most suitable for her?,Cervical cap,"['Diaphragm', 'Spermicides alone', 'Condoms', 'Cervical cap', 'Cervical sponge']",D,Decision tree for contraceptive choice -> Reversible contraceptive methods -> Contraceptive methods used before intercourse -> Barrier contraceptive methods -> Cervical cap,contraceptive choices
A 45-year-old patient presents with generalized dystonia. His family history reveals similar symptoms in his father and grandfather. Which of the following is the most likely underlying cause?,Huntington's disease,"['Huntington's disease', 'Dopa-responsive dystonia', 'Cervical dystonia', 'Tardive dyskinesia', 'DYT-1 dystonia']",A,Patient with HYPERKINESIAS -> Dystonia -> Generalized Dystonia -> Heredodegenerative -> Huntington's disease,hyperkinesias
"A 30-year-old patient presents with hyperkinesias, specifically chorea. Considering primary causes of chorea, which of the following conditions should be included in the differential diagnosis?",Wilson's disease,"['Huntington's disease', 'Essential tremor', 'Tourette's syndrome', 'Wilson's disease', 'Parkinson's disease']",D,Patient with HYPERKINESIAS -> Chorea -> Primary causes of Chorea -> Wilson's disease,hyperkinesias
"A 10-year-old child presents with hyperkinesias characterized by brief, irregular, nonsustained movements. Neurological examination reveals chorea. Which of the following inherited disorders could be a primary cause of chorea in this patient?",Ataxia-telangiectasia,"['Parkinson’s disease', 'Ataxia-telangiectasia', 'Huntington's disease', 'Tardive dyskinesia', 'Wilson's disease']",B,Patient with HYPERKINESIAS -> Chorea -> Primary causes of Chorea -> Ataxia-telangiectasia,hyperkinesias
"A 55-year-old patient presents with hyperkinesias characterized by brief, irregular, nonsustained movements. Neurological examination reveals chorea. Which of the following conditions is most likely associated with primary chorea?",Dentatorubropallido-luysian atrophy,"['Cervical dystonia', 'Parkinson disease', 'Dentatorubropallido-luysian atrophy', 'Wilson disease', 'Huntington disease']",C,Patient with HYPERKINESIAS -> Chorea -> Primary causes of Chorea -> Dentatorubropallido-luysian atrophy,hyperkinesias
"A 58-year-old patient presents with hyperkinesias, specifically chorea. After initial assessment, the physician suspects a secondary cause of dystonia. Which of the following metabolic conditions should the physician consider as a potential underlying factor?",Hepatic or renal failure,"['Tardive dyskinesia', 'Hepatic or renal failure', 'Huntington’s disease', 'DYT-1 dystonia', 'Wilson's disease']",B,Patient with HYPERKINESIAS -> Chorea -> Secondary causes of Dystonia -> Metabolic (hepatic and renal failure),hyperkinesias
"A 58-year-old male presents with hyperkinesias, specifically chorea. Neurological examination reveals no structural lesions. Which of the following toxic exposures should be considered as a potential secondary cause of his condition?",Carbon monoxide,"['Copper', 'Iron', 'Manganese', 'Zinc', 'Carbon monoxide']",E,"Patient with HYPERKINESIAS -> Chorea -> Secondary causes of Dystonia -> Toxic (carbon monoxide, mercury)",hyperkinesias
"A 50-year-old patient presents with hyperkinesias diagnosed as dystonia. Considering secondary causes, which toxic exposure should be investigated?",Carbon monoxide,"['Carbon monoxide', 'Manganese', 'Iron', 'Ethanol', 'Copper']",A,"Patient with HYPERKINESIAS -> Dystonia -> Secondary causes of Dystonia -> Toxic (carbon monoxide, mercury)",hyperkinesias
A 12-year-old patient presents with generalized dystonia and hyperkinesias. The neurologist suspects a heredodegenerative condition. Which of the following conditions should be considered in the differential diagnosis?,Neuronal degeneration with brain iron accumulation type 1 (Hallervorden-Spatz),"['Parkinson’s disease', 'Neuronal degeneration with brain iron accumulation type 1 (Hallervorden-Spatz)', 'Cervical dystonia', 'Wilson's disease', 'Huntington's disease']",B,Patient with HYPERKINESIAS -> Dystonia -> Generalized Dystonia -> Heredodegenerative -> Neuronal degeneration with iron accumulation type 1 (aka Hallervorden-Spatz),hyperkinesias
"A 32-year-old woman presents with moderate hirsutism, mainly on her face and chest, that has developed over the past year. Her menstrual cycles are regular, and she denies any other symptoms. After measuring plasma testosterone and free testosterone in the early morning, the levels are found to be within the normal range. Which of the following conditions should be considered based on these findings?","Acromegaly, Cushing's syndrome, and prolactinoma should be considered and investigated.","['Idiopathic hirsutism', 'Virilizing congenital adrenal hyperplasia', 'Polycystic ovary syndrome (PCOS)', 'Androgen-secreting tumor', 'Acromegaly, Cushing's syndrome, and prolactinoma should be considered and investigated.']",E,"Initial assessment of patient with excessive hair growth in a male pattern -> Perform a history and physical examination to assess the severity of hirsutism -> Hirsutism is moderate or severe -> Measure plasma testosterone and free testosterone in the early morning -> Testosterone level is normal or low -> Acromegaly: suggested by the coarsening of facial features or by hand enlargement. Prolactinoma: suggested by the presence of galactorrhea and an elevated prolactin level. Cushing's syndrome: suggested by the development of truncal obesity, moon face, buffalo hump, purple striae, or proximal muscle weakness. -> Refer to relevant chapters for further information",hirsutism
"A 45-year-old female presents with a history of multiple, vague physical complaints including fatigue, headaches, and abdominal discomfort. Previous medical evaluations have been unremarkable. She appears anxious and reports significant stress at work. After a thorough review of her medical and psychiatric history and a physical examination, there is no evidence of underlying physical illness. She denies any major psychiatric disorder. What is the most appropriate next step in managing this patient's condition?","Initiate a trial of antidepressant medication, considering the possibility of primary depression.","['Recommend immediate psychiatric consultation for evaluation of somatoform disorder.', 'Schedule regular follow-up appointments to provide support and reassurance, while minimizing invasive procedures.', 'Refer the patient to a pain management specialist for chronic pain management.', 'Initiate a trial of antidepressant medication, considering the possibility of primary depression.', 'Order a comprehensive panel of lab tests to rule out obscure medical conditions.']",D,Patient with EMOTIONALLY BASED SOMATIC COMPLAINTS (Previous or Recent Evaluations Are Noncontributory) -> Review medical and psychiatric history Physical examination -> Evidence of major psychiatric disorder -> Plausible complaints -> Primary depression -> Antidepressant Medication Trial -> Psychiatric consultation if no response,emotional disorders with somatic expression
"A 70-year-old male presents with a chronic leg ulcer. Physical examination reveals chronic edema, varicosities, and pigment changes around the ulcer. After initial assessment, what is the MOST appropriate next step in evaluating the etiology of the leg ulcer?","Duplex Ultrasound, Plethysmography and Venography.","['Duplex Ultrasound, Plethysmography and Venography.', 'Ankle-brachial index (ABI) measurement', 'Biopsy of the ulcer margin', 'Wound culture and sensitivity', 'Initiation of empirical antibiotic therapy']",A,"Patient with LEG ULCER -> History and Physical examination -> Chronic edema, Varicosities, Pigment changes -> Doppler Ultrasound, Plethysmography, Duplex Ultrasound, Venography -> Squamous cell carcinoma, Basal cell carcinoma, Sarcoma, Lymphoma, Metastasis",leg ulcer
"A 72-year-old woman with a history of hypertension and osteoarthritis is started on a new NSAID for pain management. After a week, she develops mild nausea and a rash. Considering the possibility of an adverse drug reaction (ADR), which of the following actions is MOST appropriate to determine causality, considering that the onset of the reaction does not align with previously reported reactions to the drug?",Causal relationship doubtful.,"['Consult a dermatologist for a skin biopsy.', 'Causal relationship doubtful.', 'Order liver function tests.', 'Discontinue the NSAID immediately.', 'Rechallenge the patient with a lower dose of the NSAID.']",B,Awareness of Possible ADVERSE DRUG REACTIONS (ADRs) -> Monitor all patients receiving pharmacologically active agents -> Patient with possible ADR -> Published literature supports possible ADR -> No temporal association with use of drug -> Causal relationship doubtful,evaluation of adverse drug reactions
"A 72-year-old woman with a history of hypertension and osteoarthritis is admitted to the hospital for community-acquired pneumonia. She is started on intravenous antibiotics and develops a rash and itching after the third dose. After suspecting an adverse drug reaction, what is the next appropriate step?",Report the reaction to the FDA MedWatch program.,"['Discontinue the antibiotic immediately and switch to an alternative.', 'Administer an antihistamine to alleviate the itching and continue the antibiotic.', 'Rechallenge the patient with a lower dose of the antibiotic.', 'Monitor the patient closely without discontinuing the antibiotic.', 'Report the reaction to the FDA MedWatch program.']",E,Awareness of Possible ADVERSE DRUG REACTIONS (ADRs) -> Consider reporting to FDA MedWatch program,evaluation of adverse drug reactions
A 10-year-old child is diagnosed with lifelong anosmia. Which of the following conditions is most likely associated with this patient's anosmia?,Albinism,"['Albinism', 'Bell’s palsy', 'Kallmann's syndrome', 'Alzheimer's disease', 'Diabetes mellitus']",A,Patient with disturbance of smell or taste -> Smell disorders -> Anosmia -> Lifelong -> Albinism,disturbances of smell and taste
"A 58-year-old woman reports a gradual loss of smell over the past year. Neurological examination is normal. Considering the insidious onset of anosmia, which of the following is the MOST likely underlying cause?",Anterior fossa tumor,"['Viral upper respiratory infection', 'Alzheimer's disease', 'Chronic rhinitis', 'Anterior fossa tumor', 'Bell's palsy']",D,Patient with disturbance of smell or taste -> Smell disorders -> Anosmia -> Gradual onset -> Anterior fossa tumor,disturbances of smell and taste
"A 60-year-old male presents with a gradual onset of anosmia. Neurological examination is normal. Considering the possible causes of gradual smell loss, which of the following should be considered in the differential diagnosis?",Large aneurysm of the anterior cerebral or anterior communicating artery,"['Bell’s palsy', 'Large aneurysm of the anterior cerebral or anterior communicating artery', 'Alzheimer’s disease', 'Common cold', 'Chronic rhinitis']",B,Patient with disturbance of smell or taste -> Smell disorders -> Anosmia -> Gradual onset -> Aneurysm,disturbances of smell and taste
"A 50-year-old patient reports experiencing a persistent metallic taste in their mouth, accompanied by occasional strange smells. Neurological examination is normal. Which of the following conditions should be considered in the differential diagnosis, especially given the reported taste distortion?",Temporal lobe epilepsy,"['B. Kallmann's syndrome', 'A. Bell's palsy', 'E. Temporal lobe epilepsy', 'D. Alzheimer's disease', 'C. Chronic rhinitis']",C,Patient with disturbance of smell or taste -> Taste disorders -> Dysgeusia -> Epileptic activity,disturbances of smell and taste
"A 58-year-old female reports experiencing a distorted sense of smell, where familiar odors are perceived as unpleasant or foul. She has no history of sinus issues or head trauma. Neurological examination is normal. Considering the possible etiologies, which of the following is the MOST likely cause?",Psychiatric illness,"['Sinusitis', 'Head trauma', 'Medication side effect', 'Kallmann's syndrome', 'Psychiatric illness']",E,Patient with disturbance of smell or taste -> Smell disorders -> Dysosmia/parosmia -> Psychiatric illness,disturbances of smell and taste
"A 58-year-old male with a history of chronic alcohol abuse presents with complaints of distorted smell perception and altered taste sensations, reporting a persistent metallic taste in his mouth. Neurological examination is normal. Which of the following is the most likely underlying cause of his symptoms?",Alcohol withdrawal,"['Alcohol withdrawal', 'Chronic rhinitis', 'Oral candidiasis', 'Alzheimer's disease', 'Bell's palsy']",A,Patient with disturbance of smell or taste -> Smell disorders -> Dysosmia/parosmia -> Alcohol withdrawal,disturbances of smell and taste
"A 52-year-old woman with a history of chronic diarrhea presents to your office. During the physical examination, which of the following findings would be most relevant in guiding your diagnostic approach?",Wheezing,"['Abdominal tenderness', 'Oral ulcers', 'Wheezing', 'Lymphadenopathy', 'Skin rash']",C,Chronic Diarrhea -> Physical examination -> Chest: Wheezing,chronic diarrhea
"A 58-year-old male presents to your office complaining of chronic diarrhea for the past 6 months. During the physical examination, which of the following findings would be most suggestive of a systemic cause of his diarrhea?",Right-sided heart murmur,"['Splenomegaly', 'Palpable abdominal mass', 'Right-sided heart murmur', 'Abdominal bruit', 'Pelvic dysfunction']",C,Chronic Diarrhea -> Physical examination -> Heart: Murmur,chronic diarrhea
"A 54-year-old woman presents to your office complaining of persistent, watery diarrhea for the past 5 weeks. She denies fever, abdominal pain, or blood in her stool. She has no recent travel history or antibiotic use. Initial stool studies are negative for fecal leukocytes and ova/parasites. What is the MOST appropriate next step in evaluating her chronic diarrhea?",Exclude infection and consider bacterial pathogens such as Aeromonas and Plesiomonas.,"['Exclude infection and consider bacterial pathogens such as Aeromonas and Plesiomonas.', 'Perform a colonoscopy with biopsies to rule out microscopic colitis.', 'Prescribe a trial of a gluten-free diet to evaluate for celiac disease.', 'Evaluate for lactose intolerance with a hydrogen breath test.', 'Initiate empiric treatment with loperamide for symptomatic relief.']",A,"Chronic Diarrhea -> Categorize based on history, physical examination, and lab results -> Watery diarrhea -> Exclude infection -> Bacterial pathogens: 'Standard', Aeromonas, Plesiomonas",chronic diarrhea
"A 52-year-old woman with a history of Crohn's disease presents to your office complaining of persistent, watery diarrhea for the past 6 weeks. Initial stool studies were negative for bacterial pathogens. What further diagnostic step should be considered, assuming other common causes of watery diarrhea have been ruled out?","Perform stool studies for ova and parasites, Coccidia, Microsporidia, and Giardia antigen.","['Perform stool studies for ova and parasites, Coccidia, Microsporidia, and Giardia antigen.', 'Initiate empiric treatment with antibiotics for suspected bacterial overgrowth.', 'Perform a colonoscopy with biopsies to rule out microscopic colitis.', 'Prescribe a trial of loperamide for symptomatic relief.', 'Order a CT scan of the abdomen to evaluate for structural abnormalities.']",A,"Chronic Diarrhea -> Categorize based on history, physical examination, and lab results -> Watery diarrhea -> Exclude infection -> Other pathogens: 'Standard' ova + parasites, Coccidia, Microsporidia, Giardia antigen",chronic diarrhea
"A 54-year-old male presents with chronic diarrhea for the past 6 months. His stool analysis reveals excessive fat, and structural causes have been ruled out. What is the next appropriate step in managing this patient?",Small bowel biopsy,"['Lactose tolerance test', 'Empiric treatment with antibiotics', 'Small bowel biopsy', 'Stool osmotic gap measurement', 'Colonoscopy']",C,"Chronic Diarrhea -> Categorize based on history, physical examination, and lab results -> Fatty diarrhea -> Exclude structural disease -> Small bowel biopsy",chronic diarrhea
"A 54-year-old woman with a history of Crohn's disease presents with chronic diarrhea for the past 6 months. Stool analysis reveals elevated fecal fat levels, suggesting steatorrhea. After excluding common causes of fat malabsorption, what is the MOST appropriate next step in evaluating the etiology of her diarrhea?",Secretin stimulation test,"['Lactose tolerance test', 'Secretin stimulation test', 'Trial of antibiotics', 'Small bowel biopsy', 'Colonoscopy']",B,"Chronic Diarrhea -> Categorize based on history, physical examination, and lab results -> Fatty diarrhea -> Exclude pancreatic exocrine insufficiency -> Secretin test",chronic diarrhea
"A 54-year-old male presents with chronic diarrhea for the past 6 months. Stool analysis reveals high fat content, suggesting steatorrhea. After ensuring adequate dietary fat intake, what is the MOST appropriate next step in evaluating the cause of his fatty diarrhea?",Bentiromide test,"['Fecal calprotectin', 'Upper endoscopy with small bowel biopsies', 'Bentiromide test', 'Trial of antibiotics', 'Colonoscopy']",C,"Chronic Diarrhea -> Categorize based on history, physical examination, and lab results -> Fatty diarrhea -> Exclude pancreatic exocrine insufficiency -> Bentiromide test",chronic diarrhea
