ID,question,answer,options,correct_option,path,condition,label,modifications
622,"A 70-year-old male with a history of hypertension and stable heart failure presents to your office for a routine follow-up. He reports feeling well overall, but upon reviewing his chart, you notice a documented 6% weight loss since his last visit 2 months ago. He was started on a diuretic for lower extremity edema 3 months ago. What is the most appropriate next step in managing his involuntary weight loss?",Order a comprehensive metabolic panel and thyroid function tests,"['Order a comprehensive metabolic panel and thyroid function tests.', 'Immediately discontinue the diuretic and assess for improvement.', 'Schedule an urgent colonoscopy to rule out gastrointestinal malignancy.', 'Refer the patient to a registered dietitian for nutritional counseling.', 'Observe the patient and repeat weight measurement in 2 months to assess for weight stabilization.']",A,Patient with documented involuntary weight loss -> Recent institution of diuretic -> Observe. Repeat weight at 2 mo -> Stable weight -> Usual follow-up,involuntary weight loss,1,change the correct answer from E to A
623,"A 45-year-old male presents with fever, headache, and stiff neck. Physical examination reveals no focal neurological deficits. Lumbar puncture is performed, and CSF analysis shows elevated white blood cell count, low glucose, and high protein. Gram stain and bacterial cultures are negative. What is the next step in management?",Administer broad-spectrum antibiotics,"['Start antituberculosis treatment', 'Initiate acyclovir therapy', 'Perform a brain CT scan', 'Order serologic or CSF-specific tests for syphilis.', 'Administer broad-spectrum antibiotics']",E,"Patient with SIGNS/SYMPTOMS OF MENINGITIS -> Nonfocal examination -> LP for glucose, protein, cell count, Gram stain, bacterial cultures, other tests depending on epidemiology and history. Hold an extra tube of CSF in laboratory -> Meningeal inflammation (elevated WBC, low glucose, or high protein) present -> Gram stain/culture negative -> Serologic or CSF evidence of syphilis -> Treat neurosyphilis",aseptic meningitis,1,change the correct answer from D to E
624,"A 34-year-old male presents with headache, fever, and stiff neck. Examination reveals no focal neurological deficits. Lumbar puncture results are pending. After CSF analysis shows meningeal inflammation but Gram stain and bacterial cultures are negative, what is the MOST appropriate next step in management, considering the risk factors for various causes of aseptic meningitis?",Administer acyclovir for possible HSV infection.,"['Obtain a detailed travel history to assess for endemic fungal or parasitic infections.', 'Administer acyclovir for possible HSV infection.', 'Order CSF VDRL to rule out neurosyphilis.', 'Perform HIV testing, including serum ELISA and PCR, to assess for acute HIV infection or late-stage disease.', 'Initiate empiric antibiotics and dexamethasone.']",B,"Patient with SIGNS/SYMPTOMS OF MENINGITIS -> Nonfocal examination -> LP for glucose, protein, cell count, Gram stain, bacterial cultures, other tests depending on epidemiology and history. Hold an extra tube of CSF in laboratory -> Meningeal inflammation (elevated WBC, low glucose, or high protein) present -> Gram stain/culture negative -> Risk for HIV: HIV test -> Source of aseptic meningitis could be HIV itself or secondary opportunistic infections",aseptic meningitis,1,change the correct answer from D to B
625,"A 25-year-old male presents with fever, headache, and neck stiffness. Physical examination reveals no focal neurological deficits. Lumbar puncture is performed, and CSF analysis shows elevated WBCs, normal glucose, and elevated protein. Gram stain and bacterial cultures are negative. What is the most appropriate next step in management?",Order HSV PCR on CSF and initiate acyclovir if positive.,"['Obtain a CT scan of the head with contrast.', 'Start broad-spectrum antibiotics immediately.', 'Order HSV PCR on CSF and initiate acyclovir if positive.', 'Administer dexamethasone to reduce inflammation.', 'Prescribe symptomatic treatment with analgesics and monitor the patient.']",C,"Patient with SIGNS/SYMPTOMS OF MENINGITIS -> Nonfocal examination -> LP for glucose, protein, cell count, Gram stain, bacterial cultures, other tests depending on epidemiology and history. Hold an extra tube of CSF in laboratory -> Meningeal inflammation (elevated WBC, low glucose, or high protein) present -> Gram stain/culture negative -> HSV PCR -> If positive: acyclovir",aseptic meningitis,0,no changes
626,"A 32-year-old male is newly diagnosed with HIV. After initial counseling and confirmatory testing, what is the MOST important next step in his evaluation?",Order a CD4 count and viral load to assess immune status. ,"['Order a CD4 count and viral load to assess immune status.', 'Initiate antiretroviral therapy immediately.', 'Obtain a detailed history, including potential sources of infection and risk factors.', 'Prescribe prophylactic antibiotics to prevent opportunistic infections.', 'Perform an HIV-focused review of systems, including specific inquiries about skin rashes or lesions.']",A,Initial steps for newly diagnosed HIV-positive patients -> Detailed review of systems -> Skin rashes,approach to the newly diagnosed hiv-positive patient,1,change the correct answer from E to A
627,"A 28-year-old male is newly diagnosed with HIV. Following initial counseling and diagnostic confirmation, what is the MOST appropriate next step in his management?",Order a CD4 count and viral load test.,"['Conduct a complete physical examination, including funduscopic and neurological assessments, and calculate his body mass index.', 'Refer the patient to a mental health professional for counseling.', 'Prescribe prophylactic antibiotics to prevent opportunistic infections.', 'Order a CD4 count and viral load test.', 'Initiate antiretroviral therapy immediately.']",D,Initial steps for newly diagnosed HIV-positive patients -> Complete physical examination -> Body mass index,approach to the newly diagnosed hiv-positive patient,1,change the correct answer from A to D
628,"A 32-year-old male is newly diagnosed with HIV. Following initial counseling and confirmation of the diagnosis, what is the next appropriate step in the management of this patient?",Order a CD4 count and HIV viral load,"['Initiate prophylaxis against opportunistic infections', 'Order a CD4 count and HIV viral load', 'Perform a complete physical examination, including a neurologic assessment.', 'Obtain a detailed sexual history', 'Prescribe immediate antiretroviral therapy']",B,Initial steps for newly diagnosed HIV-positive patients -> Complete physical examination -> Neurologic examination,approach to the newly diagnosed hiv-positive patient,1,change the correct answer from C to B 
629,"A 32-year-old male is newly diagnosed with HIV. Following initial counseling and confirmatory testing, what is the MOST appropriate next step in his management?",Measure CD4 count.,"['Prescribe prophylactic antibiotics for opportunistic infections.', 'Obtain an HIV genotype assay for drug resistance.', 'Initiate pre-exposure prophylaxis (PrEP) for his partner.', 'Measure CD4 count.', 'Begin antiretroviral therapy immediately.']",D,Initial steps for newly diagnosed HIV-positive patients -> Laboratory studies -> HIV genotype assay for drug resistance,approach to the newly diagnosed hiv-positive patient,1,change the correct answer from B to D
630,"A 34-year-old male is newly diagnosed with HIV. Following pre- and post-test counseling, what is the next immediate step in his management?",Order a CD4 count and HIV viral load.,"['Order a CD4 count and HIV viral load.', 'Refer the patient for psychological counseling.', 'Prescribe prophylactic antibiotics.', 'Initiate antiretroviral therapy immediately.', 'Obtain a complete blood count (CBC) and differential.']",A,Initial steps for newly diagnosed HIV-positive patients -> Laboratory studies -> CBC and differential,approach to the newly diagnosed hiv-positive patient,1,change the correct answer from E to A
631,"A 32-year-old male is newly diagnosed with HIV. According to the text, what initial laboratory studies should be performed for this patient?",HIV viral load and CD4 count.,"['Liver function tests, creatinine, electrolytes, and fasting glucose.', 'Complete blood count with differential.', 'Urinalysis and stool culture.', 'Echocardiogram and pulmonary function tests.', 'HIV viral load and CD4 count.']",A,"Initial steps for newly diagnosed HIV-positive patients -> Laboratory studies -> Liver function tests, creatinine, electrolytes, fasting glucose",approach to the newly diagnosed hiv-positive patient,1,change the correct answer from A to E
632,"A 32-year-old male is newly diagnosed with HIV. Following initial counseling and diagnostic confirmation, what is the MOST appropriate next step in his management?",Begin antiretroviral therapy immediately.,"['Prescribe prophylactic antibiotics for Pneumocystis pneumonia.', 'Schedule a follow-up appointment in six months.', 'Order a syphilis test.', 'Order a complete blood count and comprehensive metabolic panel.', 'Begin antiretroviral therapy immediately.']",E,Initial steps for newly diagnosed HIV-positive patients -> Laboratory studies -> Syphilis test,approach to the newly diagnosed hiv-positive patient,1,change the correct answer from C to E 
633,"A 32-year-old male, newly diagnosed with HIV, is undergoing initial evaluation. He reports engaging in unprotected anal intercourse with multiple partners. His CD4 count is 450 cells/mm3, and he has no prior history of hepatitis A or B. What is the MOST appropriate next step regarding vaccination?",Check for hepatitis A and B antibodies and vaccinate accordingly.,"['Administer the hepatitis A vaccine.', 'Check for hepatitis A and B antibodies and vaccinate accordingly.', 'Delay vaccination until the CD4 count drops below 200 cells/mm3.', 'Administer both hepatitis A and B vaccines simultaneously.', 'Administer the hepatitis B vaccine.']",B,Initial steps for newly diagnosed HIV-positive patients -> Immunizations -> Check serologic status for hepatitis A and B -> Vaccinate accordingly.,approach to the newly diagnosed hiv-positive patient,1,Change correct option from A to B and update reasoning path.
634,A 34-year-old male is newly diagnosed with HIV. What is the correct order of actions to take after the diagnosis?,Initiate antiretroviral therapy immediately.,"['Prescribe prophylactic antibiotics.', 'Refer the patient for immediate psychological counseling.', 'Perform a lumbar puncture.', 'Administer tetanus, diphtheria, and acellular pertussis boosters.', 'Initiate antiretroviral therapy immediately.']",E,Initial steps for newly diagnosed HIV-positive patients -> Immediate ART initiation -> Subsequent immunizations and supportive care.,approach to the newly diagnosed hiv-positive patient,1,Change correct option from D to E and update reasoning path.
635,"A 32-year-old male is newly diagnosed with HIV. After pre and post-test counseling, what is the most appropriate next step in managing this patient's care?",Initiate antiretroviral therapy immediately.,"['Initiate antiretroviral therapy immediately.', 'Prescribe prophylactic antibiotics for Pneumocystis pneumonia.', 'Refer the patient for a psychiatric evaluation.', 'Order a CD4 count and HIV viral load.', 'Administer the influenza vaccine.']",A,Initial steps for newly diagnosed HIV-positive patients -> Immediate ART initiation -> Baseline labs and follow-up immunizations.,approach to the newly diagnosed hiv-positive patient,1,Change correct option from E to A and update reasoning path.
636,"A 28-year-old male is newly diagnosed with HIV. He is asymptomatic, has a CD4 count of 400 cells/mm³, and a viral load of 80,000 copies/mL. What would be the most appropriate next step in management?",Initiate antiretroviral therapy immediately.,"['Prescribe a course of high-dose corticosteroids.', 'Initiate antiretroviral therapy immediately.', 'Begin treatment for opportunistic infections.', 'Start prophylaxis against Pneumocystis pneumonia.', 'Monitor the patient every 3–4 months for disease progression.']",B,Initial steps for newly diagnosed HIV-positive patients -> Immediate ART initiation -> Follow-up with monitoring and labs.,approach to the newly diagnosed hiv-positive patient,1,Change correct option from E to B and update reasoning path.
637,"A 28-year-old male is newly diagnosed with HIV during a routine checkup. His CD4 count is 450 cells/mm³ and his viral load is 80,000 copies/mL. What is the most appropriate next step in managing this patient?",Start antiretroviral therapy immediately.,"['Prescribe a multivitamin and advise on a healthy diet.', 'Refer the patient to an HIV specialist or consult www.aidsinfo.nih.gov for the latest recommendations.', 'Begin Pneumocystis pneumonia prophylaxis.', 'Monitor the patient every 6 months and repeat CD4 count and viral load.', 'Start antiretroviral therapy immediately.']",E,Initial steps for newly diagnosed HIV-positive patients -> Immediate ART initiation -> Specialist referral as needed.,approach to the newly diagnosed hiv-positive patient,1,Change correct option from B to E and update reasoning path.
638,A 55-year-old male with end-stage renal disease secondary to diabetes is being evaluated for kidney transplantation. He has a history of well-controlled hypertension and no known coronary artery disease. Initial screening reveals no major contraindications. What is the next appropriate step in determining his suitability for kidney transplantation?,ABO blood group and HLA tissue typing.,"['Optimization of medical status, including cardiac risk assessment', 'Listing the patient for deceased donor transplant', 'Full medical evaluation including history, examination, and tests', 'ABO blood group and HLA tissue typing', 'Psychosocial evaluation to assess compliance']",D,Preliminary screening -> ABO blood group and HLA tissue typing -> Full evaluation.,selection of patients for transplantation,0,None.
639,A 58-year-old male with end-stage renal disease secondary to diabetes is being evaluated for kidney transplantation. He has a history of well-controlled hypertension and no other significant comorbidities. Initial screening reveals no contraindications. What is the next appropriate step in determining his suitability for kidney transplantation?,ABO blood group and HLA tissue typing.,"['Psychosocial evaluation', 'Full medical evaluation', 'Listing for deceased donor transplant', 'ABO blood group and HLA tissue typing', 'Coronary artery disease screening']",D,Preliminary screening -> ABO blood group and HLA tissue typing -> Full evaluation -> Listing as indicated.,selection of patients for transplantation,0,None.
640,"A 58-year-old male with a history of type 2 diabetes and end-stage renal disease secondary to diabetic nephropathy is being evaluated for kidney transplantation. He has no living donor options. According to standard guidelines for kidney transplant evaluation, which of the following is the MOST appropriate next step in his management?",Consider listing for ECD transplant.,"['No CI.', 'Consider listing for ECD transplant.', 'Optimize medical status (CAD, etc.).', 'Full evaluation (history, examination, tests).', 'ABO blood group and HLA tissue typing.']",B,Preliminary screening -> ABO blood group and HLA tissue typing -> Full evaluation -> Optimize status -> List for ECD transplant if criteria met.,selection of patients for transplantation,0,None.
641,A 55-year-old male with end-stage renal disease secondary to diabetes is being evaluated for kidney transplantation. He has a history of well-controlled hypertension and no known cardiac disease. He denies any history of cancer or significant infections. He has a BMI of 32 kg/m2 and reports good social support. What is the MOST appropriate next step in determining his eligibility for kidney transplantation?,Obtain ABO blood typing and HLA tissue typing.,"['Screen for occult malignancy with colonoscopy and PSA.', 'Perform a comprehensive physical examination focusing on signs of cardiac or pulmonary disease.', 'Evaluate for peripheral vascular disease.', 'Assess his psychosocial status and risk for non-compliance.', 'Obtain ABO blood typing and HLA tissue typing.']",E,Preliminary screening -> ABO blood group and HLA tissue typing -> Full evaluation.,selection of patients for transplantation,0,None.
642,"A 55-year-old male with end-stage renal disease secondary to diabetes is being evaluated for kidney transplantation. He has a history of well-controlled hypertension and no other significant comorbidities. According to the standard protocol for evaluating transplant suitability, what is the next step after preliminary screening reveals no absolute contraindications?",ABO blood group and HLA tissue typing.,"['Nutritional assessment', 'Assessment of psychosocial factors', 'Cardiopulmonary stress testing', 'ABO blood group and HLA tissue typing', 'Full evaluation (history, examination, tests)']",D,Preliminary screening -> ABO blood group and HLA tissue typing -> Full evaluation.,selection of patients for transplantation,0,None.
643,"A 30-year-old male presents with a painless scrotal mass discovered during a self-exam. Physical examination reveals a firm, non-tender mass within the testicle. Ultrasound confirms a solid mass. Which of the following laboratory tests is most appropriate to order next?",Alpha-fetoprotein (AFP),"['LDH', 'Complete blood count', 'Prostate-specific antigen (PSA)', 'Urinalysis', 'Alpha-fetoprotein (AFP)']",E,"Patient with SCROTAL MASS -> History, Physical examination, Scrotal transillumination -> Differential diagnosis -> Suspect testicular tumor -> Order tumor markers -> AFP is most specific.",scrotal mass,1,Change correct option from A to E (AFP) and update reasoning path.
644,"A 30-year-old male presents with a painful, erythematous, and indurated mass on his scrotum. Physical examination reveals signs of inflammation, and the patient reports no history of trauma. What is the MOST appropriate initial step in evaluating this patient?",Order a scrotal ultrasound with Doppler.,"['Prescribe broad-spectrum antibiotics.', 'Obtain a detailed sexual history and STD testing.', 'Obtain a complete blood count (CBC) and metabolic panel.', 'Perform scrotal transillumination.', 'Order a scrotal ultrasound with Doppler.']",E,Patient with SCROTAL MASS and inflammation -> History and physical exam -> Differential includes epididymitis/orchitis vs. torsion -> Ultrasound with Doppler is indicated.,scrotal mass,2,Change correct option from C to E (scrotal ultrasound with Doppler) and update reasoning path.
645,"A 54-year-old woman presents with a thyroid nodule discovered during a routine physical exam. Her serum thyrotropin (TSH) level is within the normal range. After clinical evaluation, there is a strong suspicion of cancer due to rapid tumor growth and a family history of thyroid carcinoma. According to the guidelines, what is the next appropriate step in management?",Fine needle aspiration (FNA) with ultrasonography,"['Fine needle aspiration (FNA) with ultrasonography', 'Radionucleotide scanning', 'Observation with repeat ultrasonography in 9-12 months', 'Surgery', 'Levothyroxine suppression therapy']",A,Patient with THYROID NODULE -> Normal TSH -> Strong suspicion of malignancy -> FNA with ultrasonography is indicated for diagnosis.,thyroid nodule,2,Change correct option from D  to A (FNA with ultrasonography) and update reasoning path.
646,"A 25-year-old non-smoking male presents with mild hemoptysis and no significant past medical history. After initial assessment, a chest X-ray is performed and comes back clear. What is the most appropriate next step in managing this patient?",Order a CT scan of the chest.,"['Prescribe cough suppressants and monitor', 'Treat the underlying disease', 'Initiate empirical antibiotic therapy', 'Perform bronchoscopy', 'Order a CT scan of the chest']",E,Patient with HEMOPTYSIS -> Mild symptoms -> Normal CXR -> CT scan is indicated to evaluate for occult pathology.,hemoptysis,2,Change correct option from B to E (CT scan) and update reasoning path.
647,"A 45-year-old woman presents with chronic anorectal pain of unclear etiology, which has been persistent despite initial treatments. Neurological, anoscopic, and pelvic examinations reveal no specific local or nonlocal causes. What condition should be considered in this case?",Coccygodynia,"['Proctalgia fugax', 'Nephrolithiasis', 'Pelvic inflammatory disease', 'Coccygodynia', 'Proctitis']",D,Patient with anorectal pain -> Negative local and nonlocal evaluations -> Consider musculoskeletal etiologies such as coccygodynia.,anorectal pain,0,None.
648,A 28-year-old woman with a history of recurrent joint dislocations and significant ligamentous laxity is being evaluated. Which of the following findings would most strongly suggest Marfan's syndrome as the underlying cause of her joint hypermobility?,"Elongated body habitus, ectopia lentis, and scoliosis","['Spontaneous rupture of the colon', 'Mitral valve prolapse and regurgitation', 'Joint hypermobility with a Beighton score of 3', 'Elongated body habitus, ectopia lentis, and scoliosis', 'Thin, translucent skin with cigarette-paper scarring']",D,"Patient with joint hypermobility -> Evaluate for connective tissue disorders -> Marfan's syndrome is suggested by tall stature, ectopia lentis, and skeletal abnormalities.",joint hypermobility,1,Change correct option from B to D and update reasoning path.
649,"A 16-year-old male with a history of recurrent joint dislocations and notable ligamentous laxity is evaluated. Upon examination, he is found to have elongated body habitus. Which of the following associated conditions should the physician be MOST concerned about in this patient?",Scoliosis,"['Mitral valve prolapse', 'Osteoarthritis', 'Ehlers-Danlos syndrome', 'Scoliosis', 'Fibromyalgia']",D,Patient with features suggestive of Marfan's syndrome -> Elongated body habitus is common -> Scoliosis is a known complication.,joint hypermobility,0,None.
650,A 16-year-old male with a history of recurrent joint dislocations and ligamentous laxity is suspected of having an underlying genetic condition. Which of the following findings would most strongly suggest Marfan's syndrome as opposed to other hypermobility disorders?,Mitral valve prolapse,"['Thin skin', 'Mitral valve prolapse', 'Pes planus', 'Joint hypermobility', 'High Beighton score']",B,Patient with hypermobility -> Differential includes Marfan's syndrome -> Cardiac involvement such as mitral valve prolapse is more specific than pes planus.,joint hypermobility,1,Change correct option from C to B and update reasoning path.
651,A 23-year-old woman with a history of recurrent joint dislocations and a Beighton score of 7 is suspected of having Marfan's syndrome. Which of the following is the most appropriate next step in her management?,Counsel on low-impact physical activity and schedule aortic echocardiography.,"['Order genetic testing for confirmation of Marfan's syndrome.', 'Counsel on low-impact physical activity and schedule aortic echocardiography.', 'Prescribe NSAIDs for pain management.', 'Initiate long-term prophylactic beta blockade.', 'Recommend physical therapy for joint stabilization.']",B,Patient with suspected Marfan's syndrome -> Evaluation of aortic root is essential -> Aortic echocardiography with lifestyle counseling is indicated.,joint hypermobility,1,Change correct option from D to B and update reasoning path.
652,"A 58-year-old female with acute leukemia is scheduled for a central venous line placement. Her current platelet count is 20,000/µl and she is not actively bleeding. According to established guidelines, at what platelet count should transfusion be considered?","20,000/µl","['20,000/µl', '25,000/µl', '10,000/µl', '50,000/µl', '100,000/µl']",A,"Patient with acute leukemia and thrombocytopenia -> For low-risk procedures like central line placement, prophylactic transfusion is recommended if platelets are <20,000/µl.",transfusion therapy platelets,1,"Change correct option from B to A (20,000/µl) and update reasoning path."
653,A 72-year-old male with a history of prostate cancer undergoing an ophthalmologic procedure experiences abnormal bleeding. His platelet count is critically low. At what platelet count should a transfusion be considered?,"A platelet count of <100,000/µl","['A platelet count of <25,000/µl', 'A platelet count of <100,000/µl', 'A platelet count of <10,000/µl', 'A platelet count of <20,000/µl', 'A platelet count of <50,000/µl']",B,"Patient with ABNORMAL BLEEDING -> Ophthalmologic procedure with high bleeding risk -> Transfuse if platelets are <100,000/µl.",transfusion therapy platelets,0,None.
654,"A 58-year-old woman with a history of hypertension and hyperlipidemia presents with exertional chest pain. Her pretest probability of CAD is estimated at 80%. After a negative routine exercise tolerance test (ETT), what is the most appropriate next step?",Referral for coronary angiography,"['Stress echocardiography', 'Careful clinical follow-up', 'Pharmacologic stress testing', 'Initiation of empiric antianginal therapy', 'Referral for coronary angiography']",E,High pretest probability (80%) + negative ETT → Likely false-negative → Proceed to definitive evaluation with coronary angiography.,chest pain in women,1,Change correct option from B to E and update reasoning path.
655,A 55-year-old woman with atypical chest pain and intermediate risk factors for CAD undergoes a routine ETT that is negative. What is the most appropriate next step in managing her chest pain?,Further evaluation for noncardiac causes of chest pain should be initiated.,"['Further evaluation for noncardiac causes of chest pain should be initiated.', 'Proceed with either a thallium/sestamibi ETT or stress echocardiography', 'Refer the patient for immediate coronary angiography.', 'Prescribe a high-dose statin and reassess in 6 months.', 'Reassure the patient and discharge with instructions for lifestyle modification.']",A,Intermediate risk and negative ETT → Low likelihood of ischemia → Evaluate for noncardiac causes.,chest pain in women,0,None.
656,A 55-year-old woman with atypical chest pain and minor CAD risk factors has a positive routine ETT but a negative imaging ETT. What is the most likely diagnosis?,Noncardiac chest pain,"['Single-vessel coronary artery disease', 'Typical angina', 'Multivessel coronary artery disease', 'Noncardiac chest pain', 'False-positive ETT result']",D,Positive routine ETT followed by negative imaging ETT → Suggests false-positive → Noncardiac chest pain.,chest pain in women,0,None.
657,A 58-year-old woman with intermediate risk factors for CAD and a positive ETT (imaging positive only at high workloads) is evaluated. What is the most appropriate next step?,Medical management with close follow-up,"['Coronary artery bypass grafting (CABG)', 'Referral for coronary angiography', 'Percutaneous coronary intervention (PCI)', 'Repeat routine ETT in 6 months', 'Medical management with close follow-up']",E,Moderate likelihood with ischemia induced only at high workloads → Indicates less severe disease → Opt for medical management and close follow-up.,chest pain in women,0,None.
658,A 55-year-old woman with atypical chest pain and intermediate CAD risk factors has a routine ETT positive only at high workload. What is the most appropriate next step?,Consider cardiac angiography for further evaluation.,"['Consider cardiac angiography for further evaluation.', 'Prescribe beta-blockers and reassess symptoms.', 'Perform a stress echocardiography to assess for ischemia.', 'Recommend a trial of sublingual nitroglycerin for chest pain.', 'Repeat the ETT with more aggressive protocols.']",A,Positive ETT at high workload in a moderate-risk patient → Warrants further evaluation via coronary angiography.,chest pain in women,0,None.
659,"A 55-year-old woman presents with chest pain. According to guidelines, what is the initial step in her evaluation?",Obtain a baseline electrocardiogram (ECG).,"['Order a thallium/sestamibi exercise tolerance test (ETT).', 'Immediately refer for coronary angiography.', 'Obtain a baseline electrocardiogram (ECG).', 'Perform a stress echocardiography.', 'Assess risk factors and stratify likelihood of CAD.']",C,Baseline evaluation for chest pain starts with obtaining an ECG.,chest pain in women,0,None.
660,A 32-year-old health care worker with no known TB risk factors has a PPD reading of 6 mm induration at 72 hours. How should this result be interpreted?,"The result is negative, as any induration less than 10 mm is considered negative.","['The result is negative, as any induration less than 10 mm is considered negative.', 'The result is negative, as a threshold of ≥15 mm is considered positive for people with no known risk factors for TB.', 'The result is inconclusive, and a repeat PPD test should be performed in one week.', 'The result is positive, indicating active TB disease and requiring immediate treatment.', 'The result is positive, as a threshold of ≥5 mm is considered positive for health care workers.']",A,"For healthcare workers, the positive threshold is ≥10 mm; 6 mm falls below this cutoff.",positive tuberculin skin test (ppd),1,Change correct option from B to A with updated threshold for healthcare workers.
661,A 35-year-old male with no TB risk factors has a PPD induration of 12 mm at 72 hours. How should this result be interpreted?,"The result is negative, as the induration is less than 15 mm.","['The result is indeterminate, and a repeat PPD should be performed in one week.', 'A threshold of ≥10 mm is used for people who have recently arrived from high prevalence areas, injection drug users, residents of nursing homes or jails, people who work with tuberculosis in a laboratory setting, health care workers, or children/adolescents exposed to adults at high risk.', 'The result is positive for patients with no known risk factors', 'The result is negative, as the induration is less than 15 mm.', 'The result is positive, and the patient should be started on isoniazid therapy immediately.']",D,"For individuals with no risk factors, a PPD induration ≥15 mm is required for a positive result; 12 mm is negative.",positive tuberculin skin test (ppd),1,Change correct option from B to D and update reasoning path.
662,"A 55-year-old woman with no significant past history presents for a routine check-up. According to USPSTF, what grade recommendation supports providing a preventive service when benefits outweigh harms?",Grade B,"['Grade D', 'Grade A', 'Grade I', 'Grade C', 'Grade B']",E,USPSTF Grade B indicates at least fair evidence that the service improves outcomes and benefits outweigh harms.,prevention and screening,0,None.
663,"A 55-year-old woman with no known risk factors for coronary heart disease asks her physician about the benefits of routine lipid disorder screening. Considering the USPSTF guidelines, which of the following is the most appropriate recommendation?",Inform the patient that the USPSTF recommends screening including measurement of total cholesterol and high-density lipoprotein.,"['Recommend routine screening, as the potential benefits outweigh the harms in this age group.', 'Inform the patient that the USPSTF recommends screening including measurement of total cholesterol and high-density lipoprotein.', 'Recommend against routine screening, as the USPSTF recommends against it for women without risk factors.', 'The physician should inform the patient that the USPSTF makes no recommendation for or against routine screening in women aged 20-45 years without known risk factors due to a close balance of benefits and harms.', 'Recommend routine screening, as the USPSTF strongly recommends it for all adults over 45.']",B,"Decision tree for preventive health services based on age and sex -> For women aged 45 and older, USPSTF recommends lipid screening with cholesterol and HDL measurement.",prevention and screening,1,Change correct option from D to B and update reasoning path.
664,A 20-year-old female college student is scheduling a routine check-up with her primary care physician. She is sexually active and reports being in good health. Which of the following preventive measures should the physician recommend based on her age and risk factors?,"Revaccination with MMR (measles, mumps, rubella)","['Screening for osteoporosis', 'Screening for lipid disorders', 'Revaccination with MMR (measles, mumps, rubella)', 'Annual influenza vaccine', 'Screening for prostate cancer']",C,Decision tree for preventive health services based on age and sex -> Age 18-24 -> Female -> Revaccination with MMR is recommended for college entrants without documented immunity.,prevention and screening,0,None.
665,"A 20-year-old male college student is planning to start his second year. According to standard guidelines for preventive health services, which of the following vaccinations is MOST explicitly recommended for him prior to starting the academic year?","A revaccination with MMR (measles, mumps, rubella).","['Hepatitis B vaccine', 'Influenza vaccine', 'A revaccination with MMR (measles, mumps, rubella).', 'Pneumococcal vaccine', 'Tetanus booster']",C,Decision tree for preventive health services based on age and sex -> Age 18-24 -> Male -> Revaccination with MMR is recommended for college students lacking documented immunity.,prevention and screening,0,None.
666,"A 20-year-old female presents for a routine check-up. Considering the guidelines for preventive health services for women in this age group, which of the following immunizations is universally recommended?",Annual influenza vaccine,"['Hepatitis B vaccine', 'Annual influenza vaccine', 'Human papillomavirus vaccine (HPV)', 'Tetanus, diphtheria, and pertussis (Tdap) vaccine', 'Meningococcal vaccine']",B,Decision tree for preventive health services based on age and sex -> Age 18-24 -> Female -> Annual influenza vaccine is universally recommended for all persons ≥6 months of age.,prevention and screening,0,None.
667,"A 22-year-old male patient comes to your clinic for a routine check-up. He is healthy and has no specific complaints. According to the USPSTF guidelines, what is the recommendation for prostate cancer screening for this patient?",The USPSTF concludes that the evidence is insufficient to recommend for or against routine screening for prostate cancer using prostate-specific antigen (PSA) testing or digital rectal examination (DRE).,"['Recommend digital rectal examination (DRE) every 2 years.', 'Recommend against prostate cancer screening at this age.', 'Recommend prostate cancer screening if there is a family history of the disease.', 'Recommend annual PSA screening.', 'The USPSTF concludes that the evidence is insufficient to recommend for or against routine screening for prostate cancer using PSA testing or DRE.']",E,Decision tree for preventive health services based on age and sex -> Age 18-24 -> Male -> USPSTF finds insufficient evidence for routine prostate cancer screening.,prevention and screening,0,None.
668,"A 22-year-old female patient is coming for a routine check-up. According to the guidelines for preventive health services for individuals in her age group, which of the following immunizations should be considered, assuming she is immunocompetent and has no specific risk factors?",Annual influenza vaccine,"['Pneumococcal vaccine', 'MMR revaccination', 'Tetanus booster', 'Influenza vaccine', 'Hepatitis B vaccine']",D,Decision tree for preventive health services based on age and sex -> Age 18-24 -> Female -> Annual influenza vaccine is universally recommended.,prevention and screening,1,Change correct option from A to D.
669,"A healthy 22-year-old male comes in for a routine checkup. According to the guidelines for preventive health services for his age group and sex, which of the following immunizations should be considered, assuming he has no specific risk factors?",Pneumococcal vaccine if he is at increased risk for pneumococcal disease.,"['Hepatitis B vaccine', 'Meningococcal vaccine', 'Varicella vaccine if no prior immunity', 'Influenza vaccine annually', 'Pneumococcal vaccine if he is at increased risk for pneumococcal disease.']",D,"Decision tree for preventive health services based on age and sex -> Age 18-24 -> Male -> In healthy young adults without risk factors, annual influenza vaccine is recommended.",prevention and screening,1,Change correct option from E  to D.
