ID,question,answer,options,correct_option,path,condition,label,modifications
455,"A 70-year-old male with a history of recurrent deep vein thrombosis (DVT) is being considered for long-term warfarin therapy. He has been stable on warfarin with an INR between 2.5 and 3.5. After a recent check-up, his INR is now 3.2. What is the MOST appropriate next step in managing this patient's warfarin therapy?",Assess patient compliance and drug interactions.,"['Increase the warfarin dose to achieve a higher INR', 'Decrease the warfarin dose to bring the INR closer to 2.5', 'Immediately administer vitamin K to reduce the INR', 'Assess patient compliance and drug interactions', 'Maintain the current warfarin dose and recheck INR in 4-8 weeks']",D,Patient on warfarin with INR within the therapeutic range (3.2) → Next step is to review for compliance and any potential drug interactions that might be affecting INR stability,Long-term anticoagulation,0,No modification.
456,"A 72-year-old male with a history of recurrent deep vein thrombosis (DVT) is on warfarin for long-term anticoagulation. He has been compliant with his medication and denies taking any new medications or herbal supplements. His INR, checked 3 days after discharge, is 2.2 (goal 2.5-3.5). What is the MOST appropriate next step in managing his warfarin therapy?",Increase the warfarin dose by 1 mg daily and recheck INR in 1 week.,"['Discontinue warfarin and switch to subcutaneous low molecular weight heparin (LMWH)', 'Administer a loading dose of warfarin to reach the target INR more quickly', 'Increase the warfarin dose by 1 mg daily and recheck INR in 1 week', 'Schedule a follow-up appointment in 4 weeks to recheck INR', 'Assess patient compliance and drug interactions.']",C,Patient on warfarin with target INR 2.5–3.5 → INR is subtherapeutic at 2.2 despite confirmed compliance → Next step is to increase the warfarin dose and recheck INR in 1 week,Long-term anticoagulation,1,Changed correct answer from option E to option C.
457,"A 72-year-old male with a mechanical heart valve on warfarin (target INR 2.5–3.5) presents for a routine check-up. His INR is 3.3. According to standard guidelines, what is the most appropriate adjustment to his warfarin dosage?",Maintain the current dose; no adjustment needed.,"['Add aspirin to the current regimen', 'Decrease the current dose by 10-20%', 'Maintain the current dose; no adjustment needed', 'Increase the current dose by 10-20%', 'Switch to a different anticoagulant medication']",C,"Patient on long-term warfarin therapy with a target INR of 2.5–3.5 → Current INR is 3.3, which is within the therapeutic range → No dosage adjustment required.",Long-term anticoagulation,1,Changed correct answer from option B to option C and updated reasoning path.
458,A 72-year-old male with a history of recurrent DVT on long-term warfarin therapy presents to the emergency department with a nosebleed and multiple bruises. His INR is 7.0. What is the most appropriate immediate step in managing this patient?,Hold the warfarin dose until the bleeding stops.,"['Hold the warfarin dose until the bleeding stops.', 'Continue the current warfarin dose and monitor closely.', 'Increase the warfarin dose to achieve a higher INR.', 'Administer fresh frozen plasma.', 'Administer vitamin K 5 mg IV.']",A,"Patient on long-term warfarin with INR 7.0 and minor bleeding (nosebleed, bruises) → Initial management is to hold the warfarin dose and monitor bleeding → Further reversal may be considered if bleeding worsens.",Long-term anticoagulation,0,No modification.
459,"A 54-year-old male presents with facial edema, venous distention in the neck, and dyspnea. Chest X-ray and CT reveal no obvious mass or obstruction. What is the most appropriate next step in managing this patient?",Perform a contrast venography.,"['Administer thrombolytic therapy', 'Observation', 'Perform a contrast venography', 'Initiate chemotherapy', 'Start empirical radiation therapy']",C,"Patient with clinical signs of superior vena cava syndrome (facial edema, venous distention, dyspnea) → Negative CT imaging for mass/obstruction → Further evaluation with contrast venography is indicated to assess for intraluminal thrombosis.",Superior vena cava syndrome,1,Changed correct answer from option B to option C and updated reasoning path.
460,"A 54-year-old woman with a history of breast cancer presents with severe back pain, progressive lower extremity weakness, and urinary retention. Plain radiographs of the spine are unremarkable. What is the most appropriate next step in management?",Obtain an MRI of the spine to evaluate for spinal cord compression.,"['Administer high-dose corticosteroids and observe for improvement.', 'Obtain an MRI of the spine to evaluate for spinal cord compression.', 'Consult neurosurgery for urgent surgical decompression.', 'Perform myelography to evaluate for spinal cord compression, especially if MRI is negative or contraindicated.', 'Prescribe pain medications and schedule follow-up in one week.']",B,"Patient with breast cancer and clinical signs of spinal cord compression (severe back pain, weakness, urinary retention) → MRI is the gold standard imaging modality → Guides urgent management.",Spinal cord compression,1,Changed correct answer from option D to option B and updated reasoning path.
461,"A 35-year-old woman reports episodic, unilateral throbbing headaches preceded by visual auras approximately 4 times a month. After a careful history, the physician diagnoses classic migraines. Which of the following is the most appropriate next step in managing this patient's headaches?",Initiate prophylactic medications such as beta blockers or tricyclic antidepressants.,"['Order a CT scan of the head to rule out secondary causes.', 'Prescribe abortive medications like triptans for acute attacks.', 'Advise over-the-counter analgesics for symptomatic relief.', 'Recommend lifestyle modifications to identify and avoid potential triggers.', 'Initiate prophylactic medications such as beta blockers or tricyclic antidepressants.']",E,Patient with classic migraines occurring >3 times per month → Prophylactic therapy is indicated to reduce attack frequency and severity → Options include beta blockers or tricyclic antidepressants.,Chronic headache,0,No modification.
462,"A 65-year-old male presents with multiple bone lesions confirmed as adenocarcinoma, but the primary site remains unidentified after initial imaging. Pathology reveals the tumor is positive for cytokeratin 7 and 20. Which of the following is the most appropriate next step in management?",Consider patient participation in clinical trials.,"['Initiate palliative chemotherapy with a platinum-based regimen.', 'Perform a bone marrow biopsy to rule out hematologic malignancies.', 'Analyze antibodies to cytokeratins 7 and 20 to differentiate', 'Administer hormonal therapy based on the adenocarcinoma histology.', 'Consider patient participation in clinical trials.']",E,"Patient with carcinoma of unknown primary and unfavorable features (multiple bone lesions, CK7/CK20 positive) → Extensive workup is unlikely to yield a targetable primary → Consider enrollment in clinical trials for novel therapies.",Carcinoma of unknown primary site (CUPS),0,No modification.
463,"A 65-year-old female presents with multiple bone metastases and adenocarcinoma on biopsy, but the primary tumor site is unknown. Immunohistochemistry shows the tumor is positive for cytokeratin 7 and negative for cytokeratin 20. Considering the unfavorable prognostic factors, what is the most appropriate next step in management?",Consider patient participation in clinical trials.,"['Perform a high-resolution CT scan of the chest, abdomen, and pelvis to locate the primary tumor.', 'Prescribe hormonal therapy based on the cytokeratin profile.', 'Initiate palliative chemotherapy with a platinum-based regimen.', 'Consider patient participation in clinical trials.', 'Refer the patient for palliative radiation therapy to the bone metastases.']",D,"Patient with carcinoma of unknown primary with unfavorable prognostic factors (multiple bone metastases, CK7 positive/CK20 negative) → Further extensive workup is unlikely to improve outcomes → Consider enrollment in clinical trials as part of a palliative strategy.",Carcinoma of unknown primary site (CUPS),0,No modification.
464,"A 58-year-old woman presents with generalized edema, normal JVP, normal serum albumin, and normal urinalysis and thyroid function tests. Which of the following is the MOST likely cause of her edema?",Drug-induced edema,"['Drug-induced edema', 'Nephrotic syndrome', 'Malnutrition', 'Congestive heart failure', 'Liver pathology']",A,"Patient with generalized edema and normal JVP → Normal serum albumin (modified) + normal urinalysis/TFTs → Excludes nephrotic syndrome, liver pathology, and malnutrition → Drug-induced edema",Edema,2,Changed “decreased serum albumin” to “normal serum albumin” in the question stem.
465,"A 54-year-old woman presents with generalized edema and normal jugular venous pressure (JVP). Initial serum albumin levels are normal, and urinalysis shows no abnormal findings. What is the next appropriate step in evaluating the cause of her edema?",Check thyroid function tests (TFTs).,"['Check thyroid function tests (TFTs).', 'Prescribe a low-sodium diet and diuretics.', 'Order liver function tests (LFTs).', 'Order a renal biopsy.', 'Perform echocardiography to assess cardiac function.']",A,Patient with generalized edema and normal JVP → Normal serum albumin (modified) → Exclusion of renal causes → Evaluate thyroid function → Check TFTs,Edema,2,Changed “decreased serum albumin” to “normal serum albumin” in the question stem.
466,"A 58-year-old woman presents with generalized edema and elevated jugular venous pressure (JVP). A chest radiograph reveals normal heart size. According to the provided guidelines, what is the MOST appropriate next step in evaluating this patient?",Evaluate the lung fields for pulmonary hypertension.,"['Order an echocardiogram to look for pericardial effusion.', 'Determine serum albumin and urinary protein levels.', 'Perform thyroid function tests (TFTs).', 'Order a Doppler study of the lower extremities.', 'Evaluate the lung fields for pulmonary hypertension.']",E,Patient with generalized edema + elevated JVP → Normal heart size on chest radiograph → Evaluate lung fields for signs of pulmonary hypertension → Consider cor pulmonale,Edema,0,No modification.
467,A 58-year-old male presents with generalized edema and elevated jugular venous pressure (JVP). A chest radiograph reveals normal heart size and clear lung fields. What is the most appropriate next step in evaluating this patient?,Echocardiography to assess for pericardial constriction.,"['Liver function tests.', 'Doppler study of lower extremities.', 'Thyroid function tests.', 'Serum albumin and urinary protein assessment.', 'Echocardiography to assess for pericardial constriction.']",E,Patient with generalized edema + elevated JVP → Normal heart size and clear lung fields → Suspect pericardial constriction → Echocardiography is indicated,Edema,0,No modification.
468,"A 54-year-old woman presents with edema in her right arm. Her jugular venous pressure (JVP) is normal. After noninvasive vascular studies yield negative results, what is the most likely cause of her edema?",Lymphedema.,"['Lymphedema', 'Congestive heart failure', 'Musculoskeletal edema', 'Chronic venous insufficiency', 'Deep venous thrombosis']",A,Patient with localized upper extremity edema + normal JVP → Negative vascular studies exclude venous causes → Likely lymphatic obstruction → Lymphedema,Edema,1,Changed correct answer from “Musculoskeletal edema” to “Lymphedema.”
469,"A 35-year-old male presents with gynecomastia. Initial lab results show elevated levels of human chorionic gonadotropin (hCG). A testicular ultrasound is performed and is unremarkable. Considering the possible etiologies, what is the most likely next step in the diagnostic workup?",Order a CT scan of the abdomen and pelvis.,"['Reassure the patient that spontaneous regression occurs in most cases', 'Assess for secondary hypogonadism', 'Initiate treatment with tamoxifen', 'Prescribe prophylactic radiation to the breasts', 'Order a CT scan of the abdomen and pelvis.']",E,"Patient with gynecomastia → Elevated hCG with normal testicular ultrasound → Suggests an extratesticular source (eg, adrenal tumor) → Next step: CT imaging of abdomen/pelvis",Gynecomastia,1,Changed correct answer from option B to option E.
470,"A 30-year-old male presents with gynecomastia. Initial lab results show elevated serum hCG levels, but luteinizing hormone (LH), testosterone, and estradiol are within normal ranges. Testicular ultrasonography is unremarkable. What is the most likely underlying cause of his gynecomastia?",Testicular tumor.,"['Androgen resistance', 'Testicular tumor', 'Cirrhosis', 'Drug use', 'Hyperthyroidism']",B,Patient with gynecomastia → Elevated hCG with normal gonadotropins/hormone levels and normal ultrasound → A small testicular tumor (possibly missed on ultrasound) is more likely than androgen resistance,Gynecomastia,1,Changed correct answer from option A (“Androgen resistance”) to option B (“Testicular tumor”).
471,A 35-year-old male presents with gynecomastia. Initial workup reveals elevated serum hCG levels. Testicular ultrasonography is normal. What is the most appropriate next step in the evaluation?,Perform adrenal CT or MRI.,"['Order a liver function test.', 'Repeat serum hCG level.', 'Initiate treatment with tamoxifen.', 'Perform adrenal CT or MRI.', 'Start the patient on spironolactone.']",D,Patient with gynecomastia and elevated hCG → Normal testicular ultrasound → Evaluate for extratesticular (adrenal) sources → Next step: adrenal imaging,Gynecomastia,0,No modification.
472,"A 30-year-old male presents with gynecomastia. Initial workup reveals elevated serum hCG, LH, testosterone, and estradiol levels. Testicular ultrasonography is normal. What is the most likely underlying cause of his gynecomastia?",Increased extraglandular aromatase activity.,"['Germ cell tumor', 'Cirrhosis', 'Hyperthyroidism', 'Increased extraglandular aromatase activity', 'Medication side effect']",D,"Patient with gynecomastia → Elevated hCG, LH, testosterone, and estradiol with normal ultrasound → Suggests increased peripheral conversion of androgens to estrogens → Increased extraglandular aromatase activity",Gynecomastia,0,No modification.
473,"A 30-year-old male presents with gynecomastia. Initial lab results show elevated hCG levels, but testicular ultrasonography is normal. What is the most likely next step in managing this patient?","Order a CT scan of the chest, abdomen, and pelvis.","['Prescribe tamoxifen to manage the gynecomastia.', 'Order a CT scan of the chest, abdomen, and pelvis.', 'Diagnose idiopathic gynecomastia.', 'Monitor the patient and repeat testicular ultrasonography in 3-6 months.', 'Initiate treatment with an aromatase inhibitor like testolactone.']",B,"Patient with gynecomastia → Elevated hCG with normal ultrasound → Elevated hCG is abnormal and requires further evaluation for an extratesticular source → Next step: Order a CT scan of the chest, abdomen, and pelvis",Gynecomastia,1,Changed correct answer from option C (“Diagnose idiopathic gynecomastia”) to option B.
474,"A 32-year-old male presents with new-onset gynecomastia. Initial workup reveals decreased testosterone, normal estradiol, and normal LH levels. Serum prolactin is also normal. What is the most likely diagnosis?",Idiopathic gynecomastia.,"['Testicular tumor', 'Hyperthyroidism', 'Klinefelter syndrome', 'Medication-induced gynecomastia', 'Idiopathic gynecomastia']",E,"Patient with gynecomastia → Hormonal evaluation shows decreased testosterone with normal estradiol and LH, and normal prolactin → Findings consistent with idiopathic gynecomastia",Gynecomastia,0,No modification.
475,"A 28-year-old male presents with gynecomastia. After excluding drug use and systemic illnesses, what is the most likely underlying etiology to consider next?",Endocrine disorders such as hypogonadism or hyperthyroidism.,"['Endocrine disorders such as hypogonadism or hyperthyroidism.', 'Idiopathic causes.', 'Systemic illnesses.', 'Drug use.', 'Testicular cancer.']",A,"Patient with gynecomastia → After exclusion of drugs and systemic illness → Consider endocrine causes (hypogonadism, hyperthyroidism) as the next step in evaluation",Gynecomastia,0,No modification.
476,"A 50-year-old male presents to the emergency department complaining of acute onset of dizziness described as light-headedness, almost as if he were about to faint, without any spinning sensation or hearing loss. Which of the following is the most likely underlying cause of his dizziness?",Vasovagal syncope,"['Benign paroxysmal positional vertigo', 'Unilateral loss of vestibular function', 'Vasovagal syncope', 'Migraine', 'Meniere’s disease']",C,Patient presents with near-syncope (light-headedness) without true vertigo or auditory symptoms → Findings are more consistent with a vasovagal reaction rather than a vestibular lesion → Diagnosis: Vasovagal syncope,Dizziness,1,Changed correct answer from “Unilateral loss of vestibular function” to “Vasovagal syncope” and updated reasoning path.
477,A 23-year-old male with multiple sexual partners seeks contraception advice and reports an allergy to nonoxynol-9. Which of the following contraceptive methods is most appropriate for his partner?,Implantable progestin,"['Diaphragm with spermicide', 'Copper IUD', 'Cervical cap', 'Implantable progestin', 'Combination oral contraceptives']",D,Patient with nonoxynol-9 allergy precluding barrier methods → Long-acting progestin-only method is preferred for reliable contraception → Implantable progestin is recommended,Contraceptive choices,1,Changed correct answer from “Injectable progestin” to “Implantable progestin” and updated option text.
478,A 28-year-old male with multiple sexual partners seeks contraception advice due to an allergy to nonoxynol-9. Which of the following contraceptive methods is the MOST suitable initial recommendation?,Implantable progestin,"['Implantable progestin', 'Combination oral contraceptives', 'Copper intrauterine device', 'Cervical cap', 'Diaphragm with spermicide']",A,Patient with nonoxynol-9 allergy and multiple partners → Barrier methods using spermicide are contraindicated → Long-acting progestin-only method is preferable → Recommend implantable progestin,Contraceptive choices,1,Changed correct answer from “Injectable progestin” to “Implantable progestin” and updated option text.
479,"A 23-year-old male presents to your clinic seeking contraception advice. He reports having multiple sexual partners and a known allergy to nonoxynol-9. Considering his circumstances, which of the following contraceptive methods would be the MOST appropriate initial recommendation?",Implantable progestin,"['Implantable progestin', 'Copper IUD', 'Combination oral contraceptives', 'Diaphragm with spermicide', 'Vasectomy']",A,Patient with nonoxynol-9 allergy → Avoid spermicide-dependent methods → Long-acting progestin-only methods are optimal → Recommend implantable progestin,Contraceptive choices,0,No modification.
480,A 28-year-old woman is seeking contraception and prefers a method that can be inserted before intercourse and does not require repeated spermicide applications for up to 72 hours. Which barrier method is most suitable for her?,Cervical cap,"['Diaphragm', 'Spermicides alone', 'Condoms', 'Cervical cap', 'Cervical sponge']",D,Patient desiring a barrier method with prolonged protection without frequent spermicide application → Cervical cap is a suitable option when used properly,Contraceptive choices,0,No modification.
481,A 45-year-old patient presents with generalized dystonia. His family history reveals similar symptoms in his father and grandfather. Which of the following is the most likely underlying cause?,DYT-1 dystonia,"['Huntington's disease', 'Dopa-responsive dystonia', 'Cervical dystonia', 'Tardive dyskinesia', 'DYT-1 dystonia']",E,Patient with familial generalized dystonia without classic chorea or cognitive decline → Findings are more consistent with a primary torsion dystonia (DYT-1 dystonia) rather than Huntington's disease,Hyperkinesias,1,Changed correct answer from “Huntington's disease” to “DYT-1 dystonia” and updated reasoning path.
482,"A 30-year-old patient presents with hyperkinesias, specifically chorea. Considering primary causes of chorea, which of the following conditions should be included in the differential diagnosis?",Wilson's disease,"['Huntington's disease', 'Essential tremor', 'Tourette's syndrome', 'Wilson's disease', 'Parkinson's disease']",D,"Patient with chorea → Primary causes of chorea include both Huntington's disease and Wilson's disease; in a young patient, Wilson's disease is a treatable cause to consider",Hyperkinesias,0,No modification.
483,"A 10-year-old child presents with hyperkinesias characterized by brief, irregular, nonsustained movements. Neurological examination reveals chorea. Which of the following inherited disorders could be a primary cause of chorea in this patient?",Ataxia-telangiectasia,"['Parkinson’s disease', 'Ataxia-telangiectasia', 'Huntington's disease', 'Tardive dyskinesia', 'Wilson's disease']",B,"Child with chorea and an inherited disorder → Among inherited causes, ataxia-telangiectasia is a possibility (noting its classic association with ataxia and telangiectasias)",Hyperkinesias,0,No modification.
484,"A 55-year-old patient of Japanese descent presents with hyperkinesias characterized by brief, irregular, nonsustained movements. Neurological examination reveals chorea. Which of the following conditions is most likely associated with primary chorea?",Dentatorubropallido-luysian atrophy,"['Cervical dystonia', 'Parkinson disease', 'Dentatorubropallido-luysian atrophy', 'Wilson disease', 'Huntington disease']",C,"Patient (of Japanese descent) with primary chorea → In this demographic, dentatorubropallido-luysian atrophy (DRPLA) is a recognized hereditary cause of chorea",Hyperkinesias,2,Modified question stem to include “of Japanese descent” to support the intended diagnosis.
485,"A 58-year-old patient presents with hyperkinesias, specifically chorea. After initial assessment, the physician suspects a secondary cause of dystonia. Which of the following metabolic conditions should the physician consider as a potential underlying factor?",Hepatic or renal failure,"['Tardive dyskinesia', 'Hepatic or renal failure', 'Huntington’s disease', 'DYT-1 dystonia', 'Wilson's disease']",B,Patient with chorea and suspected secondary dystonia → Metabolic derangements such as hepatic or renal failure can cause movement disorders → Consider hepatic or renal failure as an underlying factor,Hyperkinesias,0,No modification.
486,"A 50-year-old male presents to the emergency department complaining of acute onset of dizziness described as light-headedness, almost as if he were about to faint, with no spinning sensation or hearing loss. Which of the following is the most likely underlying cause of his dizziness?",Vasovagal syncope,"['Benign paroxysmal positional vertigo', 'Unilateral loss of vestibular function', 'Vasovagal syncope', 'Migraine', 'Meniere’s disease']",C,Light-headedness without vertigo or auditory symptoms → Most consistent with presyncope from vasovagal syncope rather than a vestibular disorder,Hyperkinesias,1,Changed correct answer from “Unilateral loss of vestibular function” to “Vasovagal syncope” and updated reasoning path.
487,"A 50-year-old patient presents with hyperkinesias diagnosed as dystonia. Considering secondary causes, which toxic exposure should be investigated?",Manganese,"['Carbon monoxide', 'Manganese', 'Iron', 'Ethanol', 'Copper']",B,Patient with dystonia → Consider secondary toxic exposures → Manganese toxicity is a well‐recognized cause of dystonic features → Investigate manganese exposure,Hyperkinesias,1,Changed correct answer from “Carbon monoxide” to “Manganese.”
488,A 12-year-old patient presents with generalized dystonia and hyperkinesias. The neurologist suspects a heredodegenerative condition. Which of the following conditions should be considered in the differential diagnosis?,Neuronal degeneration with brain iron accumulation type 1 (Hallervorden-Spatz),"['Parkinson’s disease', 'Neuronal degeneration with brain iron accumulation type 1 (Hallervorden-Spatz)', 'Cervical dystonia', 'Wilson's disease', 'Huntington's disease']",B,Child with generalized dystonia and hyperkinesias → Suspect heredodegenerative disorder → Hallervorden-Spatz syndrome is a recognized cause,Hyperkinesias,0,No modification.
489,"A 32-year-old woman presents with moderate hirsutism, mainly on her face and chest, that has developed over the past year. Her menstrual cycles are regular, and early morning plasma testosterone and free testosterone levels are within the normal range. Which of the following conditions should be considered based on these findings?",Idiopathic hirsutism,"['Idiopathic hirsutism', 'Virilizing congenital adrenal hyperplasia', 'Polycystic ovary syndrome (PCOS)', 'Androgen-secreting tumor', 'Acromegaly, Cushing's syndrome, and prolactinoma should be considered and investigated.']",A,Moderate hirsutism with regular cycles and normal androgen levels is most consistent with idiopathic hirsutism → Endocrine evaluation does not support androgen excess,(Hirsutism),1,Changed correct answer from Option E to “Idiopathic hirsutism.”
490,"A 45-year-old female presents with multiple, vague physical complaints including fatigue, headaches, and abdominal discomfort. Previous evaluations have been unremarkable. She appears anxious and reports significant work-related stress. There is no evidence of an underlying physical illness. What is the most appropriate next step in managing her condition?","Schedule regular follow-up appointments to provide support and reassurance, while minimizing invasive procedures.","['Recommend immediate psychiatric consultation for evaluation of somatoform disorder.', 'Schedule regular follow-up appointments to provide support and reassurance, while minimizing invasive procedures.', 'Refer the patient to a pain management specialist for chronic pain management.', 'Initiate a trial of antidepressant medication, considering the possibility of primary depression.', 'Order a comprehensive panel of lab tests to rule out obscure medical conditions.']",B,Patient with medically unexplained symptoms and significant stress → Best managed by supportive follow-up and reassurance rather than immediate pharmacotherapy,Emotional disorders with somatic expression,1,Changed correct answer from Option D to Option B.
491,"A 70-year-old male presents with a chronic leg ulcer. Physical examination reveals chronic edema, varicosities, and pigment changes around the ulcer. What is the most appropriate next step in evaluating the etiology of the leg ulcer?","Duplex Ultrasound, Plethysmography and Venography.","['Duplex Ultrasound, Plethysmography and Venography.', 'Ankle-brachial index (ABI) measurement', 'Biopsy of the ulcer margin', 'Wound culture and sensitivity', 'Initiation of empirical antibiotic therapy']",A,"Chronic leg ulcer with signs of venous insufficiency (edema, varicosities, pigment changes) → Evaluation of venous circulation with Duplex Ultrasound, Plethysmography, and Venography is indicated",Leg ulcer,0,No modification.
492,"A 72-year-old woman with a history of hypertension and osteoarthritis is started on a new NSAID for pain management. After a week, she develops mild nausea and a rash. Considering the possibility of an adverse drug reaction and that the onset does not align with typical reactions, which of the following actions is MOST appropriate to determine causality?",Causal relationship doubtful.,"['Consult a dermatologist for a skin biopsy.', 'Causal relationship doubtful.', 'Order liver function tests.', 'Discontinue the NSAID immediately.', 'Rechallenge the patient with a lower dose of the NSAID.']",B,Patient with a possible ADR that has an atypical temporal onset → Evaluate the temporal relationship and conclude that a causal relationship is doubtful,Evaluation of adverse drug reactions,0,No modification.
493,"A 72-year-old woman with a history of hypertension and osteoarthritis is admitted for community-acquired pneumonia and started on intravenous antibiotics. After the third dose, she develops a rash and itching. What is the most appropriate next step?",Report the reaction to the FDA MedWatch program.,"['Discontinue the antibiotic immediately and switch to an alternative.', 'Administer an antihistamine to alleviate the itching and continue the antibiotic.', 'Rechallenge the patient with a lower dose of the antibiotic.', 'Monitor the patient closely without discontinuing the antibiotic.', 'Report the reaction to the FDA MedWatch program.']",E,"Patient develops a mild rash and itching while on antibiotics → After appropriate clinical management, the reaction should be reported to FDA MedWatch for pharmacovigilance",Evaluation of adverse drug reactions,0,No modification.
494,A 10-year-old child is diagnosed with lifelong anosmia. Which of the following conditions is most likely associated with this patient's anosmia?,Kallmann's syndrome,"['Albinism', 'Bell’s palsy', 'Kallmann's syndrome', 'Alzheimer's disease', 'Diabetes mellitus']",C,"Child with lifelong anosmia → The classic congenital condition is Kallmann's syndrome, which is characterized by anosmia and hypogonadotropic hypogonadism",Disturbances of smell and taste,1,Changed correct answer from “Albinism” to “Kallmann's syndrome.”
495,"A 58-year-old woman reports a gradual loss of smell over the past year. Neurological examination is normal. Considering the insidious onset of anosmia, which of the following is the MOST likely underlying cause?",Anterior fossa tumor,"['Viral upper respiratory infection', ""Alzheimer's disease"", 'Chronic rhinitis', 'Anterior fossa tumor', 'Bell's palsy']",D,"Gradual onset of anosmia in an older adult with a normal exam raises concern for an intracranial lesion such as an anterior fossa tumor (e.g., olfactory groove meningioma)",Disturbances of smell and taste,0,No modification.
496,A 60-year-old male presents with a gradual onset of anosmia. Neurological examination is normal. Which of the following should be considered in the differential diagnosis?,Large aneurysm of the anterior cerebral or anterior communicating artery,"['Bell’s palsy', 'Large aneurysm of the anterior cerebral or anterior communicating artery', ""Alzheimer's disease"", 'Common cold', 'Chronic rhinitis']",B,Gradual anosmia in an older adult → A large aneurysm in the anterior cerebral or anterior communicating artery can compress olfactory structures → This possibility should be included in the differential,Disturbances of smell and taste,0,No modification.
497,"A 50-year-old patient reports experiencing a persistent metallic taste in their mouth, accompanied by occasional strange smells. Neurological examination is normal. Which of the following conditions should be considered in the differential diagnosis, especially given the reported taste distortion?",Temporal lobe epilepsy,"['B. Kallmann's syndrome', 'A. Bell's palsy', 'E. Temporal lobe epilepsy', 'D. Alzheimer's disease', 'C. Chronic rhinitis']",E,Patient with gustatory and olfactory disturbances (metallic taste and strange smells) → Consider an epileptic aura from temporal lobe epilepsy → Diagnosis: Temporal lobe epilepsy,Disturbances of smell and taste,0,No modification.
498,"A 58-year-old female reports experiencing a distorted sense of smell, where familiar odors are perceived as unpleasant or foul. She has no history of sinus issues or head trauma, and her neurological examination is normal. Which of the following is the MOST likely cause?",Psychiatric illness,"['Sinusitis', 'Head trauma', 'Medication side effect', 'Kallmann's syndrome', 'Psychiatric illness']",E,Patient with parosmia and no sinonasal or traumatic history → Central processing abnormalities may be linked to psychiatric conditions → Diagnosis: Psychiatric illness,Disturbances of smell and taste,0,No modification.
499,"A 58-year-old male with a history of chronic alcohol abuse presents with complaints of distorted smell perception and altered taste sensations, reporting a persistent metallic taste in his mouth. Neurological examination is normal. Which of the following is the most likely underlying cause of his symptoms?",Alcohol withdrawal,"['Alcohol withdrawal', 'Chronic rhinitis', 'Oral candidiasis', ""Alzheimer's disease"", 'Bell's palsy']",A,Chronic alcohol abuse with taste/smell distortion → Alcohol withdrawal can lead to dysgeusia and dysosmia → Diagnosis: Alcohol withdrawal,Disturbances of smell and taste,0,No modification.
500,"A 52-year-old woman with a history of chronic diarrhea presents to your office. During the physical examination, which of the following findings would be most relevant in guiding your diagnostic approach?",Wheezing,"['Abdominal tenderness', 'Oral ulcers', 'Wheezing', 'Lymphadenopathy', 'Skin rash']",C,Chronic diarrhea with extraintestinal manifestation (wheezing) → May indicate carcinoid syndrome or neuroendocrine involvement → Evaluate further,Chronic diarrhea,0,No modification.
501,"A 58-year-old male presents with chronic diarrhea for the past 6 months. During the physical examination, which of the following findings would be most suggestive of a systemic cause of his diarrhea?",Right-sided heart murmur,"['Splenomegaly', 'Palpable abdominal mass', 'Right-sided heart murmur', 'Abdominal bruit', 'Pelvic dysfunction']",C,Chronic diarrhea with systemic features → Right-sided heart murmur suggests carcinoid syndrome-induced valvular involvement → Diagnosis: Carcinoid syndrome,Chronic diarrhea,0,No modification.
502,"A 54-year-old woman presents with persistent, watery diarrhea for the past 5 weeks. She denies fever, abdominal pain, or blood in her stool, and has no recent travel or antibiotic use. Initial stool studies are negative for fecal leukocytes and ova/parasites. What is the MOST appropriate next step in evaluating her diarrhea?",Perform a colonoscopy with biopsies to rule out microscopic colitis.,"['Exclude infection and consider bacterial pathogens such as Aeromonas and Plesiomonas.', 'Perform a colonoscopy with biopsies to rule out microscopic colitis.', 'Prescribe a trial of a gluten-free diet to evaluate for celiac disease.', 'Evaluate for lactose intolerance with a hydrogen breath test.', 'Initiate empiric treatment with loperamide for symptomatic relief.']",B,Chronic watery diarrhea in an older woman with negative stool studies → Microscopic colitis is common → Colonoscopy with biopsies is indicated,Chronic diarrhea,1,Changed correct answer from “Exclude infection and consider bacterial pathogens such as Aeromonas and Plesiomonas” to “Perform a colonoscopy with biopsies to rule out microscopic colitis.”
503,"A 52-year-old woman with a history of Crohn's disease presents with persistent, watery diarrhea for the past 6 weeks. Initial stool studies are negative for bacterial pathogens. What further diagnostic step should be considered?","Perform stool studies for ova and parasites, Coccidia, Microsporidia, and Giardia antigen.","['Perform stool studies for ova and parasites, Coccidia, Microsporidia, and Giardia antigen.', 'Initiate empiric treatment with antibiotics for suspected bacterial overgrowth.', 'Perform a colonoscopy with biopsies to rule out microscopic colitis.', 'Prescribe a trial of loperamide for symptomatic relief.', 'Order a CT scan of the abdomen to evaluate for structural abnormalities.']",A,Chronic watery diarrhea in a Crohn’s patient → Negative bacterial studies → Evaluate for parasitic and atypical pathogens → Perform comprehensive stool studies,Chronic diarrhea,0,No modification.
