question,answer,options,correct_option,path,condition
"A 74-year-old male presents with mixed urinary incontinence, reporting both urgency and leakage with coughing. Urodynamic studies reveal detrusor overactivity and a severely distended bladder with an elevated postvoid residual. What is the most appropriate initial intervention?",Foley catheter.,"['Trial of anticholinergic medication.', 'Recommend timed voiding.', 'Foley catheter.', 'Referral for sacral nerve modulation.', 'Pelvic floor exercises.']",C,"History, including volume of incontinence, pad usage. Clinical examination including pelvic examination with stress maneuvers to elicit incontinence. -> Mixed incontinence -> Urodynamics -> Foley catheter",urinary incontinence
"A 55-year-old male presents with back pain and fatigue. Laboratory studies reveal an increased IgG level, but a bone survey shows a soft tissue mass without any bone lesions. Bone marrow aspiration is normal. What is the most appropriate next step in management?",Biopsy.,"['Observation.', 'Chemotherapy.', 'Prostate biopsy.', 'Biopsy.', 'Radiation therapy.']",D,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> Soft tissue mass, No bone lesion, Normal bone marrow -> Biopsy -> Extramedullary plasmacytoma -> Radiotherapy",abnormal serum protein electrophoresis
A 60-year-old male presents with back pain and a serum protein electrophoresis (SPEP) showing an increased IgG level. A bone survey reveals a soft tissue mass but no lytic lesions. A bone marrow aspirate shows normal cellularity with no evidence of plasma cell proliferation. What is the next appropriate step in management?,Biopsy of the soft tissue mass.,"['Start chemotherapy for multiple myeloma.', 'Initiate radiation therapy to the soft tissue mass.', 'Monitor SPEP every 3 months.', 'Biopsy of the soft tissue mass.', 'Perform a prostate biopsy.']",D,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> Single bone lesion, Normal bone marrow, Normal uninvolved immunoglobulins -> Biopsy -> Extramedullary plasmacytoma -> Radiotherapy",abnormal serum protein electrophoresis
"A 68-year-old male presents with fatigue, bone pain, and an elevated IgG level on serum protein electrophoresis. A bone survey reveals multiple lytic lesions. Bone marrow aspirate shows 20% plasma cells. Hemoglobin is 9.8 g/dL and corrected calcium is 12.0 mg/dL. What is the most likely diagnosis and next step in management?","Multiple myeloma, requiring chemotherapy vs. radiotherapy.","['MGUS, requiring observation.', 'Solitary plasmacytoma, requiring radiotherapy.', 'Extramedullary plasmacytoma, requiring biopsy.', 'Multiple myeloma, requiring chemotherapy vs. radiotherapy.', 'Primary amyloidosis, requiring abdominal fat aspiration.']",D,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> Multiple lytic lesions, Bone marrow ≥10% plasma cells, M component, + Abnormal UPEP, Hemoglobin <10.5 g/dl, Corrected Ca²⁺ >11.5 -> Multiple myeloma -> Chemotherapy vs. Radiotherapy",abnormal serum protein electrophoresis
"A 62-year-old male presents with back pain and an elevated IgG level on SPEP. Bone survey reveals a single lytic lesion in the spine, and bone marrow aspirate is normal. MRI of the thoracic and lumbosacral spine confirms the solitary nature of the lesion. After biopsy confirms solitary plasmacytoma, what is the next step?",Radiotherapy 45 Gy.,"['Chemotherapy with melphalan.', 'Autologous stem cell transplantation.', 'Radiotherapy 45 Gy.', 'Bisphosphonate therapy.', 'Observation with periodic monitoring.']",C,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> Soft tissue mass, No bone lesion, Normal bone marrow -> Biopsy -> Solitary plasmacytoma -> Normal MRI thoracic/lumbosacral spine -> Radiotherapy 45 Gy -> Follow-up",abnormal serum protein electrophoresis
"A 58-year-old male presents with localized bone pain and an elevated IgG level on SPEP. A bone survey reveals a single lytic lesion in his left femur. Bone marrow aspirate is normal, and an MRI of the thoracic and lumbosacral spine is negative for additional lesions. Biopsy of the femoral lesion confirms solitary plasmacytoma. What is the next step in management?",Radiotherapy 45 Gy.,"['Chemotherapy.', 'Bisphosphonates.', 'Radiotherapy 45 Gy.', 'Surgical resection.', 'Observation with close follow-up.']",C,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> Single bone lesion, Normal bone marrow, Normal uninvolved immunoglobulins -> Biopsy -> Solitary plasmacytoma -> Normal MRI thoracic/lumbosacral spine -> Radiotherapy 45 Gy -> Follow-up",abnormal serum protein electrophoresis
A 59-year-old male presents with localized bone pain and an elevated IgG level on SPEP. Bone survey reveals a single lytic lesion in his left femur. Bone marrow aspirate is normal. MRI of the thoracic and lumbosacral spine confirms the solitary nature of the lesion. Biopsy confirms solitary plasmacytoma. The patient undergoes radiotherapy with 45 Gy. What is the most important next step in management?,"Periodic follow-up with SPEP, IEP, and UPEP.","['Chemotherapy with melphalan.', 'Autologous stem cell transplantation.', 'Periodic follow-up with SPEP, IEP, and UPEP.', 'Bisphosphonate therapy.', 'Surgical resection of the lesion.']",C,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> No lytic lesions, Bone marrow ≥10% plasma cells, M component often >2.5 g/dl, +Abnormal UPEP <2 g/dl, No systemic signs or symptoms of disease, Hemoglobin ≥10.5 g/dl, Corrected Ca²⁺ <11.5 -> Asymptomatic multiple myeloma -> Low-risk features -> Follow up",abnormal serum protein electrophoresis
"A 65-year-old male presents with fatigue, weight loss, and frequent nosebleeds. Laboratory studies reveal an elevated IgM level. Bone marrow biopsy shows 20% lymphoplasmacytoid cells. Physical examination reveals hepatosplenomegaly. What is the next step in management?",Chemotherapy.,"['Observation.', 'Radiation therapy.', 'Plasmapheresis.', 'Chemotherapy.', 'Immunoglobulin infusion.']",D,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgM -> M component, Bone marrow >10% lymphoplasmacytoid cells, Hepatosplenomegaly, Hyperviscosity, Cryoglobulinemia, Cold agglutinin anemia -> Chemotherapy",abnormal serum protein electrophoresis
"A 62-year-old female presents with fatigue, dyspnea, peripheral neuropathy, and ankle edema. Her laboratory results include proteinuria and an elevated IgG level on serum protein electrophoresis. Abdominal fat pad aspiration confirms amyloidosis. What is the next step in managing this patient?",Chemotherapy.,"['Observation with periodic monitoring.', 'Supportive care with diuretics and pain management.', 'Chemotherapy.', 'Autologous stem cell transplantation.', 'High-dose dexamethasone-based therapies.']",C,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> Macroglossia, Peripheral neuropathy, Carpal tunnel syndrome, Congestive heart failure, Nephrotic syndrome, Orthostatic hypotension, Malabsorption, Periorbital purpura - Suspected amyloidosis -> Abdominal Fat Aspiration -> Amyloidosis confirmed -> + Chemotherapy",abnormal serum protein electrophoresis
"A 59-year-old male presents with fatigue, weight loss, ankle edema, and dyspnea. Laboratory studies reveal proteinuria and an elevated IgG level on serum protein electrophoresis. Abdominal fat pad aspiration is negative for amyloid. What other diagnosis needs to be explored?",Waldenström's macroglobulinemia.,"['Lyme disease', 'Waldenström's macroglobulinemia.', 'Sarcoidosis.', 'Amyloidosis.', 'Hyperparathyroidism.']",B,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgG, A, D, E, and/or Bence Jones protein -> Macroglossia, Peripheral neuropathy, Carpal tunnel syndrome, Congestive heart failure, Nephrotic syndrome, Orthostatic hypotension, Malabsorption, Periorbital purpura - Suspected amyloidosis -> Abdominal Fat Aspiration -> Waldenström's macroglobulinemia",abnormal serum protein electrophoresis
A 60-year-old patient presents with fatigue and lymphadenopathy. Laboratory studies reveal an elevated IgM level and serum protein electrophoresis. Bone marrow biopsy shows 5% lymphoplasmacytoid cells. What is the most appropriate next step in management?,Consider lymph node biopsy to rule out more aggressive lymphoma or transformation.,"['Initiate chemotherapy with alkylating agents.', 'Prescribe prophylactic antibiotics.', 'Consider lymph node biopsy to rule out more aggressive lymphoma or transformation.', 'Monitor serum IgM levels every 3 months.', 'Start plasmapheresis to reduce IgM levels.']",C,"Patient with MONOCLONAL GAMMOPATHY -> CBC, Chemistry profile, SPEP, UPEP, IEP, Quantitative immunoglobulins, Free light chain assay, B2-Microglobulin (B2M), Bone survey, Bone marrow aspirate -> Increased IgM -> M component <3 g/dl, Significant adenopathy -> Consider: Lymph node biopsy to rule out more aggressive lymphoma or transformation",abnormal serum protein electrophoresis
A 75-year-old male presents with complaints of memory loss. The initial step in evaluating his memory loss is what?,History and interview informant.,"['Order neuroimaging.', 'Perform a detailed neurologic examination.', 'History and interview informant.', 'Administer a standardized cognitive assessment.', 'Check vitamin B12 level.']",C,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Check for impairment in other cognitive domains -> See the section Acute Confusional State",memory loss
"A 68-year-old female presents with concerns about increasing forgetfulness. The patient's daughter reports that her mother often misplaces items, forgets recent conversations, and has difficulty managing her finances. What step is most crucial to take?",Obtain a detailed history from the patient and a reliable informant.,"['Order a brain MRI.', 'Obtain a detailed history from the patient and a reliable informant.', 'Perform a Mini-Mental State Examination (MMSE).', 'Prescribe a cholinesterase inhibitor.', 'Refer for neuropsychological testing.']",B,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Check for impairment in other cognitive domains -> See the section Chronic Behavior Change",memory loss
"Following a thorough history and physical examination, a 70-year-old patient is found to have true memory loss. What is the next step in the evaluation process?",Determine the type of memory loss.,"['Rule out delirium.', 'Assess for cerebrovascular risk factors.', 'Determine the type of memory loss.', 'Order neuroimaging.', 'Consult a neuropsychologist.']",C,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Determine the type of memory loss",memory loss
"A 79-year-old patient presents with memory loss that is affecting her daily life. After a detailed history, physical, and mental status exam, the doctor is unsure about the nature and extent of her cognitive decline. What is the most appropriate next step in management?",Consider neuropsychologic testing.,"['Start a trial of a cholinesterase inhibitor.', 'Order a CT scan of the brain.', 'Consider neuropsychologic testing.', 'Prescribe an antidepressant.', 'Obtain a sleep study.']",C,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Consider neuropsychologic testing",memory loss
A 65-year-old male presents with a sudden onset of isolated memory loss. He recalls his past but cannot remember what he did this morning. What should be considered as the cause of his memory loss?,Consider stroke or other cerebrovascular event.,"['Consider Alzheimer’s disease.', 'Consider normal aging.', 'Consider depression.', 'Consider stroke or other cerebrovascular event.', 'Consider medication side effects.']",D,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> Acute amnesia -> Consider stroke or other cerebrovascular event",memory loss
"A 62-year-old male presents with a sudden onset of anterograde amnesia lasting for several hours. During the episode, he repeatedly asked questions, but remained alert and oriented. After the episode, his memory gradually returned, but he has a persistent gap in his memory for the event. What is the most likely cause of his acute memory loss?",Transient global amnesia.,"['Stroke.', 'Transient global amnesia.', 'Alzheimer's disease.', 'Migraine.', 'Seizure.']",B,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> Acute amnesia -> Transient global amnesia",memory loss
A 58-year-old patient with a history of epilepsy presents with episodes of sudden memory loss followed by confusion. What is the most likely cause of his memory loss?,Seizure.,"['Stroke.', 'Transient global amnesia.', 'Alzheimer's disease.', 'Seizure.', 'Migraine.']",D,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> Acute amnesia -> Seizure",memory loss
A 40-year-old female presents with a sudden onset of memory loss for recent events. She is distressed and tearful and reports a history of major depressive disorder. What is the most important factor to consider in the evaluation of her acute memory loss?,Psychiatric history.,"['Neurological examination findings.', 'MRI of the brain.', 'Psychiatric history.', 'Cardiovascular risk factors.', 'Family history of dementia.']",C,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> Acute amnesia -> Psychiatric history",memory loss
A 50-year-old patient presents with chronic focal amnesia. His history includes poorly controlled epilepsy since childhood. What underlying condition is most likely contributing to his memory loss?,Seizure disorder (mesial temporal sclerosis).,"['Alzheimer's disease.', 'Vascular dementia.', 'Frontotemporal dementia.', 'Seizure disorder (mesial temporal sclerosis).', 'Migraine.']",D,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> Chronic amnesia -> History of: Seizure disorder (mesial temporal sclerosis)",memory loss
"A 55-year-old male presents with chronic focal amnesia, characterized by difficulty forming new memories and confabulation. He also has a history of chronic alcohol abuse and poor nutrition. What underlying condition should be suspected?",Alcohol abuse or nutritional deficiency (Korsakoff's syndrome).,"['Alzheimer’s disease.', 'Vascular dementia.', 'Frontotemporal dementia.', 'Seizure disorder.', 'Alcohol abuse or nutritional deficiency (Korsakoff's syndrome).']",E,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> Chronic amnesia -> Alcohol abuse or nutritional deficiency (Korsakoff's syndrome)",memory loss
"A 35-year-old patient presents with a history of recent fever, headache, and confusion, followed by the development of focal amnesia. What underlying condition should be considered?",Herpes simplex encephalitis.,"['Alzheimer’s disease.', 'Vascular dementia.', 'Frontotemporal dementia.', 'Herpes simplex encephalitis.', 'Migraine.']",D,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> History if infectious process -> Herpes simplex encephalitis",memory loss
"A 28-year-old male presents with memory loss and confusion following a recent flu-like illness. Examination reveals fever, headache, and nuchal rigidity. What should be considered as a possible cause of his memory loss?",Other meningoencephalitides.,"['Alzheimer’s disease.', 'Vascular dementia.', 'Frontotemporal dementia.', 'Other meningoencephalitides.', 'Migraine.']",D,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> History if infectious process -> Other meningo-encephalitides",memory loss
"A 52-year-old male presents with progressive memory loss, diarrhea, abdominal pain, and weight loss over the past year. Physical examination reveals lymphadenopathy and skin hyperpigmentation. What underlying infectious process should be considered as a possible cause of his memory impairment?",Whipple's disease.,"['Herpes simplex encephalitis.', 'Lyme disease.', 'Whipple's disease.', 'Cryptococcal meningitis.', 'Neurosyphilis.']",C,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> History if infectious process -> Whipple's disease",memory loss
"A 60-year-old male with a history of small cell lung cancer presents with subacute onset of memory loss, confusion, and seizures. What is the most likely cause of his memory loss?",Paraneoplastic syndromes (limbic encephalitis).,"['Alzheimer’s disease.', 'Vascular dementia.', 'Frontotemporal dementia.', 'Herpes simplex encephalitis.', 'Paraneoplastic syndromes (limbic encephalitis).']",E,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> History of oncologic illness or immunosuppression -> Consider: Paraneoplastic syndromes (limbic encephalitis)",memory loss
A 45-year-old patient with a history of lymphoma treated with chemotherapy presents with progressive memory loss and confusion. What is the most important infectious etiology to consider in the evaluation of his memory impairment?,Viral illnesses (human herpesvirus-6).,"['Bacterial meningitis.', 'Cryptococcal meningitis.', 'Viral illnesses (human herpesvirus-6).', 'Neurosyphilis.', 'Lyme disease.']",C,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Focal amnesia -> History of oncologic illness or immunosuppression -> Viral illnesses (human herpesvirus-6)",memory loss
"A 72-year-old male presents with progressive memory loss and intermittent episodes of confusion and disorientation. A detailed history, physical, and mental status examination are completed. What is the next step in the diagnostic process?",Perform tailored laboratory and neuroimaging studies.,"['Start empiric treatment with a cholinesterase inhibitor.', 'Perform tailored laboratory and neuroimaging studies.', 'Refer for neuropsychological testing.', 'Provide supportive care and reassurance.', 'Order a sleep study.']",B,"Start of diagnosis -> History and interview informant -> Medical, neurologic, and mental status examination -> Check if true memory loss is present -> Perform tailored laboratory and neuroimaging studies -> Consider EEG",memory loss
A 58-year-old male is being discharged after a STEMI treated with primary PCI. What key information should be obtained during the history taking process?,Details of the hospital course and general medical history.,"['Results of the cardiac catheterization only.', 'The patient's family history only.', 'Details of the hospital course and general medical history.', 'The patient's current employment status only.', 'Details about the patient's social support system only.']",C,Management and counseling of patients after myocardial infarction (MI) -> History -> STEMI vs. NSTEMI,post–myocardial infarction care
A 60-year-old male is being discharged after a NSTEMI that was managed conservatively due to multiple comorbidities. What specific information regarding his hospital course is most relevant to his follow-up care?,"Treatment approach (PCI, CABG, conservative therapy).","['Severity of his initial chest pain.', 'Treatment approach (PCI, CABG, conservative therapy).', 'Which hospitalist group managed his care.', 'The number of visitors he had during his stay.', 'The type of meals he ate while in the hospital.']",B,"Management and counseling of patients after myocardial infarction (MI) -> History -> Treatment (PCI, CABG, conservative)",post–myocardial infarction care
A 68-year-old woman is being seen for follow-up after a STEMI. Her history includes successful PCI with stent placement. Which aspect of her hospital course is most important to document?,In-hospital complications.,"['The name of the cardiologist who performed the PCI.', 'The type of stent that was implanted.', 'In-hospital complications.', 'The patient's preferred brand of aspirin.', 'The patient's usual bedtime.']",C,Management and counseling of patients after myocardial infarction (MI) -> History -> In-hospital complications,post–myocardial infarction care
A 62-year-old male is being followed up 3 months after experiencing a STEMI. What is the most important aspect of his general medical history to assess at this visit?,"Symptoms of angina, PVD, CVD, CHF.","['The patient’s childhood illnesses.', 'The patient’s current living situation.', 'Symptoms of angina, PVD, CVD, CHF.', 'The patient’s dental history.', 'The patient’s recent travel history.']",C,"Management and counseling of patients after myocardial infarction (MI) -> History -> Symptoms of angina, PVD, CVD, CHF",post–myocardial infarction care
A 52-year-old male is being seen for follow-up one month after experiencing a STEMI. His history is significant for smoking two packs of cigarettes per day for the past 35 years. What specific aspect of his history should be addressed at this visit?,Tobacco use.,"['Compliance with prescribed medications.', 'Family history of premature cardiovascular disease.', 'Tobacco use.', 'History of childhood asthma.', 'Previous exposure to asbestos.']",C,Management and counseling of patients after myocardial infarction (MI) -> History -> Tobacco use,post–myocardial infarction care
A 66-year-old male is being followed up 6 weeks after a STEMI. He reports occasional episodes of lightheadedness and palpitations. What aspect of his history should be specifically addressed?,"Palpitations, syncope.","['Family history of premature CAD.', 'Compliance with statin therapy.', 'Dietary habits.', 'Palpitations, syncope.', 'Exercise regimen.']",D,"Management and counseling of patients after myocardial infarction (MI) -> History -> Palpitations, syncope",post–myocardial infarction care
A 69-year-old male is being followed up 6 weeks after a STEMI treated with PCI. What is the most important component of his physical examination to evaluate for?,Signs/symptoms of CHF/LV dysfunction.,"['Weight and BMI.', 'Signs/symptoms of CHF/LV dysfunction.', 'Carotid bruits.', 'Peripheral pulses.', 'Skin turgor.']",B,Management and counseling of patients after myocardial infarction (MI) -> Examination -> Signs/symptoms of CHF/LV dysfunction,post–myocardial infarction care
A 72-year-old male presents for a follow-up visit after a recent MI. Which of the following should be included in the physical exam?,"Assess for signs/symptoms of PVD, CVD.","['Assess for signs/symptoms of PVD, CVD.', 'Assess for signs of cataracts.', 'Assess for signs of hearing loss.', 'Assess for signs of peripheral neuropathy.', 'Assess for signs of osteoarthritis.']",A,"Management and counseling of patients after myocardial infarction (MI) -> Examination -> Signs/symptoms of PVD, CVD",post–myocardial infarction care
A 63-year-old female presents for a follow-up appointment after being hospitalized for a NSTEMI. Which of the following is an important measurement to obtain during the physical examination?,Weight and BMI.,"['Pupillary response.', 'Weight and BMI.', 'Respiratory rate.', 'Thyroid palpation.', 'Deep tendon reflexes.']",B,Management and counseling of patients after myocardial infarction (MI) -> Examination -> Weight/BMI,post–myocardial infarction care
A 56-year-old male is being seen for a routine follow-up appointment 3 months after a STEMI. Which of the following should be included in the physical exam?,Waist circumference.,"['Fundoscopic exam.', 'Waist circumference.', 'Thyroid palpation.', 'Peripheral pulses.', 'Skin turgor.']",B,Management and counseling of patients after myocardial infarction (MI) -> Examination -> Waist circumference,post–myocardial infarction care
A 59-year-old male is being followed up one month after an MI. Which of the following laboratory parameters should be assessed?,Renal function.,"['Liver function.', 'Renal function.', 'Thyroid function.', 'Pulmonary function.', 'Adrenal function.']",B,Management and counseling of patients after myocardial infarction (MI) -> Laboratory testing -> Renal function,post–myocardial infarction care
A 55-year-old male is being seen for a routine follow-up appointment 6 weeks after a STEMI. What is the most important laboratory study to order at this visit?,Fasting lipids.,"['Complete blood count (CBC).', 'Thyroid-stimulating hormone (TSH).', 'Fasting lipids.', 'Liver function tests (LFTs).', 'Urine analysis.']",C,Management and counseling of patients after myocardial infarction (MI) -> Laboratory testing -> Fasting lipids,post–myocardial infarction care
A 61-year-old male presents for follow-up one month after an MI. The patient has no known history of diabetes. What laboratory test should be ordered to screen for underlying diabetes mellitus?,Hemoglobin A1c.,"['Fasting lipid panel.', 'Complete blood count (CBC).', 'Hemoglobin A1c.', 'Liver function tests (LFTs).', 'Thyroid-stimulating hormone (TSH).']",C,Management and counseling of patients after myocardial infarction (MI) -> Laboratory testing -> Screening for diabetes mellitus,post–myocardial infarction care
A 67-year-old male with known diabetes presents for a follow-up visit after a recent MI. Which of the following laboratory tests is most important to order at this visit?,Hemoglobin A1c.,"['Complete blood count (CBC).', 'Fasting lipid panel.', 'Hemoglobin A1c.', 'Liver function tests (LFTs).', 'Thyroid-stimulating hormone (TSH).']",C,Management and counseling of patients after myocardial infarction (MI) -> Laboratory testing -> Hgb A1c if diabetic,post–myocardial infarction care
A 55-year-old male presents for a follow-up visit 4 weeks after a STEMI treated with PCI. What diagnostic testing should be performed at this visit?,ECG.,"['Cardiac stress test.', 'ECG.', 'Coronary angiography.', 'Holter monitor.', 'Cardiac CT.']",B,Management and counseling of patients after myocardial infarction (MI) -> Testing -> ECG,post–myocardial infarction care
A 61-year-old male presents for a follow-up visit 6 weeks after a STEMI. Which diagnostic testing should be performed at this visit?,Echocardiogram.,"['Complete blood count (CBC).', 'Echocardiogram.', 'Cardiac stress test.', 'Coronary angiography.', 'Holter monitor.']",B,Management and counseling of patients after myocardial infarction (MI) -> Testing -> Echocardiogram (ECHO),post–myocardial infarction care
"A 64-year-old male with a history of STEMI managed without angiography was discharged from the hospital. Prior to discharge, which diagnostic test should be performed?",Stress testing.,"['Cardiac catheterization.', 'Stress testing.', 'Holter monitoring.', 'Coronary artery calcium score.', 'Pulmonary function tests.']",B,Management and counseling of patients after myocardial infarction (MI) -> Testing -> Stress testing,post–myocardial infarction care
A 61-year-old male is being discharged after a NSTEMI that was managed conservatively. He did not undergo angiography. What diagnostic test should be performed before discharge?,Submaximal exercise tolerance test (ETT).,"['Cardiac catheterization.', 'Submaximal exercise tolerance test (ETT).', 'Holter monitoring.', 'Coronary artery calcium score.', 'TEE.']",B,Management and counseling of patients after myocardial infarction (MI) -> Testing -> Submaximal exercise tolerance test (ETT) prior to hospital discharge if conservative management or consider if PCI and significant residual disease,post–myocardial infarction care
"A 69-year-old male is being followed up 4 weeks after a STEMI treated with PCI. He reports new, worsening chest pain at rest that is not relieved by nitroglycerin. What is the most appropriate next step in management?",Refer for acute care.,"['Increase his beta-blocker dose.', 'Refer for acute care.', 'Schedule an outpatient stress test.', 'Start long-acting nitrates.', 'Reassure the patient that this is normal post-MI discomfort.']",B,Management and counseling of patients after myocardial infarction (MI) -> Risk assessment -> Recurrent symptoms in unstable pattern -> Refer for acute care,post–myocardial infarction care
A 62-year-old male presents with fatigue and shortness of breath 3 months following a STEMI treated with PCI. A stress test reveals high-risk findings. What should be considered?,High-risk stress test.,"['New diagnosis of diabetes.', 'High-risk stress test.', 'Recent influenza infection.', 'Family history of sudden cardiac death.', 'Medication non-compliance.']",B,Management and counseling of patients after myocardial infarction (MI) -> Risk assessment -> High-risk findings -> High-risk stress test,post–myocardial infarction care
A 66-year-old male presents with moderate angina symptoms 4 weeks after a STEMI treated with PCI. What should be considered in the risk assessment?,Moderate to severe anginal symptoms.,"['Peripheral artery disease.', 'New onset diabetes.', 'Moderate to severe anginal symptoms.', 'Recent upper respiratory infection.', 'History of deep venous thrombosis.']",C,Management and counseling of patients after myocardial infarction (MI) -> Risk assessment -> High-risk findings -> Moderate to severe anginal symptoms,post–myocardial infarction care
"A 65-year-old male, 6 weeks post-STEMI, is noted to have an ejection fraction of 35% on echocardiogram. What is the most important finding to consider in his risk assessment?",LV dysfunction ECHO.,"['New diagnosis of diabetes.', 'History of stroke.', 'LV dysfunction ECHO.', 'Family history of sudden cardiac death.', 'Medication non-compliance.']",C,Management and counseling of patients after myocardial infarction (MI) -> Risk assessment -> High-risk findings -> LV dysfunction ECHO,post–myocardial infarction care
A 57-year-old male is being followed up 2 months after a STEMI. Which of the following findings should be considered a high-risk indicator?,Signs/symptoms of CHF.,"['Controlled hypertension.', 'Signs/symptoms of CHF.', 'Normal sinus rhythm on ECG.', 'Adherence to a low-fat diet.', 'Participation in cardiac rehabilitation.']",B,Management and counseling of patients after myocardial infarction (MI) -> Risk assessment -> High-risk findings -> Signs/symptoms of CHF,post–myocardial infarction care
A 64-year-old male presents with a history of STEMI treated with PCI one month ago. He now reports an episode of near-syncope while exercising. Which of the following should be considered a high-risk finding?,Syncope/presyncope.,"['Adherence to medication regimen.', 'Absence of chest pain.', 'Syncope/presyncope.', 'Controlled hypertension.', 'Participation in cardiac rehabilitation.']",C,Management and counseling of patients after myocardial infarction (MI) -> Risk assessment -> High-risk findings -> Syncope/presyncope,post–myocardial infarction care
A 63-year-old female presents with recurrent angina despite optimal medical therapy after a STEMI treated with PCI 2 months ago. What step should be considered?,Referral to cardiology for further diagnostic/invasive interventions.,"['Increase her statin dose.', 'Referral to cardiology for further diagnostic/invasive interventions.', 'Enroll her in a smoking cessation program.', 'Refer her for cardiac rehabilitation.', 'Schedule a follow-up appointment in 6 months.']",B,Management and counseling of patients after myocardial infarction (MI) -> Risk assessment -> High-risk findings -> Consider referral to cardiology for further diagnostic/invasive interventions,post–myocardial infarction care
A 52-year-old male is being discharged after a STEMI treated with successful PCI. What is the most important educational point to emphasize to the patient at discharge?,Importance of diet and exercise.,"['Medication side effects.', 'Importance of diet and exercise.', 'Wound care instructions.', 'Follow-up appointments.', 'Signs and symptoms of heart failure.']",B,Management and counseling of patients after myocardial infarction (MI) -> Education -> Patient -> Importance of diet and exercise,post–myocardial infarction care
