question,answer,options,correct_option,path,condition
"A 60-year-old male with end-stage renal disease who has been on dialysis for 7 years is found to have multiple bilateral renal cysts on a routine ultrasound. Considering his medical history, which of the following conditions is the most likely cause of these cysts?",Acquired renal cystic disease,"[""'Autosomal-dominant polycystic kidney disease'"", ""'Acquired renal cystic disease'"", ""'Medullary sponge kidney'"", ""'Renal cell carcinoma'"", ""'Medullary cystic kidney disease'""]",B,Evaluation of patient with renal lesion -> Patient has a cyst -> Cyst is not solitary -> Cyst is bilateral -> Patient is receiving dialysis -> Consider acquired renal cystic disease,renal cysts and masses
A 45-year-old male presents with bilateral renal cysts detected during a routine abdominal ultrasound. He denies any history of dialysis or kidney disease. Further imaging reveals enlarged kidneys. Which of the following is the MOST likely diagnosis?,Autosomal-dominant polycystic kidney disease (ADPKD),"[""'Renal cell carcinoma'"", ""'Autosomal-dominant polycystic kidney disease (ADPKD)'"", ""'Simple renal cysts'"", ""'Acquired renal cystic disease'"", ""'Medullary sponge kidney'""]",B,Evaluation of patient with renal lesion -> Patient has a cyst -> Cyst is not solitary -> Cyst is bilateral -> Patient is not receiving dialysis -> Kidneys are enlarged -> Consider adult polycystic kidney disease (PKD),renal cysts and masses
"A 35-year-old male presents with bilateral renal cysts detected during a routine check-up. He is not on dialysis, and imaging reveals normal-sized kidneys. Which of the following conditions should be considered?",Medullary cystic disease,"[""'Autosomal-dominant polycystic kidney disease (ADPKD)'"", ""'Medullary cystic disease'"", ""'Renal cell cancer'"", ""'Medullary sponge kidney'"", ""'Acquired renal cystic disease'""]",B,Evaluation of patient with renal lesion -> Patient has a cyst -> Cyst is not solitary -> Cyst is bilateral -> Patient is not receiving dialysis -> Kidneys are not enlarged -> Consider medullary cystic disease,renal cysts and masses
"A 55-year-old male presents to his primary care physician with complaints of recurrent flank pain and hematuria. Imaging reveals multiple renal cysts in one kidney, but not the other. What is the most appropriate diagnostic consideration in this case?",Consider localized cystic disease,"[""'Consider ADPKD'"", ""'Consider localized cystic disease'"", ""'Consider acquired cystic disease'"", ""'Consider medullary sponge kidney'"", ""'Consider renal cell carcinoma'""]",B,Evaluation of patient with renal lesion -> Patient has a cyst -> Cyst is not solitary -> Cyst is not bilateral -> Consider localized cystic disease,renal cysts and masses
"A 45-year-old male presents with recurrent urinary tract infections and occasional hematuria. Imaging reveals nephrocalcinosis. After performing retrograde pyelography, dilation of the terminal collecting ducts is observed. Which of the following conditions is most likely?",Medullary sponge kidney,"[""'Autosomal-dominant polycystic kidney disease (ADPKD)'"", ""'Medullary sponge kidney'"", ""'Renal cell cancer'"", ""'Medullary cystic kidney disease'"", ""'Acquired renal cystic disease'""]",B,Evaluation of patient with renal lesion -> Patient has nephrocalcinosis -> Perform retrograde pyelography -> Terminal collecting ducts are dilated -> Consider medullary sponge kidney,renal cysts and masses
"A 55-year-old woman with a history of recurrent UTIs and nephrocalcinosis is undergoing evaluation for a possible renal lesion. Retrograde pyelography is performed, revealing that the terminal collecting ducts are not dilated. Which of the following conditions should be considered in this patient?",Noncystic urinary tract disease,"[""'Autosomal-dominant polycystic kidney disease (ADPKD)'"", ""'Noncystic urinary tract disease'"", ""'Renal cell cancer'"", ""'Acquired renal cystic disease'"", ""'Medullary sponge kidney'""]",B,Evaluation of patient with renal lesion -> Patient has nephrocalcinosis -> Perform retrograde pyelography -> Terminal collecting ducts are not dilated -> Consider noncystic urinary tract disease,renal cysts and masses
A 55-year-old woman with a history of tuberous sclerosis presents for a routine follow-up. An abdominal CT scan reveals a solid renal mass containing macroscopic fat. Which of the following renal lesions is most likely?,Angiomyolipoma,"[""'Renal cell carcinoma'"", ""'Angiomyolipoma'"", ""'Metastatic lesion'"", ""'Abscess'"", ""'Simple renal cyst'""]",B,Evaluation of patient with renal lesion -> Patient has a solid mass -> Solid mass has fat density -> Consider angiomyolipoma,renal cysts and masses
A 55-year-old male presents with hematuria and right flank pain. A CT scan reveals a 4 cm solid renal mass with no fat density. What is the most appropriate next step in management?,Surgical exploration,"[""'Observation with serial imaging'"", ""'Surgical exploration'"", ""'Angiography with embolization'"", ""'Radiation therapy'"", ""'Percutaneous biopsy'""]",B,Evaluation of patient with renal lesion -> Patient has a solid mass -> Solid mass does not have fat density -> Consider renal cell carcinoma -> Consider surgical exploration,renal cysts and masses
"A 54-year-old female with a history of chronic alcoholism is admitted to the hospital with fatigue, pallor, and shortness of breath. Her hemoglobin is 8.2 g/dL, and further workup reveals a macrocytic anemia secondary to folate deficiency. She is hemodynamically stable. What is the most appropriate initial step in management?",Initiate folate supplementation and avoid transfusion if possible.,"['Administer two units of packed red blood cells.', 'Administer IV fluids to improve oxygen delivery.', 'Initiate folate supplementation and avoid transfusion if possible.', 'Administer erythropoietin to stimulate red blood cell production.', 'Monitor hemoglobin levels daily without intervention.']",C,"RED BLOOD CELL TRANSFUSION Considered -> Normovolemic anemia caused by nutritional deficiency -> Pharmacologic therapy (e.g., iron). Avoid transfusion if possible",transfusion therapy red blood cells
"A 30-year-old male presents to the emergency department after a severe car accident, displaying signs of acute hemorrhage and hypovolemic shock. Initial assessment reveals a rapidly declining blood pressure and significant blood loss. Which of the following is the MOST appropriate initial step in managing this patient?",Restore volume with crystalloid,"['Administer a unit of packed red blood cells', 'Immediately administer intravenous iron', 'Administer platelets to address potential coagulopathy', 'Restore volume with crystalloid', 'Administer fresh frozen plasma']",D,RED BLOOD CELL TRANSFUSION Considered -> Hemorrhage -> Restore volume with crystalloid,transfusion therapy red blood cells
"A 72-year-old woman with a history of coronary artery disease is admitted to the hospital with fatigue, dyspnea on exertion and a hemoglobin level of 6.8 g/dL. According to the guidelines, which of the following modifications to RBC products is MOST indicated prior to transfusion?",Leukoreduction,"[""'Irradiation'"", ""'Leukoreduction'"", ""'Volume reduction'"", ""'Prewarming'"", ""'Washing'""]",B,"RED BLOOD CELL TRANSFUSION Considered -> Other anemias -> Evaluate clinical status. Look for signs and symptoms of: Anemia, Fatigue, Lightheadedness, Pallor, Tachycardia, Dyspnea on exertion -> Check Hgb: <7 g/dl -> RBC transfusion usually needed (higher Hgb may be appropriate in cardiac disease) -> Transfuse RBCs -> Leukoreduction prevents febrile reactions, HLA alloimmunization, CMV transmission",transfusion therapy red blood cells
"A 72-year-old male with a history of coronary artery disease presents with fatigue, dyspnea on exertion, and a hemoglobin level of 6.8 g/dL. Considering the potential risks and benefits of red blood cell transfusion, which of the following is the MOST appropriate next step in management?",Transfuse irradiated red blood cells.,"['Administer intravenous iron supplementation.', 'Initiate erythropoietin-stimulating agents.', 'Transfuse non-irradiated red blood cells.', 'Transfuse irradiated red blood cells.', 'Monitor hemoglobin levels and reassess in 24 hours.']",D,"RED BLOOD CELL TRANSFUSION Considered -> Other anemias -> Evaluate clinical status. Look for signs and symptoms of: Anemia, Fatigue, Lightheadedness, Pallor, Tachycardia, Dyspnea on exertion -> Check Hgb: <7 g/dl -> RBC transfusion usually needed (higher Hgb may be appropriate in cardiac disease) -> Transfuse RBCs -> Irradiation prevents TA-GVHD",transfusion therapy red blood cells
"A 72-year-old woman with a history of severe allergic reactions requiring antihistamine administration develops anemia with a hemoglobin level of 6.5 g/dL. Physical examination reveals pallor, tachycardia, and dyspnea on exertion. Considering the need for red blood cell transfusion, which modification to the RBC product is most appropriate for this patient?",Washing,"['Leukoreduction', 'Irradiation', 'Washing', 'Volume reduction', 'Addition of saline']",C,"RED BLOOD CELL TRANSFUSION Considered -> Other anemias -> Evaluate clinical status. Look for signs and symptoms of: Anemia, Fatigue, Lightheadedness, Pallor, Tachycardia, Dyspnea on exertion -> Check Hgb: <7 g/dl -> RBC transfusion usually needed (higher Hgb may be appropriate in cardiac disease) -> Transfuse RBCs -> Washing only if history of severe allergic reactions",transfusion therapy red blood cells
A 58-year-old male presents with right-sided weakness associated with hyperreflexia and increased tone that started suddenly a few hours ago. The patient denies any sensory loss. What is the most likely underlying etiology?,Vascular event,"[""'Multiple sclerosis'"", ""'Vascular event'"", ""'Muscular dystrophy'"", ""'Peripheral neuropathy'"", ""'Myasthenia gravis'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Evolving over minutes to hours. -> Suggests a vascular event.",weakness
"A 58-year-old male presents with right-sided weakness, hyperreflexia, and increased muscle tone that started suddenly a few hours ago. Which of the following is the most likely underlying cause?",Vascular event,"[""'Multiple sclerosis'"", ""'Vascular event'"", ""'Muscular dystrophy'"", ""'Vitamin Deficiency'"", ""'Myasthenia Gravis'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Weakness with accompanying sensory deficits. -> Suggests a vascular event.",weakness
"A 55-year-old woman presents with right-sided weakness that started suddenly this morning. On examination, she has increased tone and hyperreflexia in her right arm and leg, but no sensory loss. Symptoms have evolved over a couple of hours. What is the most likely underlying cause?",Demyelinating event,"['Stroke', 'Peripheral neuropathy', 'Myopathy', 'Demyelinating event', 'Spinal cord compression']",D,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Evolving over minutes to hours. -> Suggests a demyelinating event.",weakness
"A 55-year-old male presents with progressive weakness in his right arm over the past two weeks. Neurological examination reveals hyperreflexia, increased tone, and bradykinesia in the affected limb. There is no sensory loss. What is the most likely underlying cause?",A demyelinating event.,"[""'Motor neuropathy.'"", ""'A demyelinating event.'"", ""'Neuromuscular junction disorders.'"", ""'Myopathy.'"", ""'Anterior horn cell disease.'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Evolving over days to weeks. -> Suggests a demyelinating event.",weakness
"A 58-year-old male presents with progressive weakness in his right arm and leg over the past three weeks. Neurological examination reveals hyperreflexia in the affected limbs, increased muscle tone, and bradykinesia. The patient denies any sensory loss. His history is significant for a recent upper respiratory infection. What is the most likely underlying cause of his weakness?",Viral infection,"[""'Spinal muscular atrophy'"", ""'Viral infection'"", ""'Stroke'"", ""'Vitamin B12 deficiency'"", ""'Myasthenia gravis'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Evolving over days to weeks. -> Presence of infection.",weakness
"A 55-year-old patient presents with progressive weakness in their right arm and leg over the past few weeks. On examination, the patient exhibits increased muscle tone and hyperreflexia in the affected limbs, along with diminished strength. Sensation is also decreased in the same distribution. What is the most important next step in evaluating this patient's weakness?",Assess for the presence of infection or inflammatory markers.,"[""'Obtain an MRI of the brain and spinal cord.'"", ""'Assess for the presence of infection or inflammatory markers.'"", ""'Initiate a trial of corticosteroids.'"", ""'Refer the patient to physical therapy.'"", ""'Perform nerve conduction studies and electromyography (EMG).'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Weakness with accompanying sensory deficits. -> Presence of infection.",weakness
"A 58-year-old male presents with progressive weakness in his right arm over the past three weeks. Neurological examination reveals hyperreflexia and increased tone in the affected limb, but no sensory deficits. What is the most concerning etiology that should be investigated?",Neoplasia,"[""'Multiple sclerosis'"", ""'Neoplasia'"", ""'Peripheral neuropathy'"", ""'Transverse myelitis'"", ""'Myasthenia gravis'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Evolving over days to weeks. -> Presence of neoplasia.",weakness
"A 58-year-old woman presents with progressive weakness, hyperreflexia, increased muscle tone in her lower extremities, and sensory deficits in her left arm. An MRI reveals a lesion in the spinal cord. What is the MOST likely underlying cause?",Neoplasia,"[""'Demyelinating disease'"", ""'Neoplasia'"", ""'Heavy metal poisoning'"", ""'NMJ disorder'"", ""'Vitamin deficiency'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Weakness with accompanying sensory deficits. -> Presence of neoplasia.",weakness
"A 58-year-old male presents with progressive weakness in his right arm and leg over the past 10 months. Neurological examination reveals hyperreflexia in the affected limbs, increased muscle tone, and bradykinesia. Sensory examination is normal. What is the most likely underlying cause of his symptoms?",Degenerative disease,"[""'Vascular event'"", ""'Degenerative disease'"", ""'Compressive spinal cord lesion'"", ""'Neuromuscular junction disorder'"", ""'Demyelinating disease'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Progresses over months to years. -> Suggests degenerative disease.",weakness
"A 58-year-old male presents with progressive, isolated weakness in his extremities, without any sensory loss, which has developed over the past 18 months. Physical examination reveals atrophy and fasciculations in his hands and forearms, along with decreased reflexes in the affected limbs. There is no family history of similar conditions. What is the most likely underlying cause of his weakness?",Degenerative disease affecting the anterior horn cells,"[""'Myasthenia gravis'"", ""'Degenerative disease affecting the anterior horn cells'"", ""'Corticobasal degeneration'"", ""'Spinal cord compression'"", ""'Demyelinating peripheral neuropathy'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Isolated weakness without sensory loss. -> Progresses over months to years. -> Suggests degenerative disease.",weakness
"A 55-year-old woman presents with progressive, isolated weakness in her right arm over the past 6 months, with no sensory loss. Neurological examination reveals hyperreflexia and increased tone in the affected limb. MRI of the brain and spinal cord is unremarkable. Considering the likely etiology, which of the following is the MOST probable underlying cause?",Vascular malformation,"[""'Multiple sclerosis'"", ""'Vascular malformation'"", ""'Myasthenia gravis'"", ""'Muscular dystrophy'"", ""'Guillain-Barré syndrome'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Progresses over months to years. -> Vascular malformation.",weakness
"A 58-year-old male presents with progressive weakness in his right arm and hand over the past 10 months. He reports no sensory changes, but an examination reveals muscle atrophy and fasciculations in the affected limb, with reduced reflexes. There is no family history of similar conditions. MRI of the brain and cervical spine are unremarkable. What is the most likely underlying cause of his weakness?",Vascular malformation,"[""'Myasthenia Gravis'"", ""'Vascular malformation'"", ""'Spinal Muscular Atrophy'"", ""'Muscular Dystrophy'"", ""'Multiple Sclerosis'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Isolated weakness without sensory loss. -> Progresses over months to years. -> Vascular malformation.",weakness
"A 58-year-old male presents with progressive weakness in his extremities. Physical examination reveals hyperreflexia in the lower extremities, increased muscle tone, and slowing of movements. He also has symmetric, distal sensory loss in a glove-and-stocking distribution. Which of the following is the most likely location of the lesion causing his symptoms?","The root, plexus, or peripheral nerve.","['Cerebral hemispheres', 'Brainstem', 'Spinal cord', 'The root, plexus, or peripheral nerve.', 'Neuromuscular junction']",D,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Weakness with accompanying sensory deficits. -> Symmetric, distal deficits (glove-and-stocking pattern).",weakness
"A 58-year-old male presents with progressive muscle weakness, particularly in his hands and feet, over the past six months. He reports no sensory changes, but an examination reveals muscle atrophy, fasciculations, and reduced reflexes in the affected limbs. There is no family history of similar conditions. What is the most appropriate next step in evaluating this patient's weakness?","Assess for symmetric, distal deficits (glove-and-stocking pattern) to suggest a generalized length-dependent peripheral neuropathy.","['Perform a muscle biopsy to rule out myopathies.', 'Order an MRI of the brain to assess for upper motor neuron lesions.', 'Evaluate for signs of myasthenia gravis with repetitive stimulation studies.', 'Assess for symmetric, distal deficits (glove-and-stocking pattern) to suggest a generalized length-dependent peripheral neuropathy.', 'Initiate treatment with corticosteroids for possible inflammatory myopathy.']",D,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Weakness with accompanying sensory deficits. -> Symmetric, distal deficits (glove-and-stocking pattern).",weakness
A 58-year-old male presents with progressive weakness. Examination reveals unilateral sensorimotor deficits specifically affecting the radial nerve distribution in his right arm. Which of the following is the MOST likely location of the lesion causing his weakness?,Peripheral nerve,"[""'Cerebral cortex'"", ""'Peripheral nerve'"", ""'Muscle'"", ""'Neuromuscular junction'"", ""'Spinal cord'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Weakness with accompanying sensory deficits. -> Unilateral sensorimotor deficits in the distribution of a single nerve.",weakness
"A 58-year-old patient presents with progressive weakness, muscle atrophy, fasciculations, and diminished reflexes in his right arm. He also reports sensory loss in the same arm, particularly in the C6 dermatome. MRI of the cervical spine is unremarkable. What is the most likely location of the lesion causing his symptoms?",Lesion of the C6 nerve root,"['Brachial plexus lesion', 'Cerebral cortex lesion', 'Spinal cord lesion at C6 level', 'Lesion of the C6 nerve root', 'Generalized peripheral neuropathy']",D,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Weakness with accompanying sensory deficits. -> Unilateral sensorimotor deficits in the distribution of a single nerve.",weakness
"A 58-year-old patient presents with progressive weakness, hyperreflexia in the lower extremities, and fasciculations in the upper extremities. Examination reveals decreased strength in both arms and legs, with associated sensory loss in a dermatomal pattern. What is the most likely anatomical location of the lesion causing these findings?",Lesions of the nerve root,"['Lesions of the motor cortex', 'Lesions of the cerebellum', 'Lesions of the nerve root', 'Lesions of the neuromuscular junction', 'Lesions of the muscle']",C,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Weakness with accompanying sensory deficits. -> Unilateral sensorimotor deficits in a dermatome-myotome pattern or sensorimotor deficits in a distribution of multiple cervical or sacrolumbar roots",weakness
"A 58-year-old male presents with progressive weakness, muscle atrophy, and fasciculations in his left arm, accompanied by sensory loss in the same limb. Examination reveals decreased reflexes in the affected arm. What is the most likely location of the lesion causing these findings?",Lesion of the relevant nerve root,"['Anterior horn cell disease', 'Myopathy', 'Neuromuscular junction disorder', 'Lesion of the relevant nerve root', 'Cerebral cortex']",D,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Weakness with accompanying sensory deficits. -> Unilateral sensorimotor deficits in a dermatome-myotome pattern or sensorimotor deficits in a distribution of multiple cervical or sacrolumbar roots",weakness
"A 58-year-old male presents with progressive weakness in his arms and legs over the past 6 months. On examination, the neurologist notes decreased muscle bulk in his hands and forearms, fasciculations, and reduced reflexes in the upper extremities. The lower extremities exhibit increased tone, hyperreflexia, and a positive Babinski sign. Sensory examination is normal. What is the MOST likely location of the lesion causing these findings?",Sensorimotor deficits in a distribution of multiple cervical or sacrolumbar roots.,"[""'Cortical lesion affecting motor and sensory areas'"", ""'Sensorimotor deficits in a distribution of multiple cervical or sacrolumbar roots.'"", ""'Lesion in the brainstem'"", ""'Generalized length-dependent peripheral neuropathy'"", ""'Lesion of the anterior spinal cord'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Weakness with accompanying sensory deficits. -> Sensorimotor deficits in a distribution of multiple cervical or sacrolumbar roots.",weakness
"A 58-year-old male presents with progressive weakness, muscle atrophy, fasciculations, and decreased reflexes in his upper extremities, accompanied by sensory deficits in multiple cervical nerve root distributions. What is the most likely location of the lesion causing his symptoms?",Multilevel radiculopathy or plexopathy,"[""'Peripheral neuropathy'"", ""'Multilevel radiculopathy or plexopathy'"", ""'Cerebral cortex lesion'"", ""'Neuromuscular junction disorder'"", ""'Spinal cord compression'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Weakness with accompanying sensory deficits. -> Sensorimotor deficits in a distribution of multiple cervical or sacrolumbar roots.",weakness
"A 55-year-old male presents with progressive weakness in his legs over the past 6 months. He denies any sensory loss, but reports muscle cramps and occasional fasciculations. Examination reveals normal reflexes, but decreased strength in hip flexion and knee extension bilaterally. No sensory abnormalities are noted. What is the MOST appropriate next step in evaluating this patient's weakness?","Perform EMG and NCS to assess for myopathic motor units, effects of repetitive stimulation, and rule out demyelination.","[""'MRI of the brain and spinal cord'"", ""'Perform EMG and NCS to assess for myopathic motor units"", ""'Muscle biopsy of the quadriceps'"", ""'Administer edrophonium to assess for myasthenia gravis'"", ""'Lumbar puncture for CSF analysis'"", 'effects of repetitive stimulation', ""and rule out demyelination.'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Evaluation is aided by EMG to assess for myopathic motor units, effects of repetitive stimulation, and exercise on motor unit amplitude and by NCS to rule out demyelination.",weakness
A 55-year-old male presents with progressive weakness in his right arm and leg over the past 3 months. Examination reveals normal sensation but demonstrates muscle atrophy in the right arm and fasciculations in the biceps. Reflexes are diminished in the affected arm. There is no sensory loss. What is the MOST appropriate next step in the evaluation?,"Perform EMG and NCS to evaluate for myopathic motor units, effects of repetitive stimulation, exercise on motor unit amplitude, and rule out demyelination, respectively.","['Obtain an MRI of the brain to rule out stroke', 'Order serum creatine kinase (CK) levels to evaluate for myopathy', 'Perform EMG and NCS to evaluate for myopathic motor units, effects of repetitive stimulation, exercise on motor unit amplitude, and rule out demyelination, respectively.', 'Prescribe a trial of corticosteroids to rule out inflammatory myopathy', 'Refer to physical therapy for strength training']",C,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Isolated weakness without sensory loss. -> Evaluation is aided by EMG to assess for myopathic motor units, effects of repetitive stimulation, and exercise on motor unit amplitude and by NCS to rule out demyelination.",weakness
"A 50-year-old patient presents with progressive muscle weakness, atrophy, and fasciculations in the absence of sensory loss. Physical examination reveals no hyperreflexia or increased tone. Considering the possible underlying etiologies, what condition should be highly suspected?",Acute poliomyelitis,"[""'Myasthenia gravis'"", ""'Acute poliomyelitis'"", ""'Spinal muscular atrophy'"", ""'Amyotrophic lateral sclerosis'"", ""'Multiple sclerosis'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Disorders of the Lower Motor Neuron. -> Acute poliomyelitis.",weakness
"A 5-year-old child presents with acute onset of isolated limb weakness, accompanied by muscle atrophy, fasciculations, and depressed reflexes, but without any sensory loss. Considering the patient's age and presentation, which of the following conditions is most likely?",Acute poliomyelitis,"[""'Myasthenia gravis'"", ""'Acute poliomyelitis'"", ""'Multiple sclerosis'"", ""'Guillain-Barré syndrome'"", ""'Spinal muscular atrophy'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Isolated weakness without sensory loss. -> Disorders of the Lower Motor Neuron. -> Acute poliomyelitis.",weakness
"A 70-year-old patient presents with progressive weakness and atrophy in their hands and legs, accompanied by fasciculations. The patient reports no sensory loss. Given this presentation, which of the following conditions should be considered as a potential cause?",Anterior horn cell disease,"[""'Myasthenia gravis'"", ""'Anterior horn cell disease'"", ""'Polymyositis'"", ""'Eaton-Lambert syndrome'"", ""'Demyelinating neuropathy'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Disorders of the Lower Motor Neuron. -> Degeneration of previously affected anterior horn cells decades after childhood disease.",weakness
"A 70-year-old male presents with progressive muscle weakness, fasciculations, and muscle atrophy in his extremities, but no sensory deficits. He reports a history of polio as a child. What is the most likely underlying cause of his current condition?",Degeneration of previously affected anterior horn cells decades after childhood disease.,"[""'Myasthenia Gravis'"", ""'Degeneration of previously affected anterior horn cells decades after childhood disease.'"", ""'Amyotrophic Lateral Sclerosis'"", ""'Peripheral Neuropathy'"", ""'Spinal Muscular Atrophy'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Isolated weakness without sensory loss. -> Disorders of the Lower Motor Neuron. -> Degeneration of previously affected anterior horn cells decades after childhood disease.",weakness
"A 58-year-old male presents with progressive weakness and atrophy in his hands and forearms. He reports no sensory changes. Examination reveals fasciculations in his biceps and triceps, as well as reduced reflexes in his upper extremities. There is no family history of similar conditions. What is the most likely underlying cause?",Inherited motor neuronopathie,"[""'Myasthenia gravis'"", ""'Inherited motor neuronopathie'"", ""'Multiple sclerosis'"", ""'Stroke'"", ""'Polymyositis'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Upper Motor Neuron signs such as hyperreflexia, bradykinesia, and/or increased tone. -> Isolated weakness without sensory loss. -> Disorders of the Lower Motor Neuron. -> Inherited motor neuronopathie",weakness
"A 55-year-old male presents with progressive weakness, muscle atrophy, and fasciculations in his extremities, but no sensory loss. Reflexes are diminished in the affected areas. A thorough neurological examination reveals no UMN signs. His family history reveals that his brother had similar symptoms. What underlying condition should be suspected, and what is the next step in diagnosis?","Inherited motor neuronopathie, genetic testing.","[""'Myasthenia gravis"", ""'Multiple sclerosis"", ""'Polymyositis"", ""initiate high-dose corticosteroids.'"", ""administer edrophonium test.'"", ""perform MRI of the brain and spinal cord.'"", ""'Guillain-Barré syndrome"", ""administer intravenous immunoglobulin.'"", ""'Inherited motor neuronopathie"", ""genetic testing.'""]",B,"Determine if the patient has Upper Motor Neuron (UMN) signs, Lower Motor Neuron (LMN) signs, or both. -> Lower Motor Neuron signs such as atrophy, fasciculations, or depressed reflexes. -> Isolated weakness without sensory loss. -> Disorders of the Lower Motor Neuron. -> Inherited motor neuronopathie",weakness
