question,answer,options,correct_option,path,condition
"A 72-year-old male with a history of smoking and hypertension presents with exertional calf pain that resolves with rest. His Ankle-Brachial Index (ABI) is 0.8. He denies rest pain, ulcers, or gangrene. After initiating medical therapy, he reports persistent symptoms that impact his quality of life. What is the MOST appropriate next step in managing this patient's claudication?",Referral to a vascular specialist for revascularization.,"['Initiate a supervised exercise program.', 'Prescribe pentoxifylline.', 'Continue medical therapy and monitor symptoms.', 'Order a CT angiogram to further evaluate the arterial anatomy.', 'Referral to a vascular specialist for revascularization.']",E,"Patient with suspected claudication -> History and physical examination -> ABI -> Abnormal (ABI ≤0.9) -> Additional testing only if necessary -> CV risk factor modification -> Does patient have rest pain, ulcer, or gangrene? -> No -> Begin medical therapy -> Response to medical therapy -> Inadequate response -> Refer for revascularization",claudication
"A 62-year-old male with a history of hypertension and hyperlipidemia presents to your office complaining of leg pain with exertion that is relieved by rest. After confirming PAD with an ABI of 0.8, and ruling out rest pain, ulcer, or gangrene, what is the MOST appropriate next step in the management of this patient?","Initiate medical therapy, including antiplatelet medication, statin therapy, blood pressure control, and smoking cessation counseling, while encouraging a structured walking program.","['Refer the patient for immediate surgical revascularization.', 'Prescribe pentoxifylline and advise the patient to continue his current lifestyle.', 'Perform lower extremity angiography to determine the extent of arterial blockage.', 'Recommend over-the-counter pain relievers and advise the patient to avoid strenuous activity.', 'Initiate medical therapy, including antiplatelet medication, statin therapy, blood pressure control, and smoking cessation counseling, while encouraging a structured walking program.']",E,"Patient with suspected claudication -> History and physical examination -> ABI -> Abnormal (ABI ≤0.9) -> PAD confirmed -> Additional testing only if necessary -> CV risk factor modification -> Does patient have rest pain, ulcer, or gangrene? -> No -> Begin medical therapy -> Response to medical therapy -> Adequate response -> Continue medical therapy, Continue CV risk reduction, Follow for CLI",claudication
"A 62-year-old male with a history of smoking and hypertension presents with exertional calf pain that is relieved by rest. After history, physical examination, and an ABI confirming PAD (ABI 0.8), he is started on medical therapy and cardiovascular risk factor modification. After 3 months, he reports significant improvement in his walking distance and frequency of claudication. What is the most appropriate next step in the management of this patient?","Continue medical therapy, continue cardiovascular risk reduction, and follow for critical limb ischemia (CLI)","['Refer the patient for immediate revascularization', 'Discontinue medical therapy and monitor symptoms', 'Continue medical therapy, continue cardiovascular risk reduction, and follow for critical limb ischemia (CLI)', 'Increase the dosage of cilostazol', 'Schedule lower extremity arteriography']",C,"Patient with suspected claudication -> History and physical examination -> ABI -> Abnormal (ABI ≤0.9) -> Additional testing only if necessary -> CV risk factor modification -> Does patient have rest pain, ulcer, or gangrene? -> No -> Begin medical therapy -> Response to medical therapy -> Adequate response -> Continue medical therapy, Continue CV risk reduction, Follow for CLI",claudication
"A 55-year-old male with a history of alcoholism presents with fever, headache, and altered mental status. Physical exam reveals nuchal rigidity and photophobia. After initial assessment, blood cultures are drawn, and empiric antibiotics and dexamethasone are administered. A CT scan of the head is performed and shows no mass lesion. A lumbar puncture is then performed, and CSF analysis reveals elevated WBCs with predominantly PMNs, elevated protein, and low glucose. Gram stain is negative. Fungal cultures are sent and return positive. What is the most appropriate next step in management?",Treat Cryptococcal Meningitis,"['Continue empiric antibiotic therapy with broad-spectrum antibiotics', 'Initiate acyclovir for possible herpes simplex encephalitis', 'Consider tuberculous meningitis and start empiric anti-tuberculosis therapy', 'Perform a repeat lumbar puncture in 24 hours', 'Treat Cryptococcal Meningitis']",E,"Patient with suspected meningitis (fever, headache, meningismus) -> Focal neurologic signs, Papilledema, Recent seizure, History of CNS disease or surgery, Immunocompromised, Markedly abnormal level of consciousness -> Blood culture, Dexamethasone 0.15 mg/kg, Empiric antibiotics -> Brain imaging -> No mass lesion -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> Positive fungal cultures -> Treat Cryptococcal Meningitis",acute and subacute meningitis
"A 55-year-old male with a history of alcoholism presents with fever, headache, and stiff neck. His initial non-focal neurological exam is unremarkable. After blood cultures, a lumbar puncture is performed. CSF analysis reveals elevated WBCs with PMNs, elevated protein, and low glucose. Empiric antibiotics are started. The CSF Gram stain is negative. What is the next step in management?",Perform India ink stain to rule out Cryptococcus.,"['Repeat lumbar puncture in 24 hours.', 'Administer acyclovir for possible herpes simplex encephalitis.', 'Start antituberculosis therapy.', 'Perform a brain CT scan to rule out mass effect.', 'Perform India ink stain to rule out Cryptococcus.']",E,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> India ink positive for cryptococcus -> Treat Cryptococcal Meningitis",acute and subacute meningitis
"A 55-year-old immunocompromised male presents with fever, headache, and neck stiffness. Initial lumbar puncture reveals elevated WBCs, protein, and low glucose in CSF, but Gram stain is negative. What is the most appropriate next step in management?",Order cryptococcal antigen testing of the CSF.,"['Repeat lumbar puncture for Gram stain and culture.', 'Start empiric antiviral therapy.', 'Order cryptococcal antigen testing of the CSF.', 'Initiate empiric antibiotic therapy covering common bacterial pathogens.', 'Obtain a head CT scan to rule out other etiologies.']",C,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Cryptococcal antigen positive in CSF -> Treat Cryptococcal Meningitis",acute and subacute meningitis
"A 55-year-old immunocompromised male presents with fever, headache, and neck stiffness. Initial CSF analysis shows elevated WBCs with predominantly monocytic white cells, decreased glucose, and negative Gram stain. What is the MOST appropriate next step in management?","Obtain India ink stain, cryptococcal antigen testing, and fungal cultures.","['Administer empiric antibiotics targeting Streptococcus pneumoniae and Neisseria meningitidis', 'Initiate acyclovir for possible herpes simplex encephalitis', 'Start empiric antituberculosis therapy', 'Order a CT scan of the head to rule out mass effect', 'Obtain India ink stain, cryptococcal antigen testing, and fungal cultures.']",E,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> Positive fungal cultures -> Treat Cryptococcal Meningitis",acute and subacute meningitis
"A 54-year-old patient presents with fever, headache, and stiff neck, raising suspicion for meningitis. After initial assessment, no bacteria are seen on Gram stain. Fungal cultures are negative, but the CSF shows increased WBCs, specifically mononuclear cells, and normal glucose levels. What is the MOST appropriate next step in management?",Consider a parameningeal focus.,"['Initiate empiric antibiotic therapy targeting common bacterial pathogens.', 'Administer dexamethasone to reduce inflammation.', 'Order an India ink stain and cryptococcal antigen testing.', 'Start treatment for tuberculous meningitis.', 'Consider a parameningeal focus.']",E,"Patient with suspected meningitis (fever, headache, meningismus) -> Focal neurologic signs, Papilledema, Recent seizure, History of CNS disease or surgery, Immunocompromised, Markedly abnormal level of consciousness -> Blood culture, Dexamethasone 0.15 mg/kg, Empiric antibiotics -> Brain imaging -> No mass lesion -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> Increased WBCs in CSF -> Mononuclear cells -> Normal CSF glucose -> Consider: Parameningeal focus",acute and subacute meningitis
"A 54-year-old patient presents with fever, headache, and stiff neck, raising suspicion for meningitis. After initial assessment and empiric antibiotic administration, a lumbar puncture is performed. The CSF analysis reveals no bacteria on Gram stain, normal glucose levels, and elevated protein. What is the MOST appropriate next step in management?",Consider a parameningeal focus,"['Initiate antiviral therapy with acyclovir', 'Order a CT scan of the head with contrast', 'Consider a parameningeal focus', 'Start empiric treatment for tuberculous meningitis', 'Repeat lumbar puncture in 24 hours']",C,"Patient with suspected meningitis (fever, headache, meningismus) -> Focal neurologic signs, Papilledema, Recent seizure, History of CNS disease or surgery, Immunocompromised, Markedly abnormal level of consciousness -> Blood culture, Dexamethasone 0.15 mg/kg, Empiric antibiotics -> Brain imaging -> No mass lesion -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> None or rare WBCs in CSF -> Glucose normal, Protein elevated -> Consider: Parameningeal focus",acute and subacute meningitis
"A 54-year-old immunocompetent man presents with fever, headache, and neck stiffness, concerning for meningitis. Initial nonfocal neurologic examination is unremarkable. After blood cultures, a lumbar puncture reveals elevated WBCs with PMNs, elevated protein, and low glucose in CSF, indicative of bacterial meningitis. Empiric antibiotics are started. The CSF Gram stain is negative, and fungal cultures are also negative, but increased WBCs with polymorphonuclear leukocytes persist in the CSF. What should be considered next?",Consider a parameningeal focus.,"['Initiate antiviral therapy for herpes simplex encephalitis.', 'Repeat lumbar puncture in 24 hours to reassess CSF parameters.', 'Discontinue antibiotics and monitor for clinical improvement.', 'Consider a parameningeal focus.', 'Obtain CT scan of the chest to rule out pulmonary tuberculosis.']",D,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> Increased WBCs in CSF -> Polymorphonuclear leukocytes -> Consider: Parameningeal focus",acute and subacute meningitis
"A 54-year-old immunocompetent woman presents with fever, headache, and neck stiffness, raising suspicion for meningitis. Initial nonfocal neurological examination is unremarkable. After blood cultures, a lumbar puncture is performed. CSF analysis reveals elevated WBCs with a predominance of mononuclear cells and decreased glucose levels. Gram stain is negative, and fungal cultures are also negative. What should be considered next in the differential diagnosis?",Consider a parameningeal focus.,"['Initiate empiric antibiotic therapy targeting common bacterial pathogens.', 'Order a repeat lumbar puncture in 24 hours to reassess CSF parameters.', 'Consider a parameningeal focus.', 'Start empiric antiviral therapy for herpes simplex encephalitis.', 'Obtain a CT scan of the head to rule out hydrocephalus.']",C,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> Increased WBCs in CSF -> Mononuclear cells -> Decreased CSF glucose -> Consider: Parameningeal focus",acute and subacute meningitis
"A 54-year-old immunocompetent woman presents with fever, headache, and stiff neck, suggesting meningitis. Nonfocal neurologic examination is performed. After blood cultures and lumbar puncture, CSF analysis reveals elevated WBCs with mononuclear cell predominance and normal glucose. Gram stain is negative, and fungal cultures are also negative. What should be considered next in the management of this patient?",Consider a parameningeal focus.,"['Initiate empiric antibiotic therapy for bacterial meningitis.', 'Administer dexamethasone to reduce inflammation.', 'Order a repeat lumbar puncture in 24 hours.', 'Start empiric antiviral therapy for herpes simplex encephalitis.', 'Consider a parameningeal focus.']",E,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> Increased WBCs in CSF -> Mononuclear cells -> Normal CSF glucose -> Consider: Parameningeal focus",acute and subacute meningitis
"A 54-year-old immunocompetent woman presents with fever, headache, and stiff neck, concerning for meningitis. Initial lumbar puncture results show no bacteria on Gram stain, normal glucose, elevated protein, and rare WBCs in CSF. What is the most appropriate next step in management?",Consider a parameningeal focus.,"['Initiate empiric antiviral therapy with acyclovir.', 'Order a repeat lumbar puncture in 24 hours.', 'Start empiric antituberculous therapy.', 'Consider a parameningeal focus.', 'Discontinue antibiotics and observe for clinical improvement.']",D,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Normal host -> Evaluation of CSF Gram stain, History and physical examination -> No bacteria seen on Gram stain -> Negative fungal cultures -> None or rare WBCs in CSF -> Glucose normal, Protein elevated -> Consider: Parameningeal focus",acute and subacute meningitis
"A 55-year-old male with a history of alcoholism and diabetes presents with fever, headache, and stiff neck. He is suspected of having acute meningitis. Given his immunocompromised state, which of the following organisms should be considered in addition to the common causes of bacterial meningitis?",Cryptococcus neoformans,"['Streptococcus pneumoniae', 'Neisseria meningitidis', 'Haemophilus influenzae', 'Listeria monocytogenes', 'Cryptococcus neoformans']",E,"Patient with suspected meningitis (fever, headache, meningismus) -> Focal neurologic signs, Papilledema, Recent seizure, History of CNS disease or surgery, Immunocompromised, Markedly abnormal level of consciousness -> Blood culture, Dexamethasone 0.15 mg/kg, Empiric antibiotics -> Brain imaging -> No mass lesion -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Immunocompromised",acute and subacute meningitis
"A 55-year-old male with a history of alcoholism presents to the emergency department with fever, headache, and stiff neck. A non-contrast head CT is ordered, and lumbar puncture is deferred. What is the most appropriate next step in managing this patient's suspected meningitis?",Administer broad-spectrum antibiotics and dexamethasone empirically after obtaining blood cultures,"['Administer acyclovir empirically', 'Perform a lumbar puncture to analyze CSF', 'Administer broad-spectrum antibiotics after CT results', 'Start antibiotics after neurosurgical evaluation', 'Administer broad-spectrum antibiotics and dexamethasone empirically after obtaining blood cultures']",E,"Patient with suspected meningitis (fever, headache, meningismus) -> Nonfocal neurologic examination, Immunocompetent -> Blood cultures -> Lumbar puncture -> CSF: bacterial meningitis, Elevated WBC, PMNs in CSF, Elevated protein, Low glucose or low glucose ratio (CSF/blood <0.4), Elevated opening pressure -> Empiric antibiotic therapy -> Immunocompromised",acute and subacute meningitis
"A 72-year-old patient presents to the emergency department with acute shortness of breath, severe hypoxemia, and bilateral pulmonary crackles. After initial assessment and stabilization, what is the MOST appropriate next step in managing this patient, assuming low clinical severity?","Initiate oxygen therapy, administer a loop diuretic, provide patient education, rule out reversible causes, and frequently reevaluate the response to therapy to determine disposition.","['Administer intravenous inotropic support to improve cardiac output.', 'Immediately intubate the patient and initiate mechanical ventilation.', 'Perform urgent coronary angiography to rule out acute myocardial ischemia.', 'Initiate oxygen therapy, administer a loop diuretic, provide patient education, rule out reversible causes, and frequently reevaluate the response to therapy to determine disposition.', 'Administer a high dose of intravenous beta-blockers to reduce heart rate and blood pressure.']",D,"Patient with ACUTE PULMONARY EDEMA -> History, Physical examination -> Imminent respiratory failure anticipated? -> Consider other diagnosis and treatment -> Diagnostic workup: ECG, Chest x-ray, O2 saturation, Cardiac markers, BNP, CBC, Electrolytes and renal function, Echocardiogram -> Diagnosis of cardiogenic pulmonary edema likely? -> Initiate therapy based on severity and possible underlying cause -> Low clinical severity (absence of any high-risk feature), O2, Loop diuretic, Patient education, Rule out reversible/precipitating causes, Reevaluate response to therapy frequently to determine disposition",diagnosis and treatment of acute pulmonary edema
"A 72-year-old male presents to the emergency department with acute shortness of breath, severe cough, and frothy sputum. Physical examination reveals marked respiratory distress, diffuse crackles bilaterally, and an elevated jugular venous pressure. His blood pressure is 180/110 mm Hg, heart rate is 120 bpm, and oxygen saturation is 85% on room air. After initial assessment, cardiogenic pulmonary edema is suspected. What would be the MOST appropriate next step in the management of this patient?","Initiate oxygen therapy, administer intravenous diuretics and vasodilators, and monitor the patient closely in a monitored bed.","['Administer a bolus of intravenous fluids to improve cardiac output.', 'Perform immediate endotracheal intubation and mechanical ventilation.', 'Initiate oxygen therapy, administer intravenous diuretics and vasodilators, and monitor the patient closely in a monitored bed.', 'Order an immediate CT angiography to rule out pulmonary embolism.', 'Administer a beta-blocker to reduce heart rate and blood pressure.']",C,"Patient with ACUTE PULMONARY EDEMA -> History, Physical examination -> Imminent respiratory failure anticipated? -> Consider other diagnosis and treatment -> Diagnostic workup: ECG, Chest x-ray, O2 saturation, Cardiac markers, BNP, CBC, Electrolytes and renal function, Echocardiogram -> Diagnosis of cardiogenic pulmonary edema likely? -> Initiate therapy based on severity and possible underlying cause -> Moderate clinical severity, O2, IV diuretic, Vasodilator therapy as needed, Treat/investigate underlying causes, In and out monitoring, Admit to monitored bed",diagnosis and treatment of acute pulmonary edema
"A 72-year-old male with a history of hypertension and coronary artery disease presents to the emergency department with acute onset of severe shortness of breath, frothy pink sputum, and marked anxiety. Physical examination reveals diffuse crackles bilaterally, a heart rate of 120 bpm, and a blood pressure of 180/110 mmHg. Oxygen saturation is 88% on room air. After initial stabilization with oxygen, what is the MOST appropriate next step in the management of this patient?","Administer an IV diuretic bolus, followed by continuous infusion if needed, along with consideration of IV vasodilator therapy, while continuously monitoring urine output and providing critical care unit support.","['Administer a bolus of intravenous normal saline to improve cardiac output.', 'Immediately initiate non-invasive positive pressure ventilation (NIPPV) and reassess.', 'Administer an IV diuretic bolus, followed by continuous infusion if needed, along with consideration of IV vasodilator therapy, while continuously monitoring urine output and providing critical care unit support.', 'Order a stat chest X-ray and await results before initiating any further treatment.', 'Administer a beta-blocker to reduce heart rate and blood pressure.']",C,"Patient with ACUTE PULMONARY EDEMA -> History, Physical examination -> Imminent respiratory failure anticipated? -> Consider other diagnosis and treatment -> Diagnostic workup: ECG, Chest x-ray, O2 saturation, Cardiac markers, BNP, CBC, Electrolytes and renal function, Echocardiogram -> Diagnosis of cardiogenic pulmonary edema likely? -> Initiate therapy based on severity and possible underlying cause -> Critical severity (any signs of impending respiratory failure or hypoperfusion), O2, IV diuretic bolus then infusion if needed, Consider IV inotrope or vasodilator, Continuous monitoring of urine output, Critical care unit bed, Treat/investigate underlying causes",diagnosis and treatment of acute pulmonary edema
"A 54-year-old woman with a history of smoking presents to the clinic complaining of shortness of breath that has been worsening over the past few months. She denies chest pain, fever, or cough. Physical examination reveals mild wheezing and decreased breath sounds bilaterally. What would be the MOST appropriate next step in evaluating this patient's dyspnea?",Obtain a chest x-ray and complete blood count.,"['Perform pulmonary function testing', 'Order a CT scan of the chest', 'Obtain a chest x-ray and complete blood count.', 'Perform echocardiography', 'Initiate empiric treatment for asthma']",C,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Nonpulmonary causes -> Other nonpulmonary causes include metabolic derangements and anemia. -> Normal -> Consider cardiopulmonary exercise test",dyspnea
"A 52-year-old woman with a history of anxiety presents to the clinic complaining of shortness of breath for the past 3 months. She denies any fever, cough, or chest pain. Physical examination is unremarkable, and her oxygen saturation is 98% on room air. A chest X-ray comes back normal. According to the reasoning sequence, what would be the next step in the evaluation of her dyspnea?",Consider cardiopulmonary exercise test,"['Administer a bronchodilator and reassess her symptoms', 'Prescribe an anxiolytic medication', 'Order pulmonary function tests (PFTs)', 'Refer her to a cardiologist for evaluation of possible heart failure', 'Consider cardiopulmonary exercise test']",E,"Patient with DYSPNEA -> The initial assessment of a patient with dyspnea focuses on the history. -> More chronic dyspnea may be evaluated in a stepwise fashion in an outpatient setting. -> Physical examination helps guide further diagnostic studies. -> The first study in the evaluation of dyspnea is often a chest x-ray (CXR). This study can reveal underlying changes consistent with CHF, chronic obstructive pulmonary disease (COPD), or interstitial lung disease. It can also demonstrate pleural effusions, which may have been suspected based on the physical examination, and masses, which may have gone undetected. At the same time, initial studies should include a CBC to assess for anemia as a cause of dyspnea. -> Nonpulmonary causes -> Other nonpulmonary causes include ... psychological causes of dyspnea such as anxiety, panic attacks, or depression. -> Normal -> Consider cardiopulmonary exercise test",dyspnea
A 70-year-old male presents to the emergency department with dizziness and near-syncope. His ECG reveals a heart rate of 40 bpm. He has a history of hypertension and is currently taking a beta-blocker. What is the most appropriate next step in evaluating and managing his bradycardia?,Assess risk for progression,"['Administer atropine', 'Immediately implant a permanent pacemaker', 'Discontinue the beta-blocker and observe', 'Perform carotid sinus massage', 'Assess risk for progression']",E,Start of the evaluation for Bradycardia -> Pathologic: Degenerative disease Systemic disease Associated with ischemia Postoperative (valve surgery) Associated tachycardia -> Identify the mechanism of Bradycardia -> Noninvasive testing Invasive testing -> Check if symptoms continue after treatment -> Assess risk for progression,bradycardia
A 70-year-old male presents to the emergency department complaining of dizziness and fatigue. An ECG reveals a heart rate of 45 bpm. He takes diltiazem for hypertension. What is the MOST appropriate next step in the management of this patient?,Discontinue diltiazem and assess for symptom resolution,"['Perform carotid sinus massage', 'Immediately insert a temporary transvenous pacemaker', 'Order an electrophysiology study', 'Administer intravenous atropine', 'Discontinue diltiazem and assess for symptom resolution']",E,Start of the evaluation for Bradycardia -> Pathologic: Degenerative disease Systemic disease Associated with ischemia Postoperative (valve surgery) Associated tachycardia -> Identify the mechanism of Bradycardia -> Treat reversible causes and discontinue offending drugs -> Check if symptoms continue after treatment -> Assess risk for progression,bradycardia
A 70-year-old male presents with fatigue and dizziness. His ECG shows a heart rate of 45 bpm. He is currently taking diltiazem for hypertension. What is the MOST appropriate next step in the evaluation and management of his bradycardia?,"Discontinue diltiazem, perform a 12-lead ECG and echocardiogram to identify baseline conduction system disease and structural heart disease.","['Administer atropine and consider temporary transvenous pacing.', 'Immediately implant a permanent pacemaker.', 'Perform electrophysiology testing to determine intrinsic heart rate and AV node conduction.', 'Continue diltiazem and monitor for further symptoms.', 'Discontinue diltiazem, perform a 12-lead ECG and echocardiogram to identify baseline conduction system disease and structural heart disease.']",E,Start of the evaluation for Bradycardia -> Pharmacologic: Nondihydropyridine Ca2+ channel blockers Beta blockers Digitalis glycosides Antiarrhythmics -> Identify the mechanism of Bradycardia -> Noninvasive testing Invasive testing -> Check if symptoms continue after treatment -> Assess risk for progression,bradycardia
"A 72-year-old man presents to the emergency department with dizziness and fatigue. His heart rate is 45 bpm, and his ECG shows sinus bradycardia. He is currently taking diltiazem for hypertension. What is the most appropriate next step in the management of this patient?",Discontinue diltiazem and evaluate for other reversible causes of bradycardia.,"['Administer atropine to increase heart rate.', 'Immediately implant a permanent pacemaker.', 'Perform carotid sinus massage to assess vagal tone.', 'Discontinue diltiazem and evaluate for other reversible causes of bradycardia.', 'Order an electrophysiology study to determine the underlying cause of bradycardia.']",D,Start of the evaluation for Bradycardia -> Pharmacologic: Nondihydropyridine Ca2+ channel blockers Beta blockers Digitalis glycosides Antiarrhythmics -> Identify the mechanism of Bradycardia -> Treat reversible causes and discontinue offending drugs -> Check if symptoms continue after treatment -> Assess risk for progression,bradycardia
"A 70-year-old male presents to the emergency department complaining of fatigue, dizziness, and occasional syncope. His heart rate is measured at 45 bpm. An ECG reveals sinus bradycardia. What is the MOST appropriate next step in evaluating and managing this patient's bradycardia, considering the potential need for intervention and the different etiologies?","Initiate noninvasive testing, including ECG, echocardiogram, and stress testing, to identify the underlying cause and assess the need for further intervention.","['Administer atropine immediately to increase the heart rate.', 'Proceed directly to temporary transvenous pacing.', 'Prescribe a beta blocker with intrinsic sympathomimetic activity.', 'Immediately schedule permanent pacemaker implantation.', 'Initiate noninvasive testing, including ECG, echocardiogram, and stress testing, to identify the underlying cause and assess the need for further intervention.']",E,"Start of the evaluation for Bradycardia -> Pathologic: Degenerative disease Systemic disease Associated with ischemia Postoperative (valve surgery) Associated tachycardia -> Identify the mechanism of Bradycardia -> Noninvasive testing Invasive testing -> Check if symptoms continue after treatment -> Medical management Device management (i.e., pacemaker)",bradycardia
"A 70-year-old man with a history of hypertension and type 2 diabetes presents to the emergency department complaining of dizziness and fatigue. He reports that he has been feeling increasingly tired over the past few weeks and has had several episodes of lightheadedness. His current medications include metoprolol for hypertension and metformin for diabetes. On examination, his heart rate is 45 bpm and blood pressure is 110/70 mmHg. An ECG reveals sinus bradycardia. What is the most appropriate next step in managing this patient?","Discontinue or adjust medications known to cause bradycardia, assess for reversible causes, and if symptoms persist, consider medical or device management.","['Administer intravenous atropine immediately.', 'Schedule an urgent electrophysiology study.', 'Implant a permanent pacemaker immediately.', 'Recommend lifestyle modifications, including increased exercise.', 'Discontinue or adjust medications known to cause bradycardia, assess for reversible causes, and if symptoms persist, consider medical or device management.']",E,"Start of the evaluation for Bradycardia -> Pathologic: Degenerative disease Systemic disease Associated with ischemia Postoperative (valve surgery) Associated tachycardia -> Identify the mechanism of Bradycardia -> Treat reversible causes and discontinue offending drugs -> Check if symptoms continue after treatment -> Medical management Device management (i.e., pacemaker)",bradycardia
"A 70-year-old male presents to the emergency department with dizziness and fatigue. An ECG reveals a heart rate of 45 bpm. His medication list includes diltiazem for hypertension. After initial assessment, which of the following is the MOST appropriate next step in the management of his bradycardia?",Discontinue diltiazem and assess for symptom resolution.,"['Administer atropine and monitor for improvement.', 'Immediately insert a temporary transvenous pacemaker.', 'Order an electrophysiology study to assess SA node function.', 'Initiate treatment with intravenous isoproterenol.', 'Discontinue diltiazem and assess for symptom resolution.']",E,"Start of the evaluation for Bradycardia -> Pharmacologic: Nondihydropyridine Ca2+ channel blockers Beta blockers Digitalis glycosides Antiarrhythmics -> Identify the mechanism of Bradycardia -> Noninvasive testing Invasive testing -> Check if symptoms continue after treatment -> Medical management Device management (i.e., pacemaker)",bradycardia
A 70-year-old patient presents with fatigue and dizziness. An ECG reveals a heart rate of 45 bpm. The patient takes diltiazem for hypertension. Which of the following is the MOST appropriate next step in the management of this patient's bradycardia?,Discontinue diltiazem and evaluate for reversible causes,"['Initiate atropine', 'Immediately implant a permanent pacemaker', 'Perform electrophysiology testing', 'Prescribe a beta-blocker with intrinsic sympathomimetic activity', 'Discontinue diltiazem and evaluate for reversible causes']",E,"Start of the evaluation for Bradycardia -> Pharmacologic: Nondihydropyridine Ca2+ channel blockers Beta blockers Digitalis glycosides Antiarrhythmics -> Identify the mechanism of Bradycardia -> Treat reversible causes and discontinue offending drugs -> Check if symptoms continue after treatment -> Medical management Device management (i.e., pacemaker)",bradycardia
